X,Y,OBJECTID,FECHA_INCIDENTE,LATITUD,LONGITUD,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD
-74.1858200999999,4.61286660015154,1,2025/01/01 00:00:00+00,4.6128666,-74.1858201,Calle 60C sur con Carrera 81D,Bosa,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Andén (1)
-74.0756646999999,4.65438270015287,2,2025/01/01 00:00:00+00,4.6543827,-74.0756647,Carrera 28 con Calle 63C,Barrios Unidos,Autolesionado,Motociclista lesionado (1)
-74.1175524,4.52137920014857,3,2025/01/01 00:00:00+00,4.5213792,-74.1175524,Calle 71 sur con Carrera 14 bis,Ciudad Bolívar,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.1247157,4.47222550014692,4,2025/01/01 00:00:00+00,4.4722255,-74.1247157,Calle 137 sur con Carrera 11A,Usme,Autolesionado,Motociclista lesionado (1)
-74.0982346,4.56126610014986,5,2025/01/01 00:00:00+00,4.5612661,-74.0982346,"Calle 69A sur con Carrera 3B, sentido s?n",Usme,Autolesionado,Motociclista lesionado (1)
-74.1560782,4.5781227001504,6,2025/01/01 00:00:00+00,4.5781227,-74.1560782,"Av Ciudad de Villavicencio con Carrera 49, sentido n?s",Ciudad Bolívar,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.125267,4.67204830015343,7,2025/01/01 00:00:00+00,4.6720483,-74.125267,"Av La Esperanza con Av Ciudad de Cali, sentido or?occ",Fontibón,Choque con lesionado,Motociclista lesionado (2) - Acompañante lesionado (1)
-74.1626353,4.61508190015161,8,2025/01/01 00:00:00+00,4.6150819,-74.1626353,Av Ciudad de Villavicencio con Av Primero de Mayo,Kennedy,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.1450566999999,4.56123570014984,9,2025/01/01 00:00:00+00,4.5612357,-74.1450567,Carrera 19D con Calle 64 sur,Ciudad Bolívar,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1)
-74.1436371,4.59991480015108,10,2025/01/01 00:00:00+00,4.5999148,-74.1436371,Calle 43C sur con Carrera 3D este,Santa Fe,Choque con objeto fijo,Automóvil particular (1) - Vivienda (1)
-74.0941278,4.720592300155,11,2025/01/01 00:00:00+00,4.7205923,-74.0941278,Carrera 93 con Calle 127C,Suba,Choque simple,Automóvil particular (1) - Bicicleta (1)
-74.1757704999999,4.62913750015208,12,2025/01/01 00:00:00+00,4.6291375,-74.1757705,"Calle 48 sur con Carrera 87, sentido occ?or",Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0995258,4.68112570015375,13,2025/01/01 00:00:00+00,4.6811257,-74.0995258,Av Boyacá con Calle 66A,Engativá,Choque con lesionado,Automóvil particular (1) - Conductor lesionado (1) - Acompañante lesionado (1)
-74.1382177,4.5442739001493,14,2025/01/01 00:00:00+00,4.5442739,-74.1382177,Calle 73A bis sur con Carrera 17B,Ciudad Bolívar,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0523241,4.72172940015509,15,2025/01/01 00:00:00+00,4.7217294,-74.0523241,Calle 136 con Carrera 45A,Suba,Choque objeto fijo con lesionado,Camioneta (1) - Taxi (1) - Vivienda (1)
-74.1618746,4.60232070015119,16,2025/01/01 00:00:00+00,4.6023207,-74.1618746,Autopista Sur con Av Ciudad de Villavicencio,Bosa,Choque con lesionado,Taxi (1) - Ciclista lesionado (1)
-74.0832329,4.72251700015508,17,2025/01/01 00:00:00+00,4.722517,-74.0832329,Carrera 14 con Calle 129 sur,Usme,Fallecido en vía (980),Taxi (1) - Motociclista fallecido (1)
-74.1604656,4.57104640015017,18,2025/01/01 00:00:00+00,4.5710464,-74.1604656,Carrera 45C con Calle 70C sur,Ciudad Bolívar,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1500230999999,4.57467780015031,19,2025/01/01 00:00:00+00,4.5746778,-74.1500231,Carrera 42A con Calle 58C sur,Ciudad Bolívar,Autolesionado,Motociclista lesionado (1)
-74.0438978,4.69753730015425,20,2025/01/01 00:00:00+00,4.6975373,-74.0438978,Av Caracas con Calle 118,Usme,Autolesionado,Motociclista lesionado (1)
-74.1414257,4.67642990015362,21,2025/01/01 00:00:00+00,4.6764299,-74.1414257,Av Centenario (Calle 13) con Carrera 100,Fontibón,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1278354999999,4.71291910015475,22,2025/01/01 00:00:00+00,4.7129191,-74.1278355,Calle 68C con Carrera 112A,Engativá,Atropello,Camión (1) - Peatón (2)
-74.0719594999999,4.60983350015141,23,2025/01/01 00:00:00+00,4.6098335,-74.0719595,"Calle 23 con Carrera 10, sentido or?occ",Santa Fe,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.0321872,4.72532500015519,24,2025/01/01 00:00:00+00,4.725325,-74.0321872,Carrera 9 con Calle 147,Usaquén,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.1712697999999,4.6242949001519,25,2025/01/01 00:00:00+00,4.6242949,-74.1712698,Calle 46 sur con Carrera 81H,Kennedy,Choque simple,Camioneta (1) - Motocicleta (1)
-74.0900551,4.58214110015054,26,2025/01/01 00:00:00+00,4.5821411,-74.0900551,Carrera 10 con Calle 69F sur,Usme,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1430988,4.59774480015103,27,2025/01/01 00:00:00+00,4.5977448,-74.1430988,Calle 44 sur con Carrera 68G,Kennedy,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.1689884,4.58967500015078,28,2025/01/01 00:00:00+00,4.589675,-74.1689884,"Calle 62D sur con Carrera 73, sentido or?occ",Ciudad Bolívar,Choque simple,Taxi (1) - Automóvil particular (1)
-74.1863038,4.6115853001515,29,2025/01/01 00:00:00+00,4.6115853,-74.1863038,Carrera 81B con Calle 63 sur,Bosa,Choque simple,Automóvil particular (2)
-74.1261608999999,4.58106530015047,30,2025/01/01 00:00:00+00,4.5810653,-74.1261609,Carrera 13B este con Calle 44 sur,San Cristóbal,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1747731,4.63624320015226,31,2025/01/01 00:00:00+00,4.6362432,-74.1747731,Carrera 89B con Av Ciudad de Villavicencio,Kennedy,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.1446698,4.63084260015211,32,2025/01/01 00:00:00+00,4.6308426,-74.1446698,"Carrera 78 con Calle 6 sur, sentido n?s",Kennedy,Choque con lesionado,Motociclista lesionado (2)
-74.1021969,4.68651680015393,33,2025/01/01 00:00:00+00,4.6865168,-74.1021969,"Calle 68B sur con Carrera 77, sentido occ?or",Ciudad Bolívar,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Pared / muro (1)
-74.0848505,4.58922360015073,34,2025/01/01 00:00:00+00,4.5892236,-74.0848505,"Carrera 10 con Calle 1 sur, sentido n?s",Antonio Nariño,Choque con lesionado,Motociclista lesionado (2)
-74.1602568,4.63484920015227,35,2025/01/01 00:00:00+00,4.6348492,-74.1602568,"Diagonal 34B sur con Carrera 83, sentido or?occ",Kennedy,Autolesionado,Motociclista lesionado (1)
-74.1303513,4.60673660015131,36,2025/01/01 00:00:00+00,4.6067366,-74.1303513,"Av Carrera 68 con Calle 31 sur, sentido s?n",Kennedy,Autolesionado,Motociclista lesionado (1)
-74.0900551,4.58214110015054,37,2025/01/01 00:00:00+00,4.5821411,-74.0900551,"Carrera 10 con Calle 69F sur, sentido s?n",Usme,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0702606,4.62390120015187,38,2025/01/01 00:00:00+00,4.6239012,-74.0702606,"Calle 35 con Carrera 15, sentido or?occ",Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1020568,4.59831210015105,39,2025/01/01 00:00:00+00,4.5983121,-74.1020568,"Carrera 28 con Calle 1D, sentido n?s",Los Mártires,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.0225268,4.7469843001559,40,2025/01/01 00:00:00+00,4.7469843,-74.0225268,"Av Carrera 7 con Calle 170, sentido s?n",Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1560782,4.5781227001504,41,2025/01/01 00:00:00+00,4.5781227,-74.1560782,"Av Ciudad de Villavicencio con Carrera 49, sentido or?occ",Ciudad Bolívar,Volcamiento con lesionado,Automóvil particular (1) - Acompañante lesionado (2) - Taxi (1)
-74.1654027,4.5751828001503,42,2025/01/01 00:00:00+00,4.5751828,-74.1654027,"Transversal 52 con Calle 2, sentido s?n",Puente Aranda,Choque simple,Automóvil particular (2)
-74.1232666,4.70234950015441,43,2025/01/01 00:00:00+00,4.7023495,-74.1232666,"Carrera 105F con Calle 69, sentido s?n",Engativá,Choque con objeto fijo,Automóvil particular (1) - Puente vehicular / peatonal (1)
-74.096526,4.71437380015481,44,2025/01/01 00:00:00+00,4.7143738,-74.096526,"Carrera 91 con Calle 93, sentido s?n",Engativá,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1536439,4.56335930014992,45,2025/01/01 00:00:00+00,4.5633593,-74.1536439,"Calle 69 sur con Carrera 20F, sentido or?occ",Ciudad Bolívar,Autolesionado,Motociclista lesionado (1)
-74.1278397999999,4.62923470015205,46,2025/01/01 00:00:00+00,4.6292347,-74.1278398,"Av Américas con Carrera 68F, sentido occ?or",Kennedy,Choque con lesionado,Taxi (1) - Ciclista lesionado (1)
-74.1672536999999,4.61119980015149,47,2025/01/01 00:00:00+00,4.6111998,-74.1672537,"Carrera 78G con Calle 51 sur, sentido n?s",Kennedy,Choque con objeto fijo,Automóvil particular (1) - Poste (1)
-74.0506096999999,4.75269360015607,48,2025/01/01 00:00:00+00,4.7526936,-74.0506097,Carrera 111 con Calle 170,Suba,Autolesionado,Ciclista lesionado (1)
-74.1096143999999,4.63204950015215,49,2025/01/01 00:00:00+00,4.6320495,-74.1096144,"Carrera 57 con Calle 15, sentido s?n",Puente Aranda,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0720919999999,4.71098860015473,50,2025/01/01 00:00:00+00,4.7109886,-74.072092,"Av Boyacá con Carrera 18, sentido s?n",Ciudad Bolívar,Autolesionado,Motociclista lesionado (1)
-74.1446771,4.59538640015096,51,2025/01/01 00:00:00+00,4.5953864,-74.1446771,"Autopista Sur con Av Boyacá, sentido s?n",Ciudad Bolívar,Autolesionado,Motociclista lesionado (1)
-74.1746042999999,4.59645690015096,52,2025/01/01 00:00:00+00,4.5964569,-74.1746043,"Autopista Sur con Carrera 54A, sentido or?occ",Kennedy,Choque simple,Automóvil particular (2)
-74.0927895,4.54751830014938,53,2025/01/01 00:00:00+00,4.5475183,-74.0927895,"Calle 43 sur con Carrera 6 este, sentido occ?or",San Cristóbal,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.1232035,4.74552320015582,54,2025/01/01 00:00:00+00,4.7455232,-74.1232035,"Calle 138 con Carrera 151C, sentido n?s",Suba,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.1423288999999,4.65151080015277,55,2025/01/01 00:00:00+00,4.6515108,-74.1423289,"Carrera 82B con Calle 11B, sentido s?n",Kennedy,Autolesionado,Motociclista lesionado (1)
-74.0706701,4.7040882001545,56,2025/01/01 00:00:00+00,4.7040882,-74.0706701,"Av Suba con Carrera 80, sentido or?occ",Suba,Autolesionado,Motociclista lesionado (1)
-74.1770326,4.62593970015197,57,2025/01/01 00:00:00+00,4.6259397,-74.1770326,"Av Ciudad de Cali con Calle 49 sur, sentido s?n",Bosa,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1)
-74.0945174999999,4.71009170015466,58,2025/01/01 00:00:00+00,4.7100917,-74.0945175,"Av Ciudad de Cali con Calle 90, sentido s?n",Engativá,Varado,Camioneta (1)
-74.1072703,4.59853740015107,59,2025/01/01 00:00:00+00,4.5985374,-74.1072703,"NQS con Calle 8 sur, sentido n?s",Puente Aranda,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1)
-74.1241133999999,4.59378810015089,60,2025/01/01 00:00:00+00,4.5937881,-74.1241134,"NQS con Calle 6, sentido s?n",Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1155229999999,4.59222930015085,61,2025/01/01 00:00:00+00,4.5922293,-74.115523,Autopista Sur con Calle 30 sur,Puente Aranda,Choque con lesionado,Automóvil particular (2) - Acompañante lesionado (1)
-74.0921203999999,4.75426000015612,62,2025/01/01 00:00:00+00,4.75426,-74.0921204,"Av Ciudad de Cali con Calle 153, sentido s?n",Suba,Varado,Automóvil particular (1)
-74.1661223999999,4.57886970015041,63,2025/01/01 00:00:00+00,4.5788697,-74.1661224,Transversal 60 con Calle 70 sur,Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1120844,4.55484390014962,64,2025/01/01 00:00:00+00,4.5548439,-74.1120844,"Calle 48P con Carrera 5H, sentido occ?or",Rafael Uribe Uribe,Choque simple,Taxi (1) - Motocicleta (1)
-74.112496,4.59456820015091,65,2025/01/01 00:00:00+00,4.5945682,-74.112496,"Carrera 30 con Calle 22 sur, sentido s?n",Antonio Nariño,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0672107999999,4.63445060015221,66,2025/01/01 00:00:00+00,4.6344506,-74.0672108,Av Caracas con Calle 47,Chapinero,Falla semafórica,Intersección semafórica (1)
-74.1103098999999,4.62221580015183,67,2025/01/01 00:00:00+00,4.6222158,-74.1103099,"Carrera 50 con Calle 3, sentido s?n",Puente Aranda,Atropello,Automóvil particular (1) - Peatón lesionado (1)
-74.1465759,4.59941220015111,68,2025/01/01 00:00:00+00,4.5994122,-74.1465759,"Calle 44D sur con Carrera 72B, sentido occ?or",Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (2)
-74.0947073999999,4.71993790015501,69,2025/01/01 00:00:00+00,4.7199379,-74.0947074,"Av Ciudad de Cali con Carrera 93, sentido or?occ",Suba,Choque simple,
-74.135749,4.60432240015126,70,2025/01/01 00:00:00+00,4.6043224,-74.135749,"Calle 37B sur con Carrera 68D, sentido or?occ",Kennedy,Autolesionado,Motociclista lesionado (1)
-74.0276251,4.76727480015655,71,2025/01/01 00:00:00+00,4.7672748,-74.0276251,"Av Carrera 7 con Calle 191, sentido n?s",Usaquén,"Sustancia química en vía (aceite, ACPM, otros)",Aceite (1)
-74.0563551,4.6678181001533,72,2025/01/01 00:00:00+00,4.6678181,-74.0563551,"Carrera 15 con Calle 82, sentido s?n",Chapinero,Autolesionado,Motociclista lesionado (1)
-74.0704039,4.72145780015506,73,2025/01/01 00:00:00+00,4.7214578,-74.0704039,"Carrera 59 con Calle 130A, sentido s?n",Suba,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1460860999999,4.59812240015102,74,2025/01/01 00:00:00+00,4.5981224,-74.1460861,Transversal 32B con Calle 44D sur,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.1602199,4.57800650015041,75,2025/01/01 00:00:00+00,4.5780065,-74.1602199,Transversal 49D bis con Calle 68G bis sur,Ciudad Bolívar,Choque con objeto fijo,Automóvil particular (1) - Vivienda (1)
-74.0962456,4.6857920001539,76,2025/01/01 00:00:00+00,4.685792,-74.0962456,Av Boyacá con Calle 71,Engativá,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.1293003,4.6212665001518,77,2025/01/01 00:00:00+00,4.6212665,-74.1293003,"Calle 1 con Carrera 24, sentido or?occ",Los Mártires,Choque simple,Camioneta (1) - Automóvil particular (1)
-74.0419403,4.68835880015399,78,2025/01/01 00:00:00+00,4.6883588,-74.0419403,"Calle 106 con Carrera 9, sentido occ?or",Usaquén,Choque simple,Automóvil particular (2)
-74.1221882,4.55937430014979,79,2025/01/01 00:00:00+00,4.5593743,-74.1221882,"Calle 50A sur con Carrera 6, sentido or?occ",Rafael Uribe Uribe,Atropello,Automóvil particular (1) - Peatón lesionado (1)
-74.0987122,4.55074120014951,80,2025/01/01 00:00:00+00,4.5507412,-74.0987122,Carrera 1 este con Calle 87C sur,Usme,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1351657,4.66027400015309,81,2025/01/01 00:00:00+00,4.660274,-74.1351657,Av Ciudad de Cali con Av Américas,Kennedy,Falla semafórica,Intersección semafórica (1)
-74.1440133999999,4.60081830015115,82,2025/01/01 00:00:00+00,4.6008183,-74.1440134,"Av Boyacá con Calle 38 sur, sentido s?n",Kennedy,Choque simple,Automóvil particular (2)
-74.1178626,4.70895870015464,83,2025/01/01 00:00:00+00,4.7089587,-74.1178626,"Carrera 104A con Calle 148, sentido n?s",Suba,Choque simple,Automóvil particular (2)
-74.1528647,4.46787320014679,84,2025/01/01 00:00:00+00,4.4678732,-74.1528647,Vía Pasquilla con km 3,Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0823693999999,4.55838070014974,85,2025/01/01 00:00:00+00,4.5583807,-74.0823694,"Calle 31 sur con Carrera 9C este, sentido n?s",San Cristóbal,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.0487712999999,4.70658620015458,86,2025/01/01 00:00:00+00,4.7065862,-74.0487713,Carrera 19 con Av Chile (Calle 72),Barrios Unidos,"Caída de objetos en vía (árbol, cables, otros)",Cables (1)
-74.0720919999999,4.71098860015473,87,2025/01/01 00:00:00+00,4.7109886,-74.072092,km 1 con Vía Bogotá - Choachí,Santa Fe,Autolesionado,Motociclista lesionado (1)
-74.0720919999999,4.71098860015473,88,2025/01/01 00:00:00+00,4.7109886,-74.072092,Carrera 3F con Calle 53 sur,Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)
-74.1059801,4.70544570015453,89,2025/01/01 00:00:00+00,4.7054457,-74.1059801,"Av Calle 80 con Carrera 92, sentido occ?or",Engativá,Choque simple,Automóvil particular (2)
-74.0676832999999,4.64434430015256,90,2025/01/01 00:00:00+00,4.6443443,-74.0676833,Calle 57 con Carrera 16,Teusaquillo,Choque simple,Automóvil particular (2)
-74.0950414,4.70422670015449,91,2025/01/01 00:00:00+00,4.7042267,-74.0950414,Transversal 79B con Calle 72A sur,Bosa,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1618746,4.60232070015119,92,2025/01/01 00:00:00+00,4.6023207,-74.1618746,"Av Ciudad de Villavicencio con Calle 48B sur, sentido n?s",Tunjuelito,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.0420111999999,4.67420090015354,93,2025/01/01 00:00:00+00,4.6742009,-74.0420112,Av Carrera 7 con Calle 94,Chapinero,Falla semafórica,Intersección semafórica (1)
-74.1269515,4.56102020014982,94,2025/01/01 00:00:00+00,4.5610202,-74.1269515,Carrera 12C con Calle 54 sur,Tunjuelito,Choque simple,Bus SITP (1) - Taxi (1)
-74.0924343999999,4.57226810015018,95,2025/01/01 00:00:00+00,4.5722681,-74.0924344,Carrera 7 bis con Calle 22A sur,San Cristóbal,Choque simple,Automóvil particular (2)
-74.0853311,4.72062030015504,96,2025/01/01 00:00:00+00,4.7206203,-74.0853311,Calle 128B bis con Carrera 122C,Suba,Choque simple,Taxi (1) - Motocicleta (1)
-74.0685614,4.72967160015535,97,2025/01/01 00:00:00+00,4.7296716,-74.0685614,"Av Boyacá con Calle 138, sentido s?n",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1445022999999,4.67531170015358,98,2025/01/01 00:00:00+00,4.6753117,-74.1445023,Carrera 102 con Calle 19,Fontibón,Choque simple,Automóvil particular (2)
-74.0724493,4.62732600015199,99,2025/01/01 00:00:00+00,4.627326,-74.0724493,Calle 77A con Carrera 18A,Barrios Unidos,Choque simple,Automóvil particular (2)
-74.1296685999999,4.65399500015288,100,2025/01/01 00:00:00+00,4.653995,-74.1296686,Carrera 77 con Calle 18,Fontibón,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1)
-74.0644546999999,4.73943990015563,101,2025/01/01 00:00:00+00,4.7394399,-74.0644547,Carrera 59 con Calle 152B,Suba,Choque con lesionado,Automóvil particular (2) - Acompañante lesionado (1)
-74.0790254,4.74933020015595,102,2025/01/01 00:00:00+00,4.7493302,-74.0790254,Calle 154C con Carrera 88,Suba,Incendio estructural,Vivienda (2)
-74.1084408,4.5481993001494,103,2025/01/01 00:00:00+00,4.5481993,-74.1084408,Calle 48U sur con Carrera 3C,Rafael Uribe Uribe,Choque con objeto fijo,Automóvil particular (1) - Vivienda (1)
-74.1239338,4.65256830015281,104,2025/01/01 00:00:00+00,4.6525683,-74.1239338,Calle 19A con Av Boyacá,Fontibón,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1)
-74.1895114,4.60504080015126,105,2025/01/01 00:00:00+00,4.6050408,-74.1895114,Calle 68A sur con Carrera 79B,Bosa,Choque simple,Automóvil particular (2)
-74.1578957,4.59606240015098,106,2025/01/01 00:00:00+00,4.5960624,-74.1578957,"Autopista Sur con Carrera 67, sentido or?occ",Ciudad Bolívar,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.0880425999999,4.55379650014958,107,2025/01/01 00:00:00+00,4.5537965,-74.0880426,Carrera 8 este con Calle 35 sur,San Cristóbal,Choque con objeto fijo,Automóvil particular (1) - Separador (1)
-74.114682,4.66183120015312,108,2025/01/01 00:00:00+00,4.6618312,-74.114682,Calle 24B con Carrera 71A,Fontibón,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1103098999999,4.62221580015183,109,2025/01/01 00:00:00+00,4.6222158,-74.1103099,"Av Américas con Carrera 50, sentido occ?or",Puente Aranda,Autolesionado,Motociclista lesionado (1)
-74.1370618999999,4.65488420015287,110,2025/01/01 00:00:00+00,4.6548842,-74.1370619,Calle 15A con Carrera 81D,Kennedy,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.1254006999999,4.70781960015462,111,2025/01/01 00:00:00+00,4.7078196,-74.1254007,Calle 70F con Carrera 107,Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.2048046,4.61048090015142,112,2025/01/01 00:00:00+00,4.6104809,-74.2048046,Carrera 80J con Calle 78 sur,Bosa,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1)
-74.1425459,4.68073200015371,113,2025/01/01 00:00:00+00,4.680732,-74.1425459,Carrera 104B con Calle 22H,Fontibón,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1846113,4.63304530015218,114,2025/01/01 00:00:00+00,4.6330453,-74.1846113,"Av Guayacanes con Calle 53A sur, sentido s?n",Bosa,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1604771,4.63704120015232,115,2025/01/01 00:00:00+00,4.6370412,-74.1604771,"Av Ciudad de Cali con Calle 33 sur, sentido s?n",Kennedy,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.1351657,4.66027400015309,116,2025/01/01 00:00:00+00,4.660274,-74.1351657,"Av Calle 80 con Av Ciudad de Cali, sentido occ?or",Engativá,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.1181372999999,4.62879130015204,117,2025/01/01 00:00:00+00,4.6287913,-74.1181373,Av Américas con Carrera 52,Puente Aranda,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1899850999999,4.6084796001514,118,2025/01/01 00:00:00+00,4.6084796,-74.1899851,Carrera 80K bis con Calle 67A sur,Bosa,Autolesionado,Motociclista lesionado (1)
-74.1160488,4.54504640014931,119,2025/01/01 00:00:00+00,4.5450464,-74.1160488,Calle 53 sur con Carrera 5B bis,Tunjuelito,Choque simple,Taxi (1) - Automóvil particular (1)
-74.1199055,4.59424120015093,120,2025/01/01 00:00:00+00,4.5942412,-74.1199055,Autopista Sur con Calle 35 sur,Puente Aranda,Choque simple,Bus SITP (1) - Automóvil particular (1)
-74.0162869,4.6706751001534,121,2025/01/01 00:00:00+00,4.6706751,-74.0162869,Vía Bogotá - La Calera con km 2,Chapinero,Choque objeto fijo con lesionado,Automóvil particular (1) - Vivienda (1) - Conductor lesionado (1)
-74.099676,4.74614210015586,122,2025/01/01 00:00:00+00,4.7461421,-74.099676,Carrera 109A con Av Chile (Calle 72),Engativá,Autolesionado,Motociclista lesionado (1)
-74.0888631,4.59183140015084,123,2025/01/01 00:00:00+00,4.5918314,-74.0888631,Av Caracas con Calle 1,Antonio Nariño,Fallecido hospitalario,Automóvil particular (1) - Peatón fallecido (1)
-74.0576756,4.66675890015327,124,2025/01/01 00:00:00+00,4.6667589,-74.0576756,Carrera 16 con Calle 80 sur,Ciudad Bolívar,Choque simple,Taxi (2)
-74.1259848999999,4.61939560015176,125,2025/01/01 00:00:00+00,4.6193956,-74.1259849,Av Carrera 68 con Calle 3,Puente Aranda,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1)
-74.0778692,4.59022940015079,126,2025/01/01 00:00:00+00,4.5902294,-74.0778692,Carrera 2 este con Av Comuneros,La Candelaria,Autolesionado,Motociclista lesionado (1)
-74.0873824,4.64483110015255,127,2025/01/01 00:00:00+00,4.6448311,-74.0873824,Carrera 50 con Calle 44F,Teusaquillo,Choque simple,Taxi (2)
-74.1048625,4.50355030014794,128,2025/01/01 00:00:00+00,4.5035503,-74.1048625,Autopista al Llano con Calle 88 sur,Usme,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.1537926,4.57675670015033,129,2025/01/01 00:00:00+00,4.5767567,-74.1537926,Calle 59C sur con Carrera 47A,Ciudad Bolívar,Choque con objeto fijo,Automóvil particular (1) - Poste (1)
-74.1427639999999,4.6365692001523,130,2025/01/01 00:00:00+00,4.6365692,-74.142764,Calle 7B con Carrera 78,Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.0878288,4.6947594001542,131,2025/01/01 00:00:00+00,4.6947594,-74.0878288,"Av Boyacá con Av Calle 80, sentido s?n",Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1001764,4.68035670015373,132,2025/01/01 00:00:00+00,4.6803567,-74.1001764,Av Boyacá con Av Gaitán Cortés,Tunjuelito,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.103593,4.74759990015593,133,2025/01/01 00:00:00+00,4.7475999,-74.103593,Calle 142A con Carrera 113C,Suba,Choque objeto fijo con lesionado,Automóvil particular (1) - Edificación (1) - Conductor lesionado (1)
-74.1254431999999,4.58321060015053,134,2025/01/01 00:00:00+00,4.5832106,-74.1254432,Calle 42 sur con Carrera 26B,Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)
-74.1388312999999,4.55904980014975,135,2025/01/01 00:00:00+00,4.5590498,-74.1388313,"Av Boyacá con Carrera 18A bis, sentido s?n",Ciudad Bolívar,Choque simple,Bus / buseta (1) - Taxi (1)
-74.0357284,4.76191630015638,136,2025/01/01 00:00:00+00,4.7619163,-74.0357284,"Av Carrera 7 con Calle 185, sentido n?s",Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1242301999999,4.74841280015592,137,2025/01/01 00:00:00+00,4.7484128,-74.1242302,Carrera 151C con Calle 153C,Suba,Autolesionado,Motocicleta (1) - Acompañante lesionado (1)
-74.1334534,4.64327820015252,138,2025/01/01 00:00:00+00,4.6432782,-74.1334534,"Av Boyacá con Calle 11B bis, sentido n?s",Kennedy,Autolesionado,Motociclista lesionado (1)
