X,Y,OBJECTID,Dirección_incidente,Localidad,Tipo_de_incidente,Actores_viales_implicados,Afectación_personas,COORDENADAY,COORDENADAX
-74.142128,4.59321900000003,5936,Diagonal 47A sur con Carrera 54 ,Tunjuelito,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.593219,-74.142128
-74.152499,4.62925000000007,5937,"Calle 26 sur con Carrera 79, sentido or→occ",Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.62925,-74.152499
-74.048096,4.72271200000006,5938,"Carrera 20 con Calle 137, sentido n→s",Usaquén,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.722712,-74.048096
-74.179199,4.62567100000007,5939,"Carrera 86C con Calle 51B sur, sentido n→s",Bosa,Choque simple,Automóvil particular (1) - Grúa (1) ,Sin lesionados,4.625671,-74.179199
-74.139573,4.57100500000007,5940,"Av Boyacá con Carrera 24, sentido or→occ",Tunjuelito,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.571005,-74.139573
-74.0722029999999,4.61259600000005,5941,"Calle 25 con Carrera 13, sentido or→occ",Santa Fe,Choque simple,Taxi (1) - Motocicleta (1) ,Sin lesionados,4.612596,-74.072203
-74.0557239999999,4.72725500000007,5942,"Carrera 53 con calle 143, sentido s→n",Suba,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.727255,-74.055724
-74.029187,4.70234100000005,5943,"Av Carrera 7 con Calle 127, sentido s→n",Usaquén,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.702341,-74.029187
-74.059984,4.66138900000004,5944,"Calle 74 con Carrera 15, sentido occ→or",Chapinero,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.661389,-74.059984
-74.123724,4.59339400000005,5945,"Autopista Sur con Calle 38A sur, sentido n→s",Antonio Nariño,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.593394,-74.123724
-74.085969,4.61355000000003,5946,"Carrera 25 con Calle 17, sentido n→s",Los Mártires,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.61355,-74.085969
-74.076014,4.72989500000006,5947,"Carrera 76A con Calle 137, sentido n→s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.729895,-74.076014
-74.0464009999999,4.72043700000006,5948,"Calle 136 con Carrera 18B, sentido or→occ",Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.720437,-74.046401
-74.158891,4.62189700000005,5949,"Carrera 79 con Calle 40C sur, sentido s→n",Kennedy,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.621897,-74.158891
-74.097572,4.72254500000003,5950,"Carrera 95 con Calle 127 bis, sentido n→s",Suba,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.722545,-74.097572
-74.138977,4.62609900000007,5951,"Av Boyacá con Calle 3, sentido n→s",Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.626099,-74.138977
-74.1171639999999,4.74757100000005,5952,"Calle 139 con Carrera 145, sentido occ→or",Suba,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.747571,-74.117164
-74.1178419999999,4.54097800000005,5953,"Calle 56H sur con Carrera 4H, sentido occ→or",Usme,Atropello,Taxi (1) - Peatón lesionado (1) ,Con lesionados,4.540978,-74.117842
-74.030249,4.76025800000002,5954,"Calle 183 con Carrera 8C, sentido or→occ",Usaquén,Choque con lesionado,Camión (1) - Motociclista lesionado (1) ,Con lesionados,4.760258,-74.030249
-74.0220839999999,4.74310300000008,5955,"Av Calle 80 con Carrera 104, sentido occ→or",Suba,Fallecido hospitalario,Automóvil particular (1) - Peatón fallecido (1) ,Fallecido hospitalario,4.743103,-74.022084
-74.065466,4.64441400000004,5956,"Av Caracas con Calle 57, sentido s→n",Chapinero,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1) ,Con lesionados,4.644414,-74.065466
-74.116428,4.51479500000005,5957,"Av Caracas con Calle 74C sur, sentido n→s",Usme,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.514795,-74.116428
-74.114189,4.50737800000007,5958,"Av Caracas con Calle 84 sur, sentido n→s",Usme,Choque con lesionado,Bus SITP (2) - Pasajero lesionado (1) ,Con lesionados,4.507378,-74.114189
-74.161982,4.64374800000007,5959,"Av Guayacanes con Calle 2, sentido s→n",Kennedy,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1) ,Con lesionados,4.643748,-74.161982
-74.157753,4.64567600000004,5960,"Calle 6A con Carrera 88, sentido occ→or",Kennedy,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.645676,-74.157753
-74.1224369999999,4.64494300000007,5961,"Av Centenario (Calle 13) con Carrera 69, sentido or→occ",Fontibón,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.644943,-74.122437
-74.07874,4.75741100000005,5962,"Carrera 92 con Calle 165, sentido s→n",Suba,Choque simple,Automóvil particular (1) - Patineta (1) ,Sin lesionados,4.757411,-74.07874
-74.0726799999999,4.71453700000006,5963,"Av Suba con Calle 128, sentido or→occ",Suba,Choque simple,Automóvil particular (1) - Taxi (1) ,Sin lesionados,4.714537,-74.07268
-74.064991,4.67075900000003,5964,"Av Calle 80 con Carrera 27A, sentido occ→or",Barrios Unidos,Choque con lesionado,Camión (1) - Motociclista lesionado (1) ,Con lesionados,4.670759,-74.064991
-74.068615,4.61615500000005,5965,"Av Carrera 7 con Calle 29, sentido s→n",Santa Fe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.616155,-74.068615
-74.168493,4.62434100000007,5966,"Av Ciudad de Villavicencio con Carrera 81C, sentido occ→or",Kennedy,Choque simple,Camión (1) - Bus SITP (1) ,Sin lesionados,4.624341,-74.168493
-74.05758,4.68254600000006,5967,"Autopista Norte con Calle 95, sentido s→n",Chapinero,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) ,Con lesionados,4.682546,-74.05758
-74.076949,4.58999000000006,5968,"Calle 6 con Carrera 4, sentido occ→or",La Candelaria,Choque simple,Camioneta (1) - Motocicleta (1) ,Sin lesionados,4.58999,-74.076949
-74.062753,4.65585700000003,5969,"Av Caracas con Calle 69, sentido n→s",Barrios Unidos,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.655857,-74.062753
-74.15862,4.62232600000004,5970,"Carrera 79 con Calle 40C sur, sentido n→s",Kennedy,Choque con lesionado,Bus SITP (2) - Pasajero lesionado (3) ,Con lesionados,4.622326,-74.15862
-74.1631649999999,4.59551700000003,5971,"Autopista Sur con Av Ciudad de Villavicencio, sentido occ→or",Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.595517,-74.163165
-74.0815899999999,4.74814500000002,5972,"Carrera 90 con Calle 152A, sentido s→n",Suba,Choque simple,Bus SITP (1) - Camión (1) ,Sin lesionados,4.748145,-74.08159
-74.142026,4.54547700000006,5973,Carrera 17N bis con Calle 70B sur,Ciudad Bolívar,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Poste (1) ,Con lesionados,4.545477,-74.142026
-74.0352159999999,4.68860400000005,5974,"Diagonal 48X bis sur con Carrera 1F, sentido or→occ",Rafael Uribe Uribe,Choque con lesionado,Automóvil particular (1) - Animal de compañía (1) ,Con lesionados,4.688604,-74.035216
-74.086373,4.60332600000004,5975,"Carrera 19 con Calle 9, sentido s→n",Los Mártires,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.603326,-74.086373
-74.0699109999999,4.69820300000003,5976,"Carrera 70 con Calle 114A, sentido occ→or",Suba,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.698203,-74.069911
-74.072975,4.61533800000007,5977,"Carrera 17 con Calle 25, sentido s→n",Los Mártires,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.615338,-74.072975
-74.083247,4.54555300000004,5978,Calle 42A sur con Carrera 13B ,San Cristóbal,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.545553,-74.083247
-74.0748179999999,4.68886100000003,5979,Calle 98 con Av Carrera 68 ,Suba,Choque simple,Bus SITP (1) - Camión (1) ,Sin lesionados,4.688861,-74.074818
-74.0516509999999,4.67734600000006,5980,"Carrera 15 con Calle 93, sentido s→n",Chapinero,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.677346,-74.051651
-74.11434,4.74089800000007,5981,"Calle 132 con Carrera 129A, sentido or→occ",Suba,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1) ,Con lesionados,4.740898,-74.11434
-74.093283,4.61556500000006,5982,"Carrera 31 con Av Centenario (Calle 13), sentido s→n",Puente Aranda,Choque simple,Automóvil particular (1) - Bus SITP (1) ,Sin lesionados,4.615565,-74.093283
-74.158445,4.64749300000005,5983,"Av Guayacanes con Calle 6A, sentido s→n",Kennedy,Choque simple,Tractocamión (1) - Vehículo de tracción animal (1) ,Sin lesionados,4.647493,-74.158445
-74.096374,4.74611100000004,5984,"Av Ciudad de Cali con Calle 143, sentido s→n",Suba,Choque con lesionado,Grúa (1) - Motociclista lesionado (1) ,Con lesionados,4.746111,-74.096374
-74.055777,4.71716700000007,5985,"Carrera 49 con Calle 130, sentido n→s",Suba,Choque simple,Camión (1) - Camioneta (1) ,Sin lesionados,4.717167,-74.055777
-74.045845,4.68180200000006,5986,"Carrera 11B con Calle 98, sentido s→n",Chapinero,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) ,Con lesionados,4.681802,-74.045845
-74.057215,4.67650700000007,5987,"Calle 90 con Carrera 19A, sentido occ→or",Chapinero,Choque simple,Automóvil particular (1) - Taxi (1) ,Sin lesionados,4.676507,-74.057215
-74.079804,4.63413700000007,5988,"NQS con Calle 43, sentido s→n",Teusaquillo,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1) ,Con lesionados,4.634137,-74.079804
-74.088202,4.61306300000007,5989,"Carrera 27 con Calle 15, sentido s→n",Los Mártires,Choque simple,Camión (2)  ,Sin lesionados,4.613063,-74.088202
-74.161732,4.64398100000005,5990,"Av Guayacanes con Calle 2A, sentido s→n",Kennedy,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.643981,-74.161732
-74.112154,4.52605100000005,5991,"Av Caracas con Calle 68C sur, sentido s→n",Usme,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.526051,-74.112154
-74.0332759999999,4.69670500000007,5992,"Carrera 9 con Calle 119, sentido s→n",Usaquén,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.696705,-74.033276
-74.080566,4.62752100000006,5993,"NQS con Av El Dorado (Calle 26), sentido n→s",Teusaquillo,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.627521,-74.080566
-74.145005,4.59892300000007,5994,"Av Boyacá con Calle 44 sur, sentido n→s",Kennedy,Choque simple,Camión (1) - Taxi (1) ,Sin lesionados,4.598923,-74.145005
-74.084691,4.65318500000006,5995,"Carrera 54 con Calle 61, sentido s→n",Teusaquillo,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.653185,-74.084691
-74.083927,4.56789200000003,5996,Av Primero de Mayo con Carrera 10 ETSE,San Cristóbal,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.567892,-74.083927
-74.181385,4.59421000000003,5997,"Calle 58 sur con Carrera 76C, sentido s→n",Ciudad Bolívar,Choque simple,Automóvil particular (1) - Camioneta (1) ,Sin lesionados,4.59421,-74.181385
-74.159327,4.61159400000003,5998,"Calle 42G sur con Carrera 74A, sentido occ→or",Kennedy,Atropello,Motociclista lesionado (1) - Peatón lesionado (1) ,Con lesionados,4.611594,-74.159327
-74.0431349999999,4.67289700000003,5999,"Av Carrera 7 con Calle 93, sentido s→n",Chapinero,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.672897,-74.043135
-74.062393,4.75771100000003,6000,"Calle 170 con Carrera 67, sentido s→n",Suba,Choque simple,Automóvil particular (1) - Taxi (1) ,Sin lesionados,4.757711,-74.062393
-74.10309,4.70574600000003,6001,"Carrera 90 con Calle 81, sentido s→n",Engativá,Manifestación,Peatón (10)  ,Sin lesionados,4.705746,-74.10309
-74.0289089999999,4.76569300000006,6002,"Calle 189 con Carrera 8, sentido occ→or",Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.765693,-74.028909
-74.090953,4.66275800000005,6003,"Carrera 60 con Av José Celestino Mutis, sentido n→s",Teusaquillo,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.662758,-74.090953
-74.155747,4.58516300000002,6004,Transversal 65 con Calle 59 sur,Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.585163,-74.155747
-74.1424019999999,4.60626200000007,6005,"Av Boyacá con Calle 39B sur, sentido n→s",Kennedy,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.606262,-74.142402
-74.087659,4.67491400000006,6006,"Av Carrera 68 con Av Calle 68, sentido n→s",Engativá,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) ,Con lesionados,4.674914,-74.087659
-74.167359,4.63054500000004,6007,Av Ciudad de Cali con Calle 41A sur,Kennedy,Choque con objeto fijo,Camión (1) - Poste (1) ,Sin lesionados,4.630545,-74.167359
-74.065285,4.74340800000004,6008,"Av Boyacá con Calle 153, sentido n→s",Suba,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) ,Con lesionados,4.743408,-74.065285
-74.146498,4.57159900000005,6009,"Calle 59 sur con Carrera 23D, sentido or→occ",Ciudad Bolívar,Choque simple,Camión (1) - Grúa (1) ,Sin lesionados,4.571599,-74.146498
-74.109499,4.59604900000005,6010,Calle 17 sur con Carrera 29D ,Antonio Nariño,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.596049,-74.109499
-74.074647,4.66255600000005,6011,"Av Calle 68 con Carrera 29, sentido occ→or",Barrios Unidos,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.662556,-74.074647
-74.0572759999999,4.74492000000004,6012,"Carrera 55 con Calle 162, sentido s→n",Suba,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1) ,Con lesionados,4.74492,-74.057276
-74.087568,4.59104900000006,6013,"Calle 1 con Carrera 12A, sentido or→occ",Santa Fe,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1) ,Con lesionados,4.591049,-74.087568
-74.0727029999999,4.67174600000004,6014,"Carrera 52 con Calle 75, sentido s→n",Barrios Unidos,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.671746,-74.072703
-74.163339,4.61859000000004,6015,"Carrera 79 con Calle 42C sur, sentido n→s",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.61859,-74.163339
-74.070999,4.59427500000004,6016,"Calle 10 con Carrera 1, sentido or→occ",La Candelaria,Choque simple,Taxi (1) - Camioneta (1) ,Sin lesionados,4.594275,-74.070999
-74.134179,4.61273100000005,6017,"Av Primero de Mayo con Carrera 69, sentido or→occ",Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.612731,-74.134179
-74.117206,4.57619800000003,6018,"Av Caracas con Calle 35A sur, sentido s→n",Rafael Uribe Uribe,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.576198,-74.117206
-74.0593479999999,4.64887900000002,6019,"Av Carrera 7 con Calle 64, sentido n→s",Barrios Unidos,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.648879,-74.059348
-74.045742,4.67790000000002,6020,"Carrera 11 con Calle 94, sentido s→n",Chapinero,Autolesionado,Ciclista lesionado (1)  ,Con lesionados,4.6779,-74.045742
-74.139573,4.57100500000007,6021,"Av Boyacá con Av Ciudad de Villavicencio, sentido n→s",Tunjuelito,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1) ,Con lesionados,4.571005,-74.139573
-74.11383,4.74337600000007,6022,"Calle 132D con Carrera 132, sentido occ→or",Suba,Choque simple,Bus SITP (1) - Bicitaxi (1) ,Sin lesionados,4.743376,-74.11383
-74.168757,4.59554900000006,6023,"Autopista Sur con Carrera 72, sentido or→occ",Ciudad Bolívar,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) ,Con lesionados,4.595549,-74.168757
-74.134823,4.66043000000008,6024,"Av Ciudad de Cali con Av Centenario (Calle 13), sentido s→n",Fontibón,Choque con lesionado,Motociclista lesionado (3)  ,Con lesionados,4.66043,-74.134823
-74.071273,4.69773400000003,6025,"Calle 112 con Carrera 70, sentido occ→or",Suba,Choque simple,Automóvil particular (1) - Ambulancia (1) ,Sin lesionados,4.697734,-74.071273
-74.1679099999999,4.62401300000005,6026,"Av Ciudad de Villavicencio con Carrera 81A, sentido occ→or",Kennedy,Choque simple,Camión (1) - Bus SITP (1) ,Sin lesionados,4.624013,-74.16791
-74.109499,4.59604900000005,6027,Calle 17 sur con Carrera 29C ,Antonio Nariño,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.596049,-74.109499
-74.0582899999999,4.65677900000003,6028,"Calle 72 con Carrera 10, sentido occ→or",Chapinero,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.656779,-74.05829
-74.036129,4.68543100000005,6029,"Carrera 7 con Calle 106, sentido s→n",Usaquén,Choque con lesionado,Bus SITP (1) - Automóvil particular (1) - Pasajero lesionado (1),Con lesionados,4.685431,-74.036129
-74.079854,4.60515300000003,6030,"Carrera 15 con Calle 14, sentido n→s",Los Mártires,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.605153,-74.079854
-74.101567,4.73659800000007,6031,"Calle 132 con Carrera 106, sentido occ→or",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.736598,-74.101567
-74.133902,4.66172600000004,6032,"Av Ciudad de Cali con Calle 19, sentido n→s",Fontibón,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.661726,-74.133902
-74.074226,4.65121400000004,6033,"Av José Celestino Mutis con Carrera 26A, sentido occ→or",Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.651214,-74.074226
-74.140955,4.67317600000007,6034,"Calle 20 con Carrera 97, sentido occ→or",Fontibón,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,4.673176,-74.140955
-74.184968,4.60810900000007,6035,Calle 65 sur con Carrera 80C ,Bosa,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.608109,-74.184968
-74.162592,4.59627200000006,6036,Autopista Sur con Av Ciudad de Villavicencio ,Bosa,Choque simple,Camión (3)  ,Sin lesionados,4.596272,-74.162592
-74.173673,4.61814200000003,6037,"Carrera 80H con Calle 51C sur, sentido s→n",Kennedy,Volcamiento con lesionado,Bicitaxi (1) - Conductor lesionado (1) ,Con lesionados,4.618142,-74.173673
-74.161243,4.57335900000004,6038,Calle 71 sur con Carrera 47B ,Ciudad Bolívar,Choque simple,Taxi (1) - Motocicleta (1) ,Sin lesionados,4.573359,-74.161243
-74.2056729999999,4.60963200000003,6039,Calle 78 sur con Carrera 79 ,Bosa,Atropello,Ciclista lesionado (1) - Peatón lesionado (1) ,Con lesionados,4.609632,-74.205673
-74.1568379999999,4.62414200000006,6040,Carrera 79 con Calle 38C sur,Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.624142,-74.156838
-74.035537,4.71812700000004,6041,"Calle 138 con Carrera 11, sentido occ→or",Usaquén,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.718127,-74.035537
-74.096932,4.59433900000005,6042,Calle 1 con Carrera 24 ,Los Mártires,Choque simple,Automóvil particular (1) - Motocarro / Mototriciclo  ,Sin lesionados,4.594339,-74.096932
-74.102658,4.58105900000004,6043,Av Caracas con Av Primero de Mayo ,Rafael Uribe Uribe,Atropello,Bicicleta (1) - Peatón lesionado (1) ,Con lesionados,4.581059,-74.102658
-74.0805819999999,4.67338500000005,6044,Av Boyacá con Calle 61 ,Barrios Unidos,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.673385,-74.080582
-74.177177,4.62042900000006,6045,Calle 54 sur con Carrera 81H ,Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.620429,-74.177177
-74.061925,4.68724900000007,6046,Calle 99 con Carrera 49 ,Barrios Unidos,Choque simple,Motocicleta (2)  ,Sin lesionados,4.687249,-74.061925
-74.128224,4.57145700000007,6047,Carrera 20 con Calle 47B sur,Tunjuelito,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.571457,-74.128224
-74.135928,4.71085900000003,6048,Carrera 115 con Calle 67 ,Engativá,Choque con objeto fijo,Automóvil particular (1) - Cables (1) ,Sin lesionados,4.710859,-74.135928
-74.1055929999999,4.60333000000003,6049,"Calle 1H con Carrera 32, sentido or→occ",Puente Aranda,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.60333,-74.105593
-74.0616659999999,4.64389400000005,6050,Av Carrera 7 con Calle 80 ,Chapinero,Choque con lesionado,Ambulancia (1) - Ciclista lesionado (1) ,Con lesionados,4.643894,-74.061666
-74.087973,4.61849900000004,6051,"NQS con Calle 19, sentido s→n",Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.618499,-74.087973
-74.074856,4.60687200000007,6052,"Calle 18 con Carrera 12, sentido or→occ",Santa Fe,Choque simple,Taxi (1) - Motocicleta (1) ,Sin lesionados,4.606872,-74.074856
-74.169617,4.56909200000007,6053,Carrera 44A bis con Calle 79 sur,Ciudad Bolívar,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.569092,-74.169617
-74.1962569999999,4.62063800000004,6054,Carrera 87C con Calle 70 sur,Bosa,Choque simple,Motocicleta (1) - Bicicleta (1) ,Sin lesionados,4.620638,-74.196257
-74.091957,4.70094700000004,6055,Diagonal 81I con Carrera 76 ,Engativá,Atropello,Motociclista lesionado (1) - Peatón lesionado (1) ,Con lesionados,4.700947,-74.091957
-74.125558,4.62075700000003,6056,"Av Carrera 68 con Calle 1, sentido s→n",Kennedy,Choque objeto fijo con lesionado,Ciclista lesionado (1) - Otro (1) ,Con lesionados,4.620757,-74.125558
-74.036007,4.81719400000003,6057,"Autopista Norte con Calle 235, sentido n→s",Suba,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1) ,Con lesionados,4.817194,-74.036007
-74.069555,4.60731200000004,6058,"Calle 22 con Carrera 5, sentido n→s",Santa Fe,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.607312,-74.069555
-74.05686,4.75305500000007,6059,Carrera 56 con Calle 169A ,Suba,Choque con objeto fijo,Camioneta (1) - Señal de tránsito (1) ,Sin lesionados,4.753055,-74.05686
-74.156689,4.64002500000004,6060,"Av Ciudad de Cali con Calle 6D, sentido s→n",Kennedy,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.640025,-74.156689
-74.072109,4.64065500000004,6061,Carrera 21 con Calle 52 ,Teusaquillo,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.640655,-74.072109
-74.1179109999999,4.49712000000005,6062,"Av Caracas con Calle 101A, sentido n→s",Usme,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.49712,-74.117911
-74.166035,4.58804100000003,6063,Calle 63 sur con Carrera 71F ,Ciudad Bolívar,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.588041,-74.166035
-74.1423369999999,4.61018500000006,6064,"Calle 38 sur con Carrera 72H, sentido occ→or",Kennedy,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1) ,Con lesionados,4.610185,-74.142337
-74.074486,4.66612500000002,6065,"NQS con Calle 71, sentido n→s",Barrios Unidos,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.666125,-74.074486
-74.115122,4.51177700000005,6066,Av Caracas con Calle 76B sur,Usme,Atropello,Bus SITP (1) - Peatón lesionado (1) ,Con lesionados,4.511777,-74.115122
-74.137166,4.57975100000004,6067,Carrera 28 con Calle 52F sur,Tunjuelito,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.579751,-74.137166
-74.063006,4.74155100000007,6068,Calle 153 con Carrera 58C ,Suba,Choque con lesionado,Camioneta (1) - Ciclista lesionado (1) ,Con lesionados,4.741551,-74.063006
-74.18418,4.61943800000006,6069,"Av Ciudad de Cali con Calle 57B sur, sentido s→n",Bosa,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.619438,-74.18418
-74.067736,4.63795800000003,6070,Carrera 15 con Calle 50 ,Teusaquillo,Choque con lesionado,Automóvil particular (1) - Patineta (1) - Conductor lesionado (1),Con lesionados,4.637958,-74.067736
-74.065308,4.68544300000002,6071,"Carrera 58 con Calle 97, sentido s→n",Barrios Unidos,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.685443,-74.065308
-74.08303,4.57916100000006,6072,Calle 8 sur con Carrera 4 ,San Cristóbal,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.579161,-74.08303
-74.07757,4.66377800000004,6073,Carrera 50 con Calle 67 ,Barrios Unidos,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.663778,-74.07757
-74.114701,4.67891300000002,6074,Calle 52A con Carrera 85C ,Engativá,Atropello,Taxi (1) - Peatón lesionado (1) ,Con lesionados,4.678913,-74.114701
-74.162007,4.59705200000008,6075,Av Ciudad de Villavicencio con Autopista Sur ,Bosa,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.597052,-74.162007
-74.076741,4.66342800000007,6076,"NQS con Calle 67, sentido n→s",Barrios Unidos,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.663428,-74.076741
-74.0868419999999,4.61716800000005,6077,"Carrera 28 con Calle 19, sentido s→n",Los Mártires,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.617168,-74.086842
-74.145,4.58796800000005,6078,"Av Boyacá con Calle 52 sur, sentido s→n",Tunjuelito,Choque con lesionado,Camión (1) - Ciclista lesionado (1) ,Con lesionados,4.587968,-74.145
-74.078301,4.64880900000003,6079,NQS con Calle 57A ,Teusaquillo,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.648809,-74.078301
-74.031795,4.76483100000007,6080,Calle 188 con Carrera 9 ,Usaquén,Choque con objeto fijo,Camión (1) - Cables (1) ,Sin lesionados,4.764831,-74.031795
-74.0702259999999,4.63956000000007,6081,"Carrera 18 con Calle 51, sentido n→s",Teusaquillo,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.63956,-74.070226
-74.086091,4.60237900000004,6082,Carrera 18 con Calle 8A ,Los Mártires,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.602379,-74.086091
-74.1152759999999,4.71150100000006,6083,Carrera 103 con Calle 78A ,Engativá,Choque con lesionado,Motociclista lesionado (1) - Bicicleta (1) ,Con lesionados,4.711501,-74.115276
-74.0680159999999,4.66770500000007,6084,Carrera 28 con Calle 75 ,Barrios Unidos,Choque simple,Automóvil particular (2) - Motocicleta (1) ,Sin lesionados,4.667705,-74.068016
