X,Y,OBJECTID,Dirección_incidente,Localidad,Tipo_de_incidente,Actores_viales_implicados,Afectación_personas,COORDENADAY,COORDENADAX
-74.0764389999999,4.66135800000006,1,"NQS con Calle 66, sentido s→n",Barrios Unidos,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.661358,-74.076439
-74.0861829999999,4.63025700000003,2,Calle 25B con Carrera 35 ,Teusaquillo,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.630257,-74.086183
-74.1553469999999,4.54288500000007,3,Carrera 26 con Calle 74 sur,Ciudad Bolívar,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1) ,Con lesionados,4.542885,-74.155347
-74.043629,4.67184800000007,4,"Av Carrera 7 con Calle 92, sentido n→s",Chapinero,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.671848,-74.043629
-74.103665,4.65470500000004,5,"Av El Dorado (Calle 26) con Av Carrera 68, sentido or→occ",Engativá,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.654705,-74.103665
-74.1001439999999,4.65793700000006,6,"Av Carrera 68 con Calle 49A, sentido n→s",Engativá,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.657937,-74.100144
-74.1449949999999,4.56007500000004,7,Carrera 19B bis con Calle 64 sur,Ciudad Bolívar,Choque con lesionado,Taxi (1) - Motocicleta (1) - Motociclista lesionado (1),Con lesionados,4.560075,-74.144995
-74.150024,4.62988300000006,8,Av Américas con Carrera 78M ,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.629883,-74.150024
-74.032566,4.76482800000002,9,"Calle 188 con Carrera 11, sentido n→s",Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.764828,-74.032566
-74.0846319999999,4.54846600000008,10,Calle 40A sur con Carrera 12A este,San Cristóbal,Atropello,Camión (1) - Peatón lesionado (1) ,Con lesionados,4.548466,-74.084632
-74.048569,4.65073600000005,11,Calle 72A bis con Av Circunvalar ,Chapinero,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.650736,-74.048569
-74.091672,4.61468600000006,12,NQS con Calle 13 ,Puente Aranda,Autolesionado,Ciclista lesionado (1)  ,Con lesionados,4.614686,-74.091672
-74.064148,4.60375500000004,13,Av Circunvalar con Calle 22 ,Santa Fe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.603755,-74.064148
-74.1296579999999,4.56725300000005,14,"Diagonal 51B sur con Carrera 18A, sentido or→occ",Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.567253,-74.129658
-74.108398,4.71392800000007,15,Calle 83 con Carrera 96 ,Engativá,Choque con lesionado,Automóvil particular (2) - Pasajero lesionado (1) - Poste (1),Con lesionados,4.713928,-74.108398
-74.092855,4.61272000000002,16,"NQS con Calle 12, sentido n→s",Los Mártires,Choque objeto fijo con lesionado,Ciclista lesionado (1) - Andén (1) ,Con lesionados,4.61272,-74.092855
-74.097136,4.60787000000005,17,"NQS con Calle 6, sentido n→s",Puente Aranda,Atropello,Taxi (1) - Peatón (1) ,Con lesionados,4.60787,-74.097136
-74.1857899999999,4.61880000000002,18,Av Ciudad de Cali con Calle 59 sur,Bosa,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.6188,-74.18579
-74.129698,4.58612800000003,19,Carrera 33 con Calle 44 sur,Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.586128,-74.129698
-74.106486,4.54565800000006,20,Carrera 1F con Calle 48X sur,Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.545658,-74.106486
-74.114122,4.74691500000006,21,"Calle 139 con Carrera 138, sentido n→s",Suba,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.746915,-74.114122
-74.190104,4.60684500000002,22,Carrera 80H bis con Calle 67A sur,Bosa,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.606845,-74.190104
-74.058191,4.73831100000007,23,Calle 152B con Carrera 55 ,Suba,Choque con objeto fijo,Camioneta (1) - Separador (1) ,Sin lesionados,4.738311,-74.058191
-74.1010469999999,4.68255800000003,24,Calle 66A con Carrera 73A ,Engativá,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.682558,-74.101047
-74.0866779999999,4.74689400000005,25,Calle 150A con Carrera 95 ,Suba,Choque con objeto fijo,Automóvil particular (1) - Poste (1) ,Sin lesionados,4.746894,-74.086678
-74.1065579999999,4.70780700000006,26,Calle 80C bis con Carrera 94I ,Engativá,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.707807,-74.106558
-74.094273,4.62649400000004,27,"Av Américas con Carrera 36, sentido or→occ",Puente Aranda,Choque objeto fijo con lesionado,Motocicleta (1) - Acompañante lesionado (1) - Andén (1),Con lesionados,4.626494,-74.094273
-74.186762,4.61910500000005,28,"Av Bosa con Carrera 84C, sentido or→occ",Bosa,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1) ,Con lesionados,4.619105,-74.186762
-74.1152539999999,4.51540200000005,29,Calle 74C sur con Carrera 12 ,Usme,Choque simple,Automóvil particular (1) - Taxi (1) ,Sin lesionados,4.515402,-74.115254
-74.096124,4.71527700000007,30,Calle 96 con Carrera 91 ,Engativá,Choque simple,Automóvil particular (1) - Ambulancia (1) ,Sin lesionados,4.715277,-74.096124
-74.168753,4.61891400000007,31,Carrera 80 con Calle 47 sur,Kennedy,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) ,Con lesionados,4.618914,-74.168753
-74.0649789999999,4.65839800000003,32,"Calle 70A con Carrera 17, sentido or→occ",Barrios Unidos,Choque con objeto fijo,Automóvil particular (1) - Poste (1) ,Sin lesionados,4.658398,-74.064979
-74.1430109999999,4.58157000000006,33,"Transversal 60 con Calle 33 sur, sentido s→n",Tunjuelito,Choque con lesionado,Motocicleta (3) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.58157,-74.143011
-74.191992,4.61226100000005,34,Calle 68A sur con Carrera 81G ,Bosa,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.612261,-74.191992
-74.127509,4.70418800000004,35,Carrera 109 con Calle 68B ,Engativá,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.704188,-74.127509
-74.161301,4.58902500000005,36,"Av Boyacá con Calle 63 sur, sentido n→s",Ciudad Bolívar,Choque con lesionado,Taxi (1) - Ciclista lesionado (1) ,Con lesionados,4.589025,-74.161301
-74.098778,4.58363400000007,37,Av Caracas con Calle 17 sur,Antonio Nariño,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.583634,-74.098778
-74.0515579999999,4.71936300000004,38,"Autopista Norte con Calle 134, sentido s→n",Usaquén,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1) ,Con lesionados,4.719363,-74.051558
-74.038101,4.79951200000005,39,"Autopista Norte con Calle 222, sentido s→n",Usaquén,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1) ,Con lesionados,4.799512,-74.038101
-74.0739629999999,4.72228900000005,40,"Av Suba con Av Boyacá, sentido occ→or",Suba,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.722289,-74.073963
-74.145885,4.68380600000006,41,Calle 22H con Carrera 110 ,Fontibón,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.683806,-74.145885
-74.106079,4.50030500000003,42,Calle 90 sur con Carrera 5 este,Usme,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1) ,Con lesionados,4.500305,-74.106079
-74.151287,4.65378700000002,43,"Carrera 89A con Calle 10, sentido s→n",Kennedy,Choque simple,Automóvil particular (1) - Bicicleta (1) ,Sin lesionados,4.653787,-74.151287
-74.0980509999999,4.56524200000007,44,Carrera 5A con Calle 31 sur,San Cristóbal,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.565242,-74.098051
-74.096956,4.66163100000006,45,"Av Carrera 68 con Calle 53, sentido s→n",Teusaquillo,Choque con lesionado,Bus / buseta (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.661631,-74.096956
-74.108141,4.57477600000004,46,Calle 31A sur con Carrera 12I ,Rafael Uribe Uribe,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.574776,-74.108141
-74.1148039999999,4.61563400000006,47,Calle 3 con Carrera 50 ,Puente Aranda,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.615634,-74.114804
-74.086492,4.73231200000004,48,Carrera 91 con Calle 133 ,Suba,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1) ,Con lesionados,4.732312,-74.086492
-74.092665,4.57359600000007,49,Av Primero de Mayo con Carrera 7 ,San Cristóbal,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.573596,-74.092665
-74.100338,4.57395400000007,50,"Calle 27 sur con Carrera 11, sentido or→occ",Rafael Uribe Uribe,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.573954,-74.100338
-74.102409,4.58473100000003,51,Carrera 19 con Calle 18 sur,Antonio Nariño,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.584731,-74.102409
-74.077679,4.75821600000006,52,Carrera 92 con Calle 169B ,Suba,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.758216,-74.077679
-74.111188,4.61300600000004,53,Calle 3B con Carrera 40C ,Puente Aranda,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.613006,-74.111188
-74.050225,4.67050600000005,54,"Calle 87 con Carrera 11, sentido n→s",Chapinero,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.670506,-74.050225
-74.143861,4.56993400000005,55,Calle 59 sur con Carrera 22B ,Ciudad Bolívar,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.569934,-74.143861
-74.16628,4.62066700000003,56,"Av Ciudad de Cali con Av Ciudad de Villavicencio, sentido n→s",Kennedy,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.620667,-74.16628
-74.089806,4.75366100000002,57,"Carrera 102 con Calle 153, sentido n→s",Suba,Choque simple,Automóvil particular (1) - Bicitaxi (1) ,Sin lesionados,4.753661,-74.089806
-74.141021,4.62472400000007,58,"Carrera 72D con Calle 2A, sentido n→s",Kennedy,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.624724,-74.141021
-74.103518,4.56644800000004,59,"Calle 35 sur con Carrera 10, sentido occ→or",Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.566448,-74.103518
-74.0927399999999,4.71708700000005,60,Carrera 91 con Av Ciudad de Cali ,Suba,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.717087,-74.09274
-74.169573,4.58137500000004,61,Calle 69 sur con Carrera 73H ,Ciudad Bolívar,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.581375,-74.169573
-74.183777,4.63470500000005,62,"Carrera 91A con Calle 51 sur, sentido n→s",Bosa,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1) ,Con lesionados,4.634705,-74.183777
-74.2072659999999,4.62454600000007,63,Calle 80 sur con Carrera 91 ,Bosa,Choque con lesionado,Bicitaxi (2) - Conductor lesionado (1) - Acompañante lesionado (2),Con lesionados,4.624546,-74.207266
-74.114365,4.58827100000002,64,"Calle 30 sur con Carrera 26C, sentido or→occ",Rafael Uribe Uribe,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.588271,-74.114365
-74.122573,4.74412000000007,65,Calle 135 con Carrera 151A ,Suba,Choque con objeto fijo,Automóvil particular (1) - Vivienda (1) ,Sin lesionados,4.74412,-74.122573
-74.122448,4.62917200000004,66,Av Américas con Av Carrera 68 ,Kennedy,Choque con lesionado,Taxi (1) - Patineta (1) - Conductor lesionado (1),Con lesionados,4.629172,-74.122448
-74.071066,4.62451500000003,67,"Carrera 16 con Calle 35, sentido s→n",Teusaquillo,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1) ,Con lesionados,4.624515,-74.071066
-74.124342,4.57953300000003,68,"Carrera 24 con Calle 42 sur, sentido s→n",Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.579533,-74.124342
-74.091188,4.66908700000005,69,Av Carrera 68 con Av Calle 68 ,Barrios Unidos,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.669087,-74.091188
-74.13962,4.55421500000006,70,Diagonal 64 bis sur con Carrera 17D ,Ciudad Bolívar,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.554215,-74.13962
-74.1171209999999,4.71578300000004,71,"Av Calle 80 con Carrera 107, sentido occ→or",Engativá,Choque con lesionado,Tractocamión (1) - Ciclista lesionado (1) ,Con lesionados,4.715783,-74.117121
-74.0922869999999,4.73290000000003,72,"Carrera 96 con Calle 131B, sentido or→occ",Suba,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.7329,-74.092287
-74.161301,4.58902500000005,73,"Av Ciudad de Villavicencio con Calle 63 sur, sentido or→occ",Ciudad Bolívar,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.589025,-74.161301
-74.140347,4.63042500000006,74,"Av Américas con Carrera 72C, sentido or→occ",Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.630425,-74.140347
-74.099545,4.73762600000003,75,"Av Ciudad de Cali con Calle 133, sentido s→n",Suba,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.737626,-74.099545
-74.1154289999999,4.51277900000002,76,Av Caracas con Calle 76 sur,Usme,Atropello,Camión (1) - Peatón lesionado (1) ,Con lesionados,4.512779,-74.115429
-74.075907,4.60912800000006,77,"Av Caracas con Calle 19, sentido s→n",Santa Fe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.609128,-74.075907
-74.082376,4.61362000000003,78,"Calle 19 con Carrera 20, sentido occ→or",Los Mártires,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.61362,-74.082376
-74.104977,4.75843700000007,79,Calle 152 con Carrera 133 ,Suba,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.758437,-74.104977
-74.132624,4.68284500000004,80,"Carrera 100 con Calle 24D, sentido s→n",Fontibón,Choque con lesionado,Bus SITP (1) - Automóvil particular (1) - Conductor lesionado (1),Con lesionados,4.682845,-74.132624
-74.1577579999999,4.66898000000003,81,Carrera 106 con Calle 14 ,Fontibón,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.66898,-74.157758
-74.0771549999999,4.58771800000005,82,"Diagonal 2 bis con Carrera 3, sentido s→n",Santa Fe,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.587718,-74.077155
-74.138611,4.55987500000003,83,"Carrera 18B con Calle 60G sur, sentido s→n",Ciudad Bolívar,Choque simple,Ambulancia (1) - Camión (1) ,Sin lesionados,4.559875,-74.138611
-74.0946509999999,4.57295500000004,84,Av Primero de Mayo con Carrera 8 ,San Cristóbal,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.572955,-74.094651
-74.082035,4.59375400000005,85,"Carrera 10 con Av Comuneros, sentido s→n",Santa Fe,Choque simple,Taxi (2)  ,Sin lesionados,4.593754,-74.082035
-74.111641,4.61837800000006,86,Carrera 43 con Calle 4F ,Puente Aranda,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.618378,-74.111641
-74.131925,4.72559200000006,87,Transversal 120 con Calle 78B ,Engativá,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.725592,-74.131925
-74.105857,4.67208500000004,88,"Av Boyacá con Calle 54, sentido s→n",Engativá,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1) ,Con lesionados,4.672085,-74.105857
-74.044179,4.73681400000004,89,"Calle 153 con Carrera 19, sentido or→occ",Usaquén,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.736814,-74.044179
-74.124592,4.62502200000006,90,"Av Carrera 68 con Calle 3 bis, sentido n→s",Kennedy,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.625022,-74.124592
-74.102741,4.64517900000004,91,Av La Esperanza con Carrera 60 ,Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.645179,-74.102741
-74.088512,4.59879100000006,92,Calle 5C con Carrera 18 ,Los Mártires,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.598791,-74.088512
-74.160546,4.59917800000005,93,"Calle 57B sur con Carrera 69A, sentido or→occ",Bosa,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.599178,-74.160546
-74.074759,4.72053800000003,94,Av Boyacá con Calle 129 ,Suba,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.720538,-74.074759
-74.1573119999999,4.58070000000004,95,"Carrera 51 con Calle 68 sur, sentido n→s",Ciudad Bolívar,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.5807,-74.157312
-74.110516,4.62803500000007,96,"Av Américas con Carrera 53F, sentido or→occ",Puente Aranda,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.628035,-74.110516
-74.1922029999999,4.60716500000007,97,Calle 70A sur con Carrera 80J ,Bosa,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Andén (1) ,Con lesionados,4.607165,-74.192203
-74.0571879999999,4.75366600000007,98,"Calle 170 con Carrera 56, sentido or→occ",Suba,Choque simple,Motocicleta (2)  ,Sin lesionados,4.753666,-74.057188
-74.151676,4.57078300000006,99,"Carrera 37C con Calle 63A sur, sentido s→n",Ciudad Bolívar,Choque simple,Vehículo de servicio especial (1) - Motocicleta (1) ,Sin lesionados,4.570783,-74.151676
-74.04928,4.68167300000005,100,Carrera 15 con Calle 95 ,Chapinero,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.681673,-74.04928
-74.100275,4.68084600000003,101,"Av Boyacá con Calle 66, sentido s→n",Engativá,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1) ,Con lesionados,4.680846,-74.100275
-74.1159259999999,4.68375800000007,102,"Av Ciudad de Cali con Calle 55A, sentido n→s",Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.683758,-74.115926
-74.128974,4.68844400000006,103,"Av El Dorado (Calle 26) con Carrera 100, sentido occ→or",Fontibón,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.688444,-74.128974
-74.130366,4.57795400000003,104,Calle 47B sur con Carrera 24 ,Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.577954,-74.130366
-74.137375,4.68085100000008,105,Carrera 101B con Calle 23D ,Fontibón,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.680851,-74.137375
-74.0766869999999,4.60909300000003,106,"Calle 19 con Av Caracas, sentido or→occ",Los Mártires,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.609093,-74.076687
-74.053729,4.70578000000006,107,"Autopista Norte con Calle 125, sentido s→n",Usaquén,Choque con objeto fijo,Camión (1) - Separador (1) ,Sin lesionados,4.70578,-74.053729
-74.142894,4.55252100000007,108,"Carrera 18 con Calle 65A sur, sentido n→s",Ciudad Bolívar,Choque con lesionado,Camión (1) - Ciclista lesionado (1) ,Con lesionados,4.552521,-74.142894
-74.1584579999999,4.61368000000004,109,"Calle 42 sur con Carrera 78A, sentido or→occ",Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (2) - Acompañante lesionado (1),Con lesionados,4.61368,-74.158458
-74.194421,4.62486100000007,110,"Carrera 88C con Calle 66A sur, sentido n→s",Bosa,Choque simple,Camioneta (1) - Motocicleta (1) ,Sin lesionados,4.624861,-74.194421
-74.120166,4.66650700000002,111,Av La Esperanza con Carrera 75 ,Fontibón,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.666507,-74.120166
-74.1073949999999,4.58755500000007,112,Av Primero de Mayo con Carrera 24G ,Antonio Nariño,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.587555,-74.107395
-74.155497,4.65379700000005,113,Calle 8A con Carrera 90A ,Kennedy,Choque objeto fijo con lesionado,Automóvil particular (1) - Pared / muro (1) ,Con lesionados,4.653797,-74.155497
-74.1182719999999,4.52465400000006,114,Av Caracas con Calle 69B sur,Usme,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.524654,-74.118272
-74.045936,4.72630600000002,115,Carrera 19 con Calle 144 ,Usaquén,Choque objeto fijo con lesionado,Automóvil particular (1) - Árbol (1) ,Con lesionados,4.726306,-74.045936
-74.119539,4.60540200000003,116,"Carrera 50 con Calle 16 sur, sentido n→s",Puente Aranda,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.605402,-74.119539
-74.141828,4.61061800000004,117,Carrera 72H con Calle 37D sur,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.610618,-74.141828
-74.153385,4.68362200000007,118,"Carrera 115 con Calle 17F, sentido s→n",Fontibón,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.683622,-74.153385
-74.165881,4.63928700000002,119,Carrera 88D con Calle 37 sur,Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.639287,-74.165881
-74.130712,4.64538700000003,120,"Av Boyacá con Calle 12, sentido n→s",Kennedy,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.645387,-74.130712
-74.121743,4.68220500000007,121,Av El Dorado (Calle 26) con Carrera 96 ,Engativá,Caida de ocupante,Bus articulado / biarticulado (1) - Pasajero lesionado (1) ,Con lesionados,4.682205,-74.121743
-74.0797659999999,4.68455100000006,122,"Av Calle 80 con Av Carrera 68, sentido occ→or",Engativá,Choque simple,Taxi (1) - Bicicleta (1) ,Sin lesionados,4.684551,-74.079766
-74.124718,4.57088900000002,123,"Transversal 14 con Calle 47 sur, sentido s→n",Rafael Uribe Uribe,Choque con lesionado,Automóvil particular (2) - Motociclista lesionado (1) ,Con lesionados,4.570889,-74.124718
-74.087365,4.59722500000004,124,"Diagonal 4A con Carrera 16, sentido occ→or",Los Mártires,Choque simple,Taxi (1) - Motocicleta (1) ,Sin lesionados,4.597225,-74.087365
-74.059068,4.73437200000006,125,Calle 151 con Carrera 55 ,Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.734372,-74.059068
-74.0398069999999,4.69952600000005,126,"Carrera 13 con Calle 119, sentido n→s",Usaquén,Choque simple,Automóvil particular (2) - Camioneta (1) ,Sin lesionados,4.699526,-74.039807
-74.084396,4.68366200000003,127,Carrera 68H con Calle 75 ,Engativá,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.683662,-74.084396
-74.108511,4.74084300000004,128,Carrera 125B con Calle 132B ,Suba,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.740843,-74.108511
-74.0945399999999,4.74964600000004,129,"Av Ciudad de Cali con Calle 150A, sentido s→n",Suba,Atropello,Automóvil particular (2) - Motocicleta (1) - Peatón lesionado (1),Con lesionados,4.749646,-74.09454
-74.15167,4.62103900000005,130,Carrera 78B con Calle 38 sur,Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.621039,-74.15167
-74.156178,4.59908600000006,131,Carrera 64B con Calle 57B sur,Bosa,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.599086,-74.156178
-74.080566,4.62752100000006,132,"NQS con Av El Dorado (Calle 26), sentido s→n",Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.627521,-74.080566
-74.122001,4.74601200000006,133,"Calle 138 con Carrera 151, sentido or→occ",Suba,Atropello,Bus SITP (1) - Peatón lesionado (1) ,Con lesionados,4.746012,-74.122001
-74.092259,4.66820600000005,134,"Av Carrera 68 con Av José Celestino Mutis, sentido n→s",Engativá,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.668206,-74.092259
-74.115304,4.66246200000006,135,"Av Boyacá con Av La Esperanza, sentido s→n",Fontibón,Choque simple,Bus / buseta (1) - Taxi (1) ,Sin lesionados,4.662462,-74.115304
-74.089131,4.72160400000007,136,"Calle 128B con Carrera 89, sentido occ→or",Suba,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.721604,-74.089131
-74.142372,4.71371300000004,137,Calle 63L con Carrera 121 ,Engativá,Choque simple,Taxi (2)  ,Sin lesionados,4.713713,-74.142372
-74.045284,4.75687900000003,138,"Autopista Norte con Calle 175, sentido s→n",Usaquén,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.756879,-74.045284
-74.1137459999999,4.62847000000005,139,"Av Américas con Carrera 58, sentido or→occ",Puente Aranda,Choque simple,Bus / buseta (1) - Automóvil particular (1) ,Sin lesionados,4.62847,-74.113746
-74.097159,4.70210000000003,140,Calle 82 con Carrera 82 ,Engativá,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.7021,-74.097159
-74.14451,4.56693000000007,141,"Diagonal 62 sur con Carrera 22, sentido n→s",Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.56693,-74.14451
-74.121743,4.68220500000007,142,Av El Dorado (Calle 26) con Carrera 96 ,Engativá,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.682205,-74.121743
-74.155367,4.61423000000002,143,"Transversal 74B con Calle 40K sur, sentido s→n",Kennedy,Choque con lesionado,Bus / buseta (1) - Motociclista lesionado (1) ,Con lesionados,4.61423,-74.155367
-74.0850389999999,4.61457700000005,144,Carrera 25 con Calle 18 ,Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.614577,-74.085039
-74.0739389999999,4.59201500000006,145,"Calle 6D con Carrera 2A, sentido occ→or",La Candelaria,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.592015,-74.073939
-74.0865029999999,4.75166900000005,146,Calle 153 con Carrera 97B ,Suba,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.751669,-74.086503
-74.063486,4.63998700000008,147,Carrera 9 con Calle 53 ,Chapinero,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.639987,-74.063486
-74.15277,4.64392600000002,148,"Av Ciudad de Cali con Calle 6D, sentido n→s",Kennedy,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.643926,-74.15277
-74.148269,4.63519200000007,149,Carrera 79B con Calle 6B ,Kennedy,Choque con objeto fijo,Automóvil particular (1) - Vivienda (1) ,Sin lesionados,4.635192,-74.148269
-74.159167,4.62631600000003,150,"Av Agoberto Mejía con Calle 38C sur, sentido n→s",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.626316,-74.159167
-74.199868,4.63538100000005,151,Carrera 98B con Calle 65 sur,Bosa,Choque simple,Automóvil particular (1) - Bicicleta (1) ,Sin lesionados,4.635381,-74.199868
-74.1560239999999,4.64061600000002,152,"Av Américas con Av Ciudad de Cali, sentido occ→or",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.640616,-74.156024
