X,Y,OBJECTID,FECHA_INDICENTE,LATITUD,LONGITUD,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD
-74.0788166999999,4.60529940015127,1,2025/02/01 00:00:00+00,4.6052994,-74.0788167,Av Caracas con Carrera 5F,Usaquén,Caida de ocupante,Pasajero lesionado (1)
-74.1176169,4.68934720015401,2,2025/02/01 00:00:00+00,4.6893472,-74.1176169,Transversal 93 con Calle 64,Engativá,Autolesionado,Ciclista lesionado (1)
-74.0753314,4.61392260015154,3,2025/02/01 00:00:00+00,4.6139226,-74.0753314,Calle 24 con Carrera 17,Los Mártires,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1)
-74.0347469,4.76662650015651,4,2025/02/01 00:00:00+00,4.7666265,-74.0347469,Carrera 8 con Calle 189,Usaquén,Autolesionado,Motociclista lesionado (1)
-74.1262389,4.58790190015068,5,2025/02/01 00:00:00+00,4.5879019,-74.1262389,"Av Ciudad de Villavicencio con Av Gaitán Cortés, sentido s?n",Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0792245,4.60437250015126,6,2025/02/01 00:00:00+00,4.6043725,-74.0792245,"Av Caracas con Calle 14, sentido n?s",Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1086228,4.59990090015108,7,2025/02/01 00:00:00+00,4.5999009,-74.1086228,"Calle 8 sur con Carrera 32A, sentido n?s",Puente Aranda,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.0896913,4.59952230015109,8,2025/02/01 00:00:00+00,4.5995223,-74.0896913,"Av Comuneros con Carrera 26, sentido occ?or",Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1208321,4.57969990015044,9,2025/02/01 00:00:00+00,4.5796999,-74.1208321,Carrera 23C con Calle 40 sur,Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)
-74.1029498999999,4.65219300015282,10,2025/02/01 00:00:00+00,4.652193,-74.1029499,Av El Dorado (Calle 26) con Av Ciudad de Cali,Engativá,Choque con lesionado,Motociclista lesionado (2)
-74.0882041,4.58072350015046,11,2025/02/01 00:00:00+00,4.5807235,-74.0882041,Carrera 8 con Calle 11 sur,San Cristóbal,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1)
-74.1417248,4.63812540015233,12,2025/02/01 00:00:00+00,4.6381254,-74.1417248,Carrera 78 con Calle 8,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1629106999999,4.62261220015183,13,2025/02/01 00:00:00+00,4.6226122,-74.1629107,Calle 42 sur con Av Agoberto Mejía,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.118412,4.58574610015064,14,2025/02/01 00:00:00+00,4.5857461,-74.118412,Carrera 26C con Calle 72B sur,Ciudad Bolívar,Autolesionado,Motociclista lesionado (1)
-74.1546491,4.57552270015028,15,2025/02/01 00:00:00+00,4.5755227,-74.1546491,Calle 68 sur con Av Ciudad de Villavicencio,Ciudad Bolívar,Atropello,Camión (1) - Peatón lesionado (1)
-74.0301526,4.69603380015425,16,2025/02/01 00:00:00+00,4.6960338,-74.0301526,"Calle 114 sur con Carrera 6 este, sentido occ?or",Usme,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1067714,4.67116440015344,17,2025/02/01 00:00:00+00,4.6711644,-74.1067714,"Av Boyacá con Calle 53, sentido s?n",Engativá,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1163675,4.67443540015353,18,2025/02/01 00:00:00+00,4.6744354,-74.1163675,Av El Dorado (Calle 26) con Carrera 82,Engativá,Autolesionado,Motociclista lesionado (1)
-74.0506096999999,4.75269360015607,19,2025/02/01 00:00:00+00,4.7526936,-74.0506097,Calle 170 con Carrera 22,Usaquén,Manifestación,Taxi (20)
-74.1158273,4.66135580015307,20,2025/02/01 00:00:00+00,4.6613558,-74.1158273,Av El Dorado (Calle 26) con Av Boyacá,Engativá,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Separador (1)
-74.1126963999999,4.6561232001529,21,2025/02/01 00:00:00+00,4.6561232,-74.1126964,Av La Esperanza con Carrera 29A,Fontibón,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0762678,4.62061870015175,22,2025/02/01 00:00:00+00,4.6206187,-74.0762678,"Av El Dorado (Calle 26) con Carrera 20A, sentido occ?or",Teusaquillo,Autolesionado,Motociclista lesionado (1)
-74.0793295999999,4.63483190015224,23,2025/02/01 00:00:00+00,4.6348319,-74.0793296,NQS con Calle 45,Teusaquillo,Autolesionado,Motociclista lesionado (1)
-74.1146457,4.60993600015144,24,2025/02/01 00:00:00+00,4.609936,-74.1146457,Calle 1H con Carrera 40D,Puente Aranda,Choque objeto fijo con lesionado,Automóvil particular (1) - Conductor lesionado (1) - Pared / muro (1)
-74.0668689999999,4.63641200015231,25,2025/02/01 00:00:00+00,4.636412,-74.066869,Av Caracas con Calle 49,Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0753016,4.72040510015503,26,2025/02/01 00:00:00+00,4.7204051,-74.0753016,Calle 129 con Av Boyacá,Suba,Choque con objeto fijo,Automóvil particular (1) - Baranda peatonal / vehicular (1)
-74.1351657,4.66027400015309,27,2025/02/01 00:00:00+00,4.660274,-74.1351657,"Av Ciudad de Cali con Av Chile (Calle 72), sentido s?n",Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0908639,4.69371890015413,28,2025/02/01 00:00:00+00,4.6937189,-74.0908639,Av Boyacá con Calle 77A,Engativá,Choque con lesionado,Motociclista lesionado (2)
-74.1630221999999,4.63462020015221,29,2025/02/01 00:00:00+00,4.6346202,-74.1630222,"Av Ciudad de Cali con Calle 38 sur, sentido s?n",Kennedy,Choque con lesionado,Bus / buseta (1) - Motociclista lesionado (1)
-74.1209952,4.69432120015417,30,2025/02/01 00:00:00+00,4.6943212,-74.1209952,"Calle 64G con Carrera 97A, sentido occ?or",Engativá,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Árbol (1)
-74.1083007999999,4.74040280015566,31,2025/02/01 00:00:00+00,4.7404028,-74.1083008,"Carrera 125 con Calle 132C, sentido n?s",Suba,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1)
-74.1305498999999,4.66565750015326,32,2025/02/01 00:00:00+00,4.6656575,-74.1305499,"Av Ciudad de Cali con Calle 22, sentido s?n",Fontibón,Atropello,Bus SITP (1) - Peatón lesionado (1)
-74.1238941,4.60413770015121,33,2025/02/01 00:00:00+00,4.6041377,-74.1238941,Av Primero de Mayo con Carrera 78,Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1686918,4.61910680015173,34,2025/02/01 00:00:00+00,4.6191068,-74.1686918,Av Agoberto Mejía con Av Bosa,Bosa,Choque simple,Automóvil particular (2)
-74.1575702,4.61631970015166,35,2025/02/01 00:00:00+00,4.6163197,-74.1575702,Av Primero de Mayo con Calle 41B sur,Kennedy,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.1008484,4.67071460015341,36,2025/02/01 00:00:00+00,4.6707146,-74.1008484,Av José Celestino Mutis con Carrera 98,Engativá,Autolesionado,Motociclista lesionado (1)
-74.1607314,4.64538600015256,37,2025/02/01 00:00:00+00,4.645386,-74.1607314,"Av Guayacanes con Calle 6, sentido n?s",Kennedy,Choque con lesionado,Motocicleta (1) - Bicitaxi (1) - Conductor lesionado (1)
-74.1155752,4.59233910015087,38,2025/02/01 00:00:00+00,4.5923391,-74.1155752,"Carrera 30 con Calle 30 sur, sentido s?n",Antonio Nariño,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.0672058,4.70205060015444,39,2025/02/01 00:00:00+00,4.7020506,-74.0672058,Calle 116 con Carrera 55,Suba,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.1008484,4.67071460015341,40,2025/02/01 00:00:00+00,4.6707146,-74.1008484,"Av José Celestino Mutis con Carrera 103, sentido occ?or",Engativá,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0648133,4.65952820015306,41,2025/02/01 00:00:00+00,4.6595282,-74.0648133,Carrera 19 con Calle 71,Barrios Unidos,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1)
-74.0793295999999,4.63483190015224,42,2025/02/01 00:00:00+00,4.6348319,-74.0793296,"NQS con Calle 45, sentido n?s",Teusaquillo,Autolesionado,Motociclista lesionado (1)
-74.036914,4.8064785001578,43,2025/02/01 00:00:00+00,4.8064785,-74.036914,"Autopista Norte con Calle 232, sentido n?s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1144912999999,4.59561120015098,44,2025/02/01 00:00:00+00,4.5956112,-74.1144913,"Transversal 35 con Calle 27A sur, sentido s?n",Antonio Nariño,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0903876,4.63433500015219,45,2025/02/01 00:00:00+00,4.634335,-74.0903876,"Av El Dorado (Calle 26) con Av Carrera 68, sentido or?occ",Engativá,Choque simple,Camión (1) - Automóvil particular (1)
-74.1559611,4.61660210015162,46,2025/02/01 00:00:00+00,4.6166021,-74.1559611,"Calle 41 sur con Carrera 78H, sentido or?occ",Kennedy,Choque con lesionado,Motociclista lesionado (2)
-74.1351657,4.66027400015309,47,2025/02/01 00:00:00+00,4.660274,-74.1351657,"Av Ciudad de Cali con Carrera 89A, sentido or?occ",Suba,Varado,Camioneta (1)
-74.0814953999999,4.70165310015441,48,2025/02/01 00:00:00+00,4.7016531,-74.0814954,"Av Boyacá con Calle 116, sentido s?n",Suba,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.1623046999999,4.58919780015073,49,2025/02/01 00:00:00+00,4.5891978,-74.1623047,Calle 63 sur con Carrera 70D,Ciudad Bolívar,Choque simple,
-74.1378,4.63044000015207,50,2025/02/01 00:00:00+00,4.63044,-74.1378,"Av Américas con Av Boyacá, sentido occ?or",Kennedy,Choque simple,Motocicleta (2)
-74.1535895,4.596098400151,51,2025/02/01 00:00:00+00,4.5960984,-74.1535895,"Autopista Sur con Carrera 63, sentido or?occ",Ciudad Bolívar,Choque simple,Automóvil particular (2)
-74.1546648999999,4.59982060015109,52,2025/02/01 00:00:00+00,4.5998206,-74.1546649,Carrera 63 con Calle 57B sur,Bosa,Choque con lesionado,Motociclista lesionado (2)
-74.0557334,4.69360680015416,53,2025/02/01 00:00:00+00,4.6936068,-74.0557334,"Autopista Norte con Calle 106, sentido n?s",Suba,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0900551,4.58214110015054,54,2025/02/01 00:00:00+00,4.5821411,-74.0900551,Calle 64 con Carrera 10,Chapinero,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.104494,4.5836977001506,55,2025/02/01 00:00:00+00,4.5836977,-74.104494,Av Primero de Mayo con Carrera 20,Antonio Nariño,Choque simple,Automóvil particular (2)
-74.1446771,4.59538640015096,56,2025/02/01 00:00:00+00,4.5953864,-74.1446771,Autopista Sur con Av Boyacá,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (2) - Acompañante lesionado (1)
-74.0405446999999,4.74281640015574,57,2025/02/01 00:00:00+00,4.7428164,-74.0405447,Carrera 17 con Calle 163A,Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1008484,4.67071460015341,58,2025/02/01 00:00:00+00,4.6707146,-74.1008484,Av José Celestino Mutis con Carrera 20,Barrios Unidos,Choque con lesionado,Motociclista lesionado (2)
-74.0910921999999,4.59927380015108,59,2025/02/01 00:00:00+00,4.5992738,-74.0910922,Carrera 19A con Calle 5,Los Mártires,Choque simple,Taxi (1) - Vehículo de servicio especial (1)
-74.1637349,4.64243240015251,60,2025/02/01 00:00:00+00,4.6424324,-74.1637349,Av Guayacanes con Calle 26 sur,Kennedy,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1754665999999,4.61209010015149,61,2025/02/01 00:00:00+00,4.6120901,-74.1754666,Calle 57A sur con Carrera 79D,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0928557999999,4.57120000015015,62,2025/02/01 00:00:00+00,4.5712,-74.0928558,Calle 23 con Carrera 6,Santa Fe,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.0888631,4.59183140015084,63,2025/02/01 00:00:00+00,4.5918314,-74.0888631,Av Caracas con Calle 1,Antonio Nariño,Caida de ocupante,Bus articulado / biarticulado (1) - Peatón lesionado (1)
-74.1181372999999,4.62879130015204,64,2025/02/01 00:00:00+00,4.6287913,-74.1181373,"Av Américas con Carrera 47, sentido occ?or",Puente Aranda,Choque simple,Automóvil particular (2)
-74.0849863,4.58931550015077,65,2025/02/01 00:00:00+00,4.5893155,-74.0849863,"Av Comuneros con Av Carrera 10, sentido s?n",Santa Fe,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) - Ciclista lesionado (1)
-74.178591,4.63164720015212,66,2025/02/01 00:00:00+00,4.6316472,-74.178591,Calle 49 sur con Carrera 88C,Kennedy,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.130802,4.72062730015503,67,2025/02/01 00:00:00+00,4.7206273,-74.130802,Calle 77 con Carrera 119,Engativá,Fallecido en vía (980),Montacarga (1) - Peatón fallecido (1)
-74.0800199999999,4.6297900001521,68,2025/02/01 00:00:00+00,4.62979,-74.08002,Av El Dorado (Calle 26) con Carrera 29A,Teusaquillo,Choque simple,Volqueta (1) - Automóvil particular (1)
-74.1001764,4.68035670015373,69,2025/02/01 00:00:00+00,4.6803567,-74.1001764,"Av Boyacá con Av Guayacanes, sentido s?n",Kennedy,Choque simple,Automóvil particular (2)
-74.1001764,4.68035670015373,70,2025/02/01 00:00:00+00,4.6803567,-74.1001764,"Av Boyacá con Carrera 31, sentido s?n",Tunjuelito,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0450491,4.80147280015767,71,2025/02/01 00:00:00+00,4.8014728,-74.0450491,"Autopista Norte con Calle 223, sentido n?s",Suba,Varado,Camioneta (1)
-74.0997594,4.57934030015045,72,2025/02/01 00:00:00+00,4.5793403,-74.0997594,Av Primero de Mayo con Carrera 12D,Antonio Nariño,Choque simple,Automóvil particular (2)
-74.0651655999999,4.75080590015601,73,2025/02/01 00:00:00+00,4.7508059,-74.0651656,"Av Boyacá con Calle 167, sentido n?s",Suba,Choque simple,Automóvil particular (1) - Taxi (1)
-74.1340767999999,4.66984740015337,74,2025/02/01 00:00:00+00,4.6698474,-74.1340768,Calle 22 con Carrera 93C,Fontibón,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.0811214999999,4.60207420015118,75,2025/02/01 00:00:00+00,4.6020742,-74.0811215,Av Caracas con Calle 11,Los Mártires,Choque simple,Automóvil particular (2)
-74.1459526,4.67290920015347,76,2025/02/01 00:00:00+00,4.6729092,-74.1459526,Calle 17 con Carrera 100,Fontibón,Choque simple,Taxi (1) - Motocicleta (1)
-74.0354488999999,4.82043410015828,77,2025/02/01 00:00:00+00,4.8204341,-74.0354489,"Autopista Norte con Calle 245, sentido n?s",Suba,Choque simple,Camioneta (2)
-74.1181372999999,4.62879130015204,78,2025/02/01 00:00:00+00,4.6287913,-74.1181373,"NQS con Av Américas, sentido s?n",Teusaquillo,Choque simple,Automóvil particular (2)
-74.1095806,4.70717810015457,79,2025/02/01 00:00:00+00,4.7071781,-74.1095806,Transversal 94L con Calle 80 bis,Engativá,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.051505,4.64985470015273,80,2025/02/01 00:00:00+00,4.6498547,-74.051505,Carrera 1 este con Calle 70 sur,Usme,Choque simple,Automóvil particular (2)
-74.0542913,4.72108720015506,81,2025/02/01 00:00:00+00,4.7210872,-74.0542913,Calle 134D con Carrera 47,Suba,Choque simple,Automóvil particular (2)
-74.1177052,4.68753390015397,82,2025/02/01 00:00:00+00,4.6875339,-74.1177052,"Av Ciudad de Cali con Calle 63, sentido s?n",Engativá,Autolesionado,Motociclista lesionado (1)
-74.1103098999999,4.62221580015183,83,2025/02/01 00:00:00+00,4.6222158,-74.1103099,"Av Américas con Carrera 50, sentido occ?or",Puente Aranda,Choque simple,Camioneta (1) - Automóvil particular (1)
-74.0325443999999,4.719905000155,84,2025/02/01 00:00:00+00,4.719905,-74.0325444,Calle 142 con Carrera 9,Usaquén,Choque con objeto fijo,Camión (1) - Árbol (1)
-74.0849842,4.73775160015557,85,2025/02/01 00:00:00+00,4.7377516,-74.0849842,"Av Suba con Carrera 91, sentido occ?or",Suba,Choque con lesionado,Motociclista lesionado (2)
-74.0828253,4.64424770015254,86,2025/02/01 00:00:00+00,4.6442477,-74.0828253,"NQS con Calle 53, sentido n?s",Teusaquillo,Choque con lesionado,Automóvil particular (2) - Motociclista lesionado (1)
-74.0793295999999,4.63483190015224,87,2025/02/01 00:00:00+00,4.6348319,-74.0793296,NQS con Calle 45,Teusaquillo,Choque con lesionado,Motociclista lesionado (2)
-74.0964058,4.55189570014953,88,2025/02/01 00:00:00+00,4.5518957,-74.0964058,Diagonal 39 sur con Carrera 1F este,San Cristóbal,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.0679049,4.64310230015252,89,2025/02/01 00:00:00+00,4.6431023,-74.0679049,Calle 55 bis con Carrera 16,Teusaquillo,Choque con lesionado,Motociclista lesionado (2)
-74.1378,4.63044000015207,90,2025/02/01 00:00:00+00,4.63044,-74.1378,"Av Boyacá con Av Américas, sentido s?n",Kennedy,Choque con lesionado,Motociclista lesionado (2)
-74.0836505999999,4.6144873001516,91,2025/02/01 00:00:00+00,4.6144873,-74.0836506,Calle 19 con Carrera 22,Los Mártires,Falla semafórica,Intersección semafórica (1)
-74.1656756,4.59595420015098,92,2025/02/01 00:00:00+00,4.5959542,-74.1656756,Autopista Sur con Carrera 72D,Bosa,Choque simple,Tractocamión (1) - Bus / buseta (1)
-74.1351657,4.66027400015309,93,2025/02/01 00:00:00+00,4.660274,-74.1351657,"Av Ciudad de Cali con Av Américas, sentido n?s",Kennedy,Choque simple,Automóvil particular (2)
-74.0648752,4.67558490015357,94,2025/02/01 00:00:00+00,4.6755849,-74.0648752,"NQS con Calle 86A, sentido s?n",Barrios Unidos,Choque simple,Automóvil particular (2)
-74.1065425,4.5786993001504,95,2025/02/01 00:00:00+00,4.5786993,-74.1065425,Calle 27 sur con Carrera 13,Rafael Uribe Uribe,Choque con objeto fijo,Volqueta (1) - Vehículo de servicio especial (1)
-74.0722448,4.65562060015289,96,2025/02/01 00:00:00+00,4.6556206,-74.0722448,Calle 63F con Carrera 25,Barrios Unidos,Atropello,Automóvil particular (1) - Peatón lesionado (1)
-74.0696465999999,4.5935002001509,97,2025/02/01 00:00:00+00,4.5935002,-74.0696466,"Av Circunvalar con Calle 10, sentido s?n",Santa Fe,Choque con lesionado,Motociclista lesionado (2)
-74.091103,4.65430580015286,98,2025/02/01 00:00:00+00,4.6543058,-74.091103,Carrera 60 con Calle 5A,Puente Aranda,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1746042999999,4.59645690015096,99,2025/02/01 00:00:00+00,4.5964569,-74.1746043,Calle 60 sur con Autopista Sur,Bosa,Explosión,Vivienda (1)
-74.0162869,4.6706751001534,100,2025/02/01 00:00:00+00,4.6706751,-74.0162869,Vía Bogotá - La Calera con km 4,Chapinero,Autolesionado,Ciclista lesionado (1)
-74.1293003,4.6212665001518,101,2025/02/01 00:00:00+00,4.6212665,-74.1293003,Calle 1 con Carrera 24A,Antonio Nariño,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0608829,4.65636830015294,102,2025/02/01 00:00:00+00,4.6563683,-74.0608829,Calle 70A con Carrera 12,Chapinero,Choque simple,Automóvil particular (2)
-74.0733367999999,4.72331850015513,103,2025/02/01 00:00:00+00,4.7233185,-74.0733368,"Av Boyacá con Calle 131, sentido s?n",Suba,Choque simple,
-74.041195,4.78484420015714,104,2025/02/01 00:00:00+00,4.7848442,-74.041195,"Autopista Norte con Calle 209, sentido s?n",Usaquén,Choque simple,
-74.0450336,4.75859440015627,105,2025/02/01 00:00:00+00,4.7585944,-74.0450336,"Autopista Norte con Calle 100, sentido n?s",Suba,Choque simple,
-74.0445407999999,4.76475470015644,106,2025/02/01 00:00:00+00,4.7647547,-74.0445408,"Autopista Norte con Calle 187, sentido s?n",Usaquén,Varado,Automóvil particular (1)
-74.1001764,4.68035670015373,107,2025/02/01 00:00:00+00,4.6803567,-74.1001764,Av Boyacá con Carrera 15D,Usme,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1233932,4.61864500015174,108,2025/02/01 00:00:00+00,4.618645,-74.1233932,Diagonal 2 con Carrera 60,Puente Aranda,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.1194384999999,4.63965620015239,109,2025/02/01 00:00:00+00,4.6396562,-74.1194385,"Av Américas con Carrera 68B, sentido occ?or",Kennedy,Choque simple,Automóvil particular (2)
-74.0481920999999,4.74283000015574,110,2025/02/01 00:00:00+00,4.74283,-74.0481921,"Autopista Norte con Calle 153, sentido n?s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1504537,4.627113500152,111,2025/02/01 00:00:00+00,4.6271135,-74.1504537,Carrera 78K con Calle 33A sur,Kennedy,Choque simple,Bus SITP (1) - Taxi (1)
-74.0466494999999,4.75350600015612,112,2025/02/01 00:00:00+00,4.753506,-74.0466495,"Autopista Norte con Calle 170, sentido s?n",Usaquén,Choque simple,Camión (1) - Automóvil particular (1)
-74.2021131,4.62726570015201,113,2025/02/01 00:00:00+00,4.6272657,-74.2021131,Carrera 92 con Calle 73 sur,Bosa,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.0878288,4.6947594001542,114,2025/02/01 00:00:00+00,4.6947594,-74.0878288,"Av Calle 80 con Carrera 96, sentido occ?or",Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1551527999999,4.57639100015034,115,2025/02/01 00:00:00+00,4.576391,-74.1551528,Carrera 48 con Calle 68 sur,Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0903876,4.63433500015219,116,2025/02/01 00:00:00+00,4.634335,-74.0903876,"NQS con Av El Dorado (Calle 26), sentido s?n",Teusaquillo,Varado,Automóvil particular (1)
-74.0720919999999,4.71098860015473,117,2025/02/01 00:00:00+00,4.7109886,-74.072092,Autopista Sur con Carrera 50,Antonio Nariño,Autolesionado,Motociclista lesionado (1)
-74.1552123,4.63210710015214,118,2025/02/01 00:00:00+00,4.6321071,-74.1552123,"Calle 3 con Carrera 80C, sentido occ?or",Kennedy,Choque simple,Automóvil particular (2)
-74.1006103999999,4.57408450015024,119,2025/02/01 00:00:00+00,4.5740845,-74.1006104,Calle 27 sur con Carrera 11A,Rafael Uribe Uribe,Choque simple,Camión (1) - Automóvil particular (1)
-74.1206463,4.60357330015122,120,2025/02/01 00:00:00+00,4.6035733,-74.1206463,Calle 22 sur con Carrera 50,Puente Aranda,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1380005999999,4.61968540015173,121,2025/02/01 00:00:00+00,4.6196854,-74.1380006,Calle 4 sur con Carrera 2 este,San Cristóbal,Caida de carga,Grúa (1) - Camión (1)
-74.0481920999999,4.74283000015574,122,2025/02/01 00:00:00+00,4.74283,-74.0481921,"Autopista Norte con Calle 153, sentido n?s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0545969,4.78918220015724,123,2025/02/01 00:00:00+00,4.7891822,-74.0545969,"Av Carrera 7 con Calle 209, sentido s?n",Usaquén,Choque simple,
-74.0467558,4.67606550015358,124,2025/02/01 00:00:00+00,4.6760655,-74.0467558,"Calle 1 con Carrera 11, sentido or?occ",Santa Fe,Autolesionado,Motociclista lesionado (1)
-74.1615088,4.64438410015253,125,2025/02/01 00:00:00+00,4.6443841,-74.1615088,"Av Ciudad de Cali con Av Guayacanes, sentido s?n",Kennedy,Choque simple,Camioneta (1) - Automóvil particular (1)
-74.1414257,4.67642990015362,126,2025/02/01 00:00:00+00,4.6764299,-74.1414257,"Av Centenario (Calle 13) con Carrera 100, sentido occ?or",Fontibón,Choque simple,Tractocamión (1) - Automóvil particular (1)
-74.1020202,4.70167720015443,127,2025/02/01 00:00:00+00,4.7016772,-74.1020202,"Av Ciudad de Cali con Calle 77A, sentido s?n",Engativá,Choque con lesionado,Automóvil particular (2) - Taxi (1) - Conductor lesionado (1)
-74.1453716,4.56750120015004,128,2025/02/01 00:00:00+00,4.5675012,-74.1453716,Carrera 22B con Calle 62A sur,Ciudad Bolívar,Choque simple,Taxi (1) - Automóvil particular (1)
-74.1770326,4.62593970015197,129,2025/02/01 00:00:00+00,4.6259397,-74.1770326,"Av Ciudad de Cali con Calle 49 sur, sentido s?n",Bosa,Choque simple,Automóvil particular (2)
-74.1020202,4.70167720015443,130,2025/02/01 00:00:00+00,4.7016772,-74.1020202,"Av Ciudad de Cali con Calle 77A, sentido s?n",Engativá,Choque con lesionado,Automóvil particular (2) - Taxi (1)
-74.1636207999999,4.69007060015406,131,2025/02/01 00:00:00+00,4.6900706,-74.1636208,"Av Centenario (Calle 13) con Carrera 128, sentido or?occ",Fontibón,Varado,Bus / buseta (1)
-74.1365187,4.60324950015122,132,2025/02/01 00:00:00+00,4.6032495,-74.1365187,"Carrera 68D con Calle 38A sur, sentido s?n",Kennedy,Choque con lesionado,Motociclista lesionado (2)
-74.0420583,4.76033950015632,133,2025/02/01 00:00:00+00,4.7603395,-74.0420583,Carrera 6 con Calle 183,Usaquén,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1395153999999,4.66318740015314,134,2025/02/01 00:00:00+00,4.6631874,-74.1395154,"Av Centenario (Calle 13) con Carrera 123, sentido occ?or",Fontibón,Choque simple,Camión (1) - Camioneta (1)
-74.0525851,4.66247500015312,135,2025/02/01 00:00:00+00,4.662475,-74.0525851,Carrera 9 con Calle 79A,Chapinero,Choque simple,Automóvil particular (1) - Vehículo de servicio especial (1)
-74.0971302,4.75190690015605,136,2025/02/01 00:00:00+00,4.7519069,-74.0971302,Calle 151 con Carrera 109A,Suba,Choque simple,Automóvil particular (2)
-74.0608505,4.72680100015521,137,2025/02/01 00:00:00+00,4.726801,-74.0608505,"Calle 138 con Carrera 55, sentido occ?or",Suba,Choque simple,Bus SITP (1) - Taxi (1)
-74.0993961,4.57315980015022,138,2025/02/01 00:00:00+00,4.5731598,-74.0993961,"Calle 27 sur con Carrera 10C, sentido or?occ",Rafael Uribe Uribe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1899726999999,4.63081840015213,139,2025/02/01 00:00:00+00,4.6308184,-74.1899727,"Av Guayacanes con Calle 57 sur, sentido s?n",Bosa,Volcamiento con lesionado,Volqueta (1) - Automóvil particular (2) - Conductor lesionado (1)
-74.1188483999999,4.5815439001505,140,2025/02/01 00:00:00+00,4.5815439,-74.1188484,Carrera 24 con Calle 36 sur,Rafael Uribe Uribe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1004512,4.58522060015065,141,2025/02/01 00:00:00+00,4.5852206,-74.1004512,"Calle 17 con Carrera 96, sentido or?occ",Fontibón,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1579234,4.63619000015229,142,2025/02/01 00:00:00+00,4.63619,-74.1579234,"Calle 5C con Carrera 82, sentido or?occ",Kennedy,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1)
