X,Y,OBJECTID,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.1370555,4.62285150000002,6155,Carrera 71D con Calle 1 sur,Kennedy,Choque con lesionado,Taxi (1) - Bicitaxi (1) - Conductor lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6228515,-74.1370555
-74.0706701,4.70408820000006,6156,"Av Suba con Calle 132, sentido or→occ",Suba,Choque simple,Motocicleta (2),Sin lesionados,2025/06/16 00:00:00+00,4.7040882,-74.0706701
-74.146535,4.59512720000004,6157,"Autopista Sur con calle 45 sur, sentido or→occ",Tunjuelito,Choque simple,,Sin lesionados,2025/06/16 00:00:00+00,4.5951272,-74.146535
-74.0545289,4.70085750000004,6158,"Autopista Norte con Calle 118, sentido s→n",Usaquén,Choque simple,Grúa (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.7008575,-74.0545289
-74.1230990999999,4.64080130000002,6159,Av Centenario (Calle 13) con Carrera 78,Fontibón,Choque con lesionado,Grúa (1) - Bus / buseta (1),Con lesionados,2025/06/16 00:00:00+00,4.6408013,-74.1230991
-74.1261482,4.57403910000005,6160,Carrera 22 con Calle 46 sur,Rafael Uribe Uribe,Choque simple,Automóvil particular (1) - Motocicleta (1),,2025/06/16 00:00:00+00,4.5740391,-74.1261482
-74.0651655999999,4.75080590000005,6161,Av Boyacá con Calle 167,Suba,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/06/16 00:00:00+00,4.7508059,-74.0651656
-74.1005264,4.74251380000004,6162,"Calle 139 con Carrera 108A, sentido or→occ",Suba,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.7425138,-74.1005264
-74.0959726999999,4.57413170000007,6163,"Av Carrera 10 con Calle 23, sentido s→n",Santa Fe,Choque simple,,Sin lesionados,2025/06/16 00:00:00+00,4.5741317,-74.0959727
-74.1036043,4.59027790000005,6164,Carrera 24G con Calle 16 sur,Antonio Nariño,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.5902779,-74.1036043
-74.1278212999999,4.61271980000004,6165,"Calle 19 con Carrera 68, sentido occ→or",Fontibón,Choque simple,Camión (1) - Camioneta (1),Sin lesionados,2025/06/16 00:00:00+00,4.6127198,-74.1278213
-74.1180138999999,4.66405570000006,6166,"Av La Esperanza con Carrera 72C, sentido occ→or",Santa Fe,Choque simple,,Sin lesionados,2025/06/16 00:00:00+00,4.6640557,-74.1180139
-74.1740475999999,4.64805670000004,6167,Carrera 97F con Calle 38C sur,Kennedy,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6480567,-74.1740476
-74.1103098999999,4.62221580000005,6168,"Av Primero de Mayo con Carrera 50, sentido s→n",Puente Aranda,Choque simple,Automóvil particular (2),,2025/06/16 00:00:00+00,4.6222158,-74.1103099
-74.0319368999999,4.73433600000004,6169,"Carrera 9 con Calle 156, sentido s→n",Usaquén,Atropello,Motocicleta (1) - Animal de compañía (1),Con lesionados,2025/06/16 00:00:00+00,4.734336,-74.0319369
-74.1261482,4.57403910000005,6170,Carrera 22 con Calle 46 sur,Rafael Uribe Uribe,Choque simple,Automóvil particular (2),,2025/06/16 00:00:00+00,4.5740391,-74.1261482
-74.1001764,4.68035670000006,6171,Av Boyacá con Calle 100A,Engativá,Choque simple,Volqueta (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6803567,-74.1001764
-74.1778805,4.63616430000008,6172,Carrera 90A con Calle 46 sur,Kennedy,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6361643,-74.1778805
-74.0722089,4.62347510000006,6173,"Calle 34 con Carrera 17, sentido or→occ",Teusaquillo,Choque simple,Vehículo de servicio especial (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6234751,-74.0722089
-74.0846644,4.62307260000006,6174,"NQS con Calle 22C, sentido n→s",Puente Aranda,Choque con lesionado,Tractocamión (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6230726,-74.0846644
-74.0867443,4.57886900000005,6175,"Carrera 7 con Calle 11, sentido s→n",Santa Fe,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.578869,-74.0867443
-74.1345249999999,4.70336390000006,6176,Calle 64 con Carrera 112D,Engativá,Choque simple,Bus / buseta (1) - Camión (1),Sin lesionados,2025/06/16 00:00:00+00,4.7033639,-74.134525
-74.1240706,4.56082470000007,6177,Calle 51 sur con Carrera 12A,Rafael Uribe Uribe,Atropello,Automóvil particular (1) - Peatón (1),Con lesionados,2025/06/16 00:00:00+00,4.5608247,-74.1240706
-74.1181372999999,4.62879130000005,6178,"Av Américas con Carrera 53, sentido occ→or",Puente Aranda,Choque simple,Automóvil particular (1) - Taxi (1) - Motocicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.6287913,-74.1181373
-74.0696465999999,4.59350020000005,6179,"Carrera 3 este con Calle 10, sentido s→n",Santa Fe,Choque simple,Camión (1) - Taxi (1),Sin lesionados,2025/06/16 00:00:00+00,4.5935002,-74.0696466
-74.1231106,4.71481210000007,6180,"Carrera 111 con Calle 76, sentido s→n",Engativá,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/16 00:00:00+00,4.7148121,-74.1231106
-74.0835767,4.53922960000006,6181,Carrera 14 este con Calle 46C sur,Santa Fe,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/16 00:00:00+00,4.5392296,-74.0835767
-74.1351657,4.66027400000007,6182,"Av Ciudad de Cali con Calle 55A, sentido n→s",Engativá,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.660274,-74.1351657
-74.1389497,4.63233680000008,6183,Carrera 72B con Calle 6D,Kennedy,Vehículo mal estacionado,Camión (1),Sin lesionados,2025/06/16 00:00:00+00,4.6323368,-74.1389497
-74.0552577,4.65515720000008,6184,"Av Carrera 7 con Calle 72A, sentido s→n",Chapinero,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/06/16 00:00:00+00,4.6551572,-74.0552577
-74.0606554999999,4.63213660000002,6185,Av Circunvalar con Calle 18A,La Candelaria,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6321366,-74.0606555
-74.0347705999999,4.68897930000003,6186,"Av Carrera 7 con Av Chile (Calle 72), sentido s→n",Chapinero,Varado,Taxi (1),Sin lesionados,2025/06/16 00:00:00+00,4.6889793,-74.0347706
-74.0828979999999,4.60594520000006,6187,"Av Centenario (Calle 13) con Av Carrera 68, sentido or→occ",Fontibón,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/16 00:00:00+00,4.6059452,-74.082898
-74.0889961999999,4.72527340000005,6188,"Carrera 91 con Calle 129D, sentido s→n",Suba,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.7252734,-74.0889962
-74.1219116,4.71443560000006,6189,"Calle 76D con Carrera 110C, sentido occ→or",Engativá,Choque simple,Automóvil particular (2),,2025/06/16 00:00:00+00,4.7144356,-74.1219116
-74.1143175999999,4.63185160000006,6190,Carrera 62 con Calle 12,Puente Aranda,Choque simple,Camión (1) - Carreta (1),Sin lesionados,2025/06/16 00:00:00+00,4.6318516,-74.1143176
-74.1727265,4.62023140000002,6191,Carrera 81 con Calle 50 sur,Kennedy,Autolesionado,Ciclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6202314,-74.1727265
-74.1001764,4.68035670000006,6192,"Av Calle 80 con Av Boyacá, sentido occ→or",Engativá,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6803567,-74.1001764
-74.109178,4.62910180000006,6193,"Av Centenario (Calle 13) con Av Boyacá, sentido occ→or",Fontibón,Varado,Camión (1),Sin lesionados,2025/06/16 00:00:00+00,4.6291018,-74.109178
-74.157524,4.62345910000005,6194,"NQS con Carrera 79, sentido s→n",Barrios Unidos,Choque con lesionado,Motociclista lesionado (3),Con lesionados,2025/06/16 00:00:00+00,4.6234591,-74.157524
-74.1105146,4.64346220000004,6195,"Av El Dorado (Calle 26) con Carrera 66, sentido or→occ",Teusaquillo,Vehículo mal estacionado,Taxi (10),Sin lesionados,2025/06/16 00:00:00+00,4.6434622,-74.1105146
-74.1062613999999,4.54087290000007,6196,Carrera 3 con Calle 49C sur,Rafael Uribe Uribe,"Caída de objetos en vía (árbol, cables, otros)",Poste (1),Sin lesionados,2025/06/16 00:00:00+00,4.5408729,-74.1062614
-74.0639287,4.67363830000005,6197,"Carrera 20 con Calle 85A, sentido n→s",Barrios Unidos,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6736383,-74.0639287
-74.0940791,4.75345700000003,6198,Calle 152B con Carrera 106B,Suba,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.753457,-74.0940791
-74.1378177999999,4.60476570000003,6199,Calle 38 sur con Carrera 68G,Kennedy,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Poste (1),Con lesionados,2025/06/16 00:00:00+00,4.6047657,-74.1378178
-74.1411892,4.66717640000007,6200,Calle 16 con Carrera 96B,Fontibón,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/16 00:00:00+00,4.6671764,-74.1411892
-74.0617162,4.64674850000006,6201,"Calle 61 con Carrera 9, sentido occ→or",Chapinero,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6467485,-74.0617162
-74.0605487999999,4.67360080000003,6202,Transversal 94 con Calle 86,Engativá,Choque simple,Camioneta (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6736008,-74.0605488
-74.1378563,4.59429950000003,6203,"Calle 45 sur con Carrera 89B, sentido n→s",Kennedy,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) - Acompañante lesionado (1),,2025/06/16 00:00:00+00,4.5942995,-74.1378563
-74.0564838,4.65276240000003,6204,"Av Carrera 7 con Calle 70, sentido n→s",Chapinero,Choque con lesionado,Bus SITP (1) - Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6527624,-74.0564838
-74.058438,4.68780860000004,6205,"Carrera 9 con Calle 100, sentido n→s",Usaquén,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.6878086,-74.058438
-74.1278212999999,4.61271980000004,6206,Av Calle 19 con Av Carrera 68,Fontibón,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6127198,-74.1278213
-74.1351657,4.66027400000007,6207,Av Ciudad de Cali con Av Chile (Calle 72),Engativá,Choque simple,Automóvil particular (4),Sin lesionados,2025/06/16 00:00:00+00,4.660274,-74.1351657
-74.1545202,4.68395300000003,6208,"Carrera 11F este con Calle 81C sur, sentido s→n",Usme,Choque objeto fijo con lesionado,Camión (1) - Barranco (1) - Conductor lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.683953,-74.1545202
-74.0737503,4.67564120000003,6209,Carrera 55B con Calle 79,Barrios Unidos,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/16 00:00:00+00,4.6756412,-74.0737503
-74.0276737,4.76793580000003,6210,"Carrera 72 con Calle 191, sentido s→n",Suba,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/16 00:00:00+00,4.7679358,-74.0276737
-74.1397102,4.61869520000005,6211,"Av Primero de Mayo con Av Boyacá, sentido or→occ",Kennedy,Varado,Maquinaria amarilla (1),Sin lesionados,2025/06/16 00:00:00+00,4.6186952,-74.1397102
-74.1180653,4.64466020000003,6212,Calle 16 con Carrera 68D,Fontibón,Choque simple,Bus / buseta (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6446602,-74.1180653
-74.0798694,4.60382570000007,6213,"Av Jiménez (Calle 13) con Carrera 19A, sentido occ→or",Los Mártires,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6038257,-74.0798694
-74.1613955,4.69324940000007,6214,"Av Centenario (Calle 13) con Carrera 129, sentido occ→or",Fontibón,Choque simple,,Sin lesionados,2025/06/16 00:00:00+00,4.6932494,-74.1613955
-74.1022727,4.57535120000006,6215,"Calle 27 sur con Carrera 12B, sentido occ→or",Rafael Uribe Uribe,Choque simple,Taxi (1) - Motocicleta eléctrica (1),Sin lesionados,2025/06/16 00:00:00+00,4.5753512,-74.1022727
-74.1181372999999,4.62879130000005,6216,"NQS con Av Américas, sentido n→s",Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6287913,-74.1181373
-74.1392551,4.61208830000004,6217,"Carrera 69B con Calle 37A sur, sentido s→n",Kennedy,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6120883,-74.1392551
-74.1144585,4.58844920000007,6218,"Carrera 27 con Calle 30 sur, sentido n→s",Antonio Nariño,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.5884492,-74.1144585
-74.1411892,4.66717640000007,6219,"Calle 16 con Carrera 96B, sentido occ→or",Fontibón,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/16 00:00:00+00,4.6671764,-74.1411892
-74.0993572,4.58861310000003,6220,"Carrera 22 con Calle 13 sur, sentido s→n",Antonio Nariño,Choque con lesionado,Automóvil particular (1) - Patineta (1) - Conductor lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.5886131,-74.0993572
-74.0897126,4.69881950000007,6221,Transversal 73A con Calle 81C,Engativá,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6988195,-74.0897126
-74.0948589,4.61023360000007,6222,NQS con Calle 10,Los Mártires,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.6102336,-74.0948589
-74.12339,4.59380000000004,6223,"NQS con Av Primero de Mayo, sentido s→n",Antonio Nariño,Autolesionado,Motociclista lesionado (1) - Automóvil particular (1),Con lesionados,2025/06/16 00:00:00+00,4.5938,-74.12339
-74.1029498999999,4.65219300000007,6224,Av El Dorado (Calle 26) con Carrera 51,Teusaquillo,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.652193,-74.1029499
-74.1001764,4.68035670000006,6225,"Av Boyacá con Calle 127, sentido n→s",Suba,Choque simple,Camión (1) - Camioneta (1),Sin lesionados,2025/06/16 00:00:00+00,4.6803567,-74.1001764
-74.0886836999999,4.56773510000005,6226,"Calle 24 sur con Carrera 1, sentido or→occ",San Cristóbal,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.5677351,-74.0886837
-74.1011761999999,4.73881960000006,6227,Carrera 107B con Calle 134,Suba,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.7388196,-74.1011762
-74.1594868,4.69058630000006,6228,"Av Centenario (Calle 13) con Carrera 126, sentido or→occ",Fontibón,Choque simple,Bus SITP (1) - Camión (1),Sin lesionados,2025/06/16 00:00:00+00,4.6905863,-74.1594868
-74.0955979999999,4.67807160000007,6229,"Av Rojas con Calle 66B, sentido n→s",Engativá,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6780716,-74.095598
-74.0742723,4.59172770000004,6230,Carrera 3 con Calle 52A sur,Rafael Uribe Uribe,Choque con lesionado,Bus SITP (1) - Ciclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.5917277,-74.0742723
-74.1219116,4.71443560000006,6231,Calle 76D con Carrera 110C,Engativá,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),,2025/06/16 00:00:00+00,4.7144356,-74.1219116
-74.1008484,4.67071460000005,6232,Av José Celestino Mutis con Carrera 112B,Engativá,Choque con lesionado,Tractocamión (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6707146,-74.1008484
-74.1001764,4.68035670000006,6233,"Av Calle 80 con Av Boyacá, sentido occ→or",Engativá,Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/06/16 00:00:00+00,4.6803567,-74.1001764
-74.1670773,4.56937590000007,6234,Diagonal 77 sur con Carrera 44B,Ciudad Bolívar,Choque simple,Bus SITP (1) - Taxi (1),Sin lesionados,2025/06/16 00:00:00+00,4.5693759,-74.1670773
-74.0946403999999,4.60728440000003,6235,Calle 8 con Carrera 28,Los Mártires,Choque simple,Tractocamión (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6072844,-74.0946404
-74.1001764,4.68035670000006,6236,"Av Boyacá con Calle 23D, sentido n→s",Fontibón,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/16 00:00:00+00,4.6803567,-74.1001764
-74.1048130999999,4.67223570000004,6237,Carrera 71D con Calle 55,Engativá,Choque con lesionado,Camión (1) - Automóvil particular (1) - Conductor lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6722357,-74.1048131
-74.0796759999999,4.59723790000004,6238,"Av Carrera 10 con Calle 8, sentido n→s",La Candelaria,Choque simple,Bus SITP (1) - Taxi (1),Sin lesionados,2025/06/16 00:00:00+00,4.5972379,-74.079676
-74.157524,4.62345910000005,6239,"Carrera 79 con Calle 51A sur, sentido n→s",Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6234591,-74.157524
-74.0606554999999,4.63213660000002,6240,"Av Circunvalar con Calle 12, sentido n→s",Santa Fe,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6321366,-74.0606555
-74.1202958,4.63005260000006,6241,Av Américas con Carrera 66A,Puente Aranda,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6300526,-74.1202958
-74.0696660999999,4.69825120000007,6242,Av Suba con Calle 108,Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6982512,-74.0696661
-74.0904427999999,4.74062260000005,6243,Carrera 98A con Calle 140B,Suba,Choque simple,Ambulancia (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.7406226,-74.0904428
-74.0277508,4.67523780000005,6244,"Vía Bogotá - La Calera con km 4,5, sentido occ→or",Chapinero,Varado,Volqueta (1),Sin lesionados,2025/06/16 00:00:00+00,4.6752378,-74.0277508
-74.1411909999999,4.61809630000005,6245,Calle 34 sur con Carrera 72L,Kennedy,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.6180963,-74.141191
-74.1067714,4.67116440000007,6246,"Av Boyacá con Calle 53, sentido n→s",Engativá,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6711644,-74.1067714
-74.1033141999999,4.70930930000003,6247,"Transversal 94 con Calle 83B, sentido s→n",Engativá,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.7093093,-74.1033142
-74.1696178999999,4.61462160000002,6248,Carrera 79 con Calle 51 sur,Kennedy,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6146216,-74.1696179
-74.1067714,4.67116440000007,6249,Av Boyacá con Calle 53,Engativá,Choque simple,Camión (1) - Automóvil particular (1),,2025/06/16 00:00:00+00,4.6711644,-74.1067714
-74.1202097,4.55509920000003,6250,Calle 50A sur con Carrera 5Z,Rafael Uribe Uribe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.5550992,-74.1202097
-74.0594473,4.74042560000004,6251,"Calle 153 con Carrera 56, sentido occ→or",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.7404256,-74.0594473
-74.0923471,4.59305520000004,6252,"Carrera 19 con Calle 1 sur, sentido s→n",Antonio Nariño,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.5930552,-74.0923471
-74.0962623999999,4.71002580000004,6253,"Carrera 87 con Calle 89, sentido s→n",Engativá,Choque con lesionado,Automóvil particular (1) - Acompañante lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.7100258,-74.0962624
-74.1351657,4.66027400000007,6254,"Av Ciudad de Cali con Calle 50B sur, sentido s→n",Bosa,Choque con lesionado,Motociclista lesionado (4),Con lesionados,2025/06/16 00:00:00+00,4.660274,-74.1351657
-74.0667885999999,4.73429910000004,6255,Av Boyacá con Calle 146B,Suba,Choque simple,Camioneta (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.7342991,-74.0667886
-74.0855923,4.73454090000007,6256,"Calle 136 con Carrera 91, sentido or→occ",Suba,Choque simple,Volqueta (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.7345409,-74.0855923
-74.1065508999999,4.63351230000006,6257,Carrera 55 con Calle 18,Puente Aranda,Choque simple,Grúa (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6335123,-74.1065509
-74.1066537,4.74474490000006,6258,Carrera 118 con Calle 139,Suba,Choque simple,Automóvil particular (1) - Bicicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.7447449,-74.1066537
-74.1877757,4.60809790000008,6259,Transversal 80G con Calle 65F sur,Bosa,Choque simple,Camioneta (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6080979,-74.1877757
-74.0225268,4.74698430000007,6260,"Av Carrera 7 con Calle 170, sentido s→n",Usaquén,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.7469843,-74.0225268
-74.18932,4.63217000000003,6261,"Carrera 89B con Calle 54G sur, sentido n→s",Bosa,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.63217,-74.18932
-74.1103098999999,4.62221580000005,6262,"Av Américas con Carrera 50, sentido occ→or",Puente Aranda,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6222158,-74.1103099
-74.1029498999999,4.65219300000007,6263,"Av El Dorado (Calle 26) con Av Caracas, sentido or→occ",Teusaquillo,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.652193,-74.1029499
-74.1983413999999,4.63395340000005,6264,Calle 63 sur con Carrera 97B,Bosa,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6339534,-74.1983414
-74.0586443,4.66372750000005,6265,Carrera 15 con Calle 77,Chapinero,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/06/16 00:00:00+00,4.6637275,-74.0586443
-74.0927212,4.71952260000006,6266,Calle 127C con Carrera 91D,Suba,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.7195226,-74.0927212
-74.0275665,4.72335490000006,6267,Carrera 7B con Calle 147,Usaquén,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.7233549,-74.0275665
-74.0849863,4.58931550000005,6268,"Av Carrera 10 con Calle 1D, sentido n→s",Santa Fe,Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.5893155,-74.0849863
-74.1643620999999,4.61803640000005,6269,Av Ciudad de Villavicencio con Carrera 79,Kennedy,Choque con lesionado,Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6180364,-74.1643621
-74.0699155999999,4.72034220000006,6270,Carrera 58C con Calle 130,Suba,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.7203422,-74.0699156
-74.0779843,4.65293100000002,6271,NQS con Calle 63A,Barrios Unidos,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/16 00:00:00+00,4.652931,-74.0779843
-74.0860329,4.67760950000007,6272,Av Chile (Calle 72) con Carrera 112A bis,Engativá,Choque simple,Vehículo escolar (1) - Bicicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.6776095,-74.0860329
-74.1618746,4.60232070000006,6273,Autopista Sur con Av Ciudad de Villavicencio,Bosa,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/16 00:00:00+00,4.6023207,-74.1618746
-74.18932,4.63217000000003,6274,Carrera 89B con Calle 54F sur,Bosa,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Motocarro / Mototriciclo (1),Con lesionados,2025/06/16 00:00:00+00,4.63217,-74.18932
-74.0420463,4.77932390000007,6275,"Autopista Norte con Calle 201, sentido n→s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.7793239,-74.0420463
-74.1881433,4.60704450000003,6276,Calle 65I sur con Carrera 80D,Bosa,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/16 00:00:00+00,4.6070445,-74.1881433
-74.1266595,4.69747590000003,6277,Calle 64A con Carrera 105C,Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6974759,-74.1266595
-74.0927975,4.63767880000006,6278,"Av El Dorado (Calle 26) con Carrera 68B, sentido or→occ",Engativá,Choque simple,,Sin lesionados,2025/06/16 00:00:00+00,4.6376788,-74.0927975
-74.1731439,4.63660010000007,6279,Av Guayacanes con Calle 42F sur,Kennedy,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.6366001,-74.1731439
-74.1681146,4.69473290000008,6280,"Av Centenario (Calle 13) con Carrera 135, sentido or→occ",Fontibón,Choque simple,Tractocamión (1) - Automóvil particular (1),Sin lesionados,2025/06/16 00:00:00+00,4.6947329,-74.1681146
-74.1045372999999,4.59646330000004,6281,Calle 8 sur con Carrera 29,Antonio Nariño,Choque con objeto fijo,Camión (1) - Vivienda (1),Sin lesionados,2025/06/16 00:00:00+00,4.5964633,-74.1045373
-74.0932541,4.61218020000007,6282,"NQS con Calle 12, sentido s→n",Puente Aranda,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/16 00:00:00+00,4.6121802,-74.0932541
-74.1395153999999,4.66318740000003,6283,"Av Centenario (Calle 13) con Carrera 116, sentido occ→or",Fontibón,Choque simple,,Sin lesionados,2025/06/16 00:00:00+00,4.6631874,-74.1395154
-74.1516687,4.55052350000005,6284,Calle 70A sur con Carrera 18M,Ciudad Bolívar,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/16 00:00:00+00,4.5505235,-74.1516687
