X,Y,OBJECTID,FECHA_INCIDENTE,LATITUD,LONGITUD,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD
-74.0720919999999,4.71098860015473,23,2025/04/01 00:00:00+00,4.7109886,-74.072092,Carrera 32 con Calle 56 sur,Tunjuelito,Choque con lesionado,Camión (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.0900551,4.58214110015054,24,2025/04/01 00:00:00+00,4.5821411,-74.0900551,"Carrera 10 con Calle 81 sur, sentido s?n",Usme,Choque con lesionado,Motociclista lesionado (2)
-74.1378141,4.54347930014927,25,2025/04/01 00:00:00+00,4.5434793,-74.1378141,Carrera 17A con Calle 74 sur,Ciudad Bolívar,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.17142,4.6091828001514,26,2025/04/01 00:00:00+00,4.6091828,-74.17142,Diagonal 9 con Carrera 78D,Kennedy,Choque con lesionado,Motociclista lesionado (1) - Patineta (1) - Conductor lesionado (1)
-74.1671413,4.63085660015213,27,2025/04/01 00:00:00+00,4.6308566,-74.1671413,"Av Ciudad de Cali con Calle 41A sur, sentido s?n",Kennedy,Autolesionado,Ciclista lesionado (1)
-74.0750798,4.61103030015145,28,2025/04/01 00:00:00+00,4.6110303,-74.0750798,"NQS con Calle 22, sentido s?n",Los Mártires,Autolesionado,Motociclista lesionado (1)
-74.17142,4.6091828001514,29,2025/04/01 00:00:00+00,4.6091828,-74.17142,Diagonal 9 con Carrera 78D,Kennedy,Choque con lesionado,Automóvil particular (1) - Patineta (1) - Conductor lesionado (1)
-74.1339480999999,4.62006060015176,30,2025/04/01 00:00:00+00,4.6200606,-74.1339481,Calle 3 con Carrera 71,Kennedy,Choque con lesionado,Motociclista lesionado (1) - Bicitaxi (1)
-74.0651655999999,4.75080590015601,31,2025/04/01 00:00:00+00,4.7508059,-74.0651656,"Av Boyacá con Calle 167, sentido s?n",Suba,Choque simple,Vehículo escolar (1) - Taxi (1)
-74.1667648,4.63143420015214,32,2025/04/01 00:00:00+00,4.6314342,-74.1667648,Av Ciudad de Cali con Calle 41 sur,Kennedy,Atropello,Ciclista lesionado (1) - Peatón lesionado (1)
-74.0538941,4.68996340015405,33,2025/04/01 00:00:00+00,4.6899634,-74.0538941,Carrera 21 con Calle 103A,Usaquén,Choque con objeto fijo,Taxi (1) - Árbol (1)
-74.0347469,4.76662650015651,34,2025/04/01 00:00:00+00,4.7666265,-74.0347469,"Autopista Norte con Calle 189, sentido s?n",Usaquén,Choque simple,Automóvil particular (2)
-74.1091443999999,4.64624650015264,35,2025/04/01 00:00:00+00,4.6462465,-74.1091444,"Av Carrera 68 con Av Américas, sentido n?s",Kennedy,Choque simple,Camión (1) - Motocicleta (1)
-74.1221144,4.65391350015286,36,2025/04/01 00:00:00+00,4.6539135,-74.1221144,"Av Boyacá con Calle 21, sentido s?n",Kennedy,Choque simple,Automóvil particular (2)
-74.0450336,4.75859440015627,37,2025/04/01 00:00:00+00,4.7585944,-74.0450336,"Autopista Norte con Calle 210, sentido n?s",Suba,Varado,Grúa (1)
-74.1735487999999,4.61526020015157,38,2025/04/01 00:00:00+00,4.6152602,-74.1735488,Calle 54 sur con Av Agoberto Mejía,Kennedy,Autolesionado,Motociclista lesionado (1)
-74.1971943,4.62049120015178,39,2025/04/01 00:00:00+00,4.6204912,-74.1971943,Carrera 87C con Calle 71 sur,Bosa,Autolesionado,Motociclista lesionado (1)
-74.0225268,4.7469843001559,40,2025/04/01 00:00:00+00,4.7469843,-74.0225268,"Av Carrera 7 con Calle 170, sentido n?s",Usaquén,Varado,Camioneta (1)
-74.1351657,4.66027400015309,41,2025/04/01 00:00:00+00,4.660274,-74.1351657,"Av Ciudad de Cali con Calle 13C, sentido s?n",Kennedy,Varado,Bus / buseta (1)
-74.0739811999999,4.60684600015136,42,2025/04/01 00:00:00+00,4.606846,-74.0739812,Av Carrera 10 con Calle 19,Los Mártires,Falla semafórica,Intersección semafórica (1)
-74.0450336,4.75859440015627,43,2025/04/01 00:00:00+00,4.7585944,-74.0450336,"Autopista Norte con Calle 100, sentido n?s",Suba,Autolesionado,Motociclista lesionado (1)
-74.1744179999999,4.61693390015166,44,2025/04/01 00:00:00+00,4.6169339,-74.174418,"Carrera 80D con Av Centenario (Calle 13), sentido s?n",Kennedy,Choque simple,Automóvil particular (2)
-74.0674756,4.62592920015193,45,2025/04/01 00:00:00+00,4.6259292,-74.0674756,"Av Carrera 13 con Calle 38, sentido n?s",Santa Fe,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0538941,4.68996340015405,46,2025/04/01 00:00:00+00,4.6899634,-74.0538941,Calle 103A con Carrera 21,Usaquén,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1)
-74.1001764,4.68035670015373,47,2025/04/01 00:00:00+00,4.6803567,-74.1001764,"Av Boyacá con Carrera 15, sentido s?n",Ciudad Bolívar,Varado,Automóvil particular (1)
-74.1618746,4.60232070015119,48,2025/04/01 00:00:00+00,4.6023207,-74.1618746,"Av Boyacá con Av Ciudad de Villavicencio, sentido s?n",Tunjuelito,Autolesionado,Motociclista lesionado (1)
-74.146093,4.70096940015442,49,2025/04/01 00:00:00+00,4.7009694,-74.146093,"Av El Dorado (Calle 26) con Carrera 103, sentido occ?or",Fontibón,Varado,Camión (1)
-74.0484532999999,4.68457150015387,50,2025/04/01 00:00:00+00,4.6845715,-74.0484533,"Carrera 9 con Calle 92, sentido s?n",Chapinero,Atropello,Patineta (1) - Peatón lesionado (1)
-74.0227816,4.73772330015556,51,2025/04/01 00:00:00+00,4.7377233,-74.0227816,"Av Carrera 7 con Calle 163, sentido n?s",Usaquén,Autolesionado,Motociclista lesionado (1)
-74.0640241,4.68743430015396,52,2025/04/01 00:00:00+00,4.6874343,-74.0640241,Carrera 54 con Calle 98A,Barrios Unidos,Autolesionado,Motociclista lesionado (1)
-74.0375791,4.76453280015645,53,2025/04/01 00:00:00+00,4.7645328,-74.0375791,Calle 187 con Carrera 16,Usaquén,Falla semafórica,Intersección semafórica (1)
-74.072171,4.71936380015499,54,2025/04/01 00:00:00+00,4.7193638,-74.072171,Carrera 59B con Calle 129,Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.0498817,4.67357880015348,55,2025/04/01 00:00:00+00,4.6735788,-74.0498817,Carrera 12 con Calle 91 sur,Usme,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.0800199999999,4.6297900001521,56,2025/04/01 00:00:00+00,4.62979,-74.08002,"Av El Dorado (Calle 26) con Carrera 45, sentido or?occ",Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1583411999999,4.63582420015228,57,2025/04/01 00:00:00+00,4.6358242,-74.1583412,Carrera 82 con Calle 26 sur,Kennedy,Choque con lesionado,Motociclista lesionado (2)
-74.1014820999999,4.61282520015151,58,2025/04/01 00:00:00+00,4.6128252,-74.1014821,Carrera 35 con Calle 8 sur,Puente Aranda,Choque con lesionado,Taxi (1) - Automóvil particular (1) - Conductor lesionado (1)
-74.0800199999999,4.6297900001521,59,2025/04/01 00:00:00+00,4.62979,-74.08002,"Av El Dorado (Calle 26) con Carrera 45, sentido or?occ",Teusaquillo,Varado,Automóvil particular (1)
-74.0664009,4.64043720015244,60,2025/04/01 00:00:00+00,4.6404372,-74.0664009,"Calle 53 con Av Caracas, sentido occ?or",Teusaquillo,Atropello,Taxi (1) - Peatón lesionado (1)
-74.1851243999999,4.63266160015219,61,2025/04/01 00:00:00+00,4.6326616,-74.1851244,Av Guayacanes con Calle 54 sur,Bosa,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1)
-74.1181372999999,4.62879130015204,62,2025/04/01 00:00:00+00,4.6287913,-74.1181373,"Av Américas con Carrera 68, sentido or?occ",Kennedy,Choque simple,Automóvil particular (2)
-74.1008484,4.67071460015341,63,2025/04/01 00:00:00+00,4.6707146,-74.1008484,"Av José Celestino Mutis con Carrera 50, sentido or?occ",Barrios Unidos,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.0908639,4.69371890015413,64,2025/04/01 00:00:00+00,4.6937189,-74.0908639,Av Boyacá con Calle 78 bis sur,Usaquén,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.1373421,4.6329175001522,65,2025/04/01 00:00:00+00,4.6329175,-74.1373421,"Av Boyacá con Calle 7A, sentido s?n",Kennedy,Choque simple,Camión (1) - Automóvil particular (1)
-74.1001764,4.68035670015373,66,2025/04/01 00:00:00+00,4.6803567,-74.1001764,"Av Boyacá con Calle 127, sentido s?n",Suba,Choque simple,Camión (1) - Automóvil particular (1)
-74.0925275,4.76082430015631,67,2025/04/01 00:00:00+00,4.7608243,-74.0925275,Carrera 111 con Calle 159A,Suba,Choque con lesionado,Bus SITP (1) - Bicitaxi (1) - Conductor lesionado (1)
-74.165381,4.6828637001538,68,2025/04/01 00:00:00+00,4.6828637,-74.165381,Calle 14C con Carrera 123,Fontibón,Choque simple,Camión (1) - Volqueta (1)
-74.1690575,4.57712580015034,69,2025/04/01 00:00:00+00,4.5771258,-74.1690575,Diagonal 75 sur con Carrera 73B,Ciudad Bolívar,Aprisionamiento,Bus SITP (1) - Pasajero lesionado (1)
-74.1129812,4.66922260015338,70,2025/04/01 00:00:00+00,4.6692226,-74.1129812,"Av El Dorado (Calle 26) con Carrera 73A, sentido occ?or",Engativá,Manifestación,Peatón (10)
-74.043064,4.75339250015612,71,2025/04/01 00:00:00+00,4.7533925,-74.043064,"Autopista Norte con Calle 173, sentido s?n",Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0450336,4.75859440015627,72,2025/04/01 00:00:00+00,4.7585944,-74.0450336,"Autopista Norte con Calle 154, sentido s?n",Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1122114999999,4.5480363001494,73,2025/04/01 00:00:00+00,4.5480363,-74.1122115,Carrera 5F con Calle 49 bis sur,Rafael Uribe Uribe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0470933,4.74528820015584,74,2025/04/01 00:00:00+00,4.7452882,-74.0470933,"Autopista Norte con Calle 164, sentido n?s",Suba,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1)
-74.1618746,4.60232070015119,75,2025/04/01 00:00:00+00,4.6023207,-74.1618746,Av Ciudad de Villavicencio con Av Boyacá,Tunjuelito,Aprisionamiento,Bus articulado / biarticulado (1) - Pasajero lesionado (1)
-74.0874803,4.77915260015692,76,2025/04/01 00:00:00+00,4.7791526,-74.0874803,Carrera 113 con Av La Conejera,Suba,Varado,Vehículo escolar (1)
-74.1011407,4.64935460015269,77,2025/04/01 00:00:00+00,4.6493546,-74.1011407,"Av El Dorado (Calle 26) con Carrera 66, sentido occ?or",Teusaquillo,Choque con lesionado,Camión (1) - Taxi (1) - Motociclista lesionado (1)
-74.1351657,4.66027400015309,78,2025/04/01 00:00:00+00,4.660274,-74.1351657,"Av Ciudad de Cali con Calle 23, sentido s?n",Fontibón,Choque con lesionado,Motocicleta (3) - Motociclista lesionado (2)
-74.0721801999999,4.597448700151,79,2025/04/01 00:00:00+00,4.5974487,-74.0721802,Calle 12 con Carrera 4,La Candelaria,Choque simple,Camión (1) - Automóvil particular (1)
-74.0903876,4.63433500015219,80,2025/04/01 00:00:00+00,4.634335,-74.0903876,"Av Ciudad de Cali con Av El Dorado (Calle 26), sentido n?s",Engativá,Choque con lesionado,Automóvil particular (1) - Patineta (1) - Conductor lesionado (1)
-74.1008484,4.67071460015341,81,2025/04/01 00:00:00+00,4.6707146,-74.1008484,"Av José Celestino Mutis con Carrera 77A, sentido or?occ",Engativá,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.05972,4.67178000015346,82,2025/04/01 00:00:00+00,4.67178,-74.05972,Carrera 15 con Calle 85,Chapinero,Falla semafórica,Intersección semafórica (1)
-74.0856189,4.64867410015269,83,2025/04/01 00:00:00+00,4.6486741,-74.0856189,Carrera 50 con Calle 57B,Teusaquillo,Choque con lesionado,Automóvil particular (2) - Motociclista lesionado (1) - Ciclista lesionado (1)
-74.1402786,4.59824150015103,84,2025/04/01 00:00:00+00,4.5982415,-74.1402786,Calle 40 sur con Carrera 68D,Kennedy,Choque simple,Taxi (1) - Motocicleta (1)
-74.1353857999999,4.64037820015241,85,2025/04/01 00:00:00+00,4.6403782,-74.1353858,"Av Boyacá con Calle 10, sentido s?n",Kennedy,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0457256999999,4.66729950015332,86,2025/04/01 00:00:00+00,4.6672995,-74.0457257,"Av Carrera 7 con Calle 87, sentido n?s",Chapinero,Autolesionado,Patineta (1) - Conductor lesionado (1)
-74.0354488999999,4.82043410015828,87,2025/04/01 00:00:00+00,4.8204341,-74.0354489,"Autopista Norte con Calle 245, sentido n?s",Suba,Choque objeto fijo con lesionado,Camión (2) - Motociclista fallecido (1) - Acompañante fallecido (1)
-74.1127688,4.74413850015583,88,2025/04/01 00:00:00+00,4.7441385,-74.1127688,"Carrera 131 con Calle 133, sentido s?n",Suba,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.073743,4.60313670015121,89,2025/04/01 00:00:00+00,4.6031367,-74.073743,"Carrera 8 con Calle 16, sentido n?s",Santa Fe,Choque simple,Taxi (1) - Automóvil particular (1)
-74.1085396999999,4.64722360015267,90,2025/04/01 00:00:00+00,4.6472236,-74.1085397,"Av Carrera 68 con Calle 22A, sentido s?n",Fontibón,Varado,Bus / buseta (1)
-74.1383398999999,4.61256970015152,91,2025/04/01 00:00:00+00,4.6125697,-74.1383399,Carrera 69B con Calle 36 sur,Kennedy,Choque simple,Maquinaria amarilla (1) - Vehículo de servicio especial (1)
-74.0924573,4.61662490015163,92,2025/04/01 00:00:00+00,4.6166249,-74.0924573,"Carrera 32 con Calle 15, sentido n?s",Puente Aranda,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1)
-74.109178,4.62910180015207,93,2025/04/01 00:00:00+00,4.6291018,-74.109178,"Av Carrera 68 con Av Centenario (Calle 13), sentido s?n",Puente Aranda,Choque simple,Bus SITP (1) - Motocicleta (1)
-74.0444582,4.76336510015641,94,2025/04/01 00:00:00+00,4.7633651,-74.0444582,"Av Carrera 7 con Calle 187, sentido n?s",Usaquén,Varado,Bus SITP (1)
-74.052691,4.69718730015427,95,2025/04/01 00:00:00+00,4.6971873,-74.052691,"Calle 114 con Carrera 21, sentido or?occ",Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1103098999999,4.62221580015183,96,2025/04/01 00:00:00+00,4.6222158,-74.1103099,Carrera 50 con Diagonal 40 sur,Tunjuelito,Choque simple,
-74.1001764,4.68035670015373,97,2025/04/01 00:00:00+00,4.6803567,-74.1001764,"Av Calle 80 con Av Boyacá, sentido or?occ",Engativá,Choque simple,Motocicleta (2)
-74.1351657,4.66027400015309,98,2025/04/01 00:00:00+00,4.660274,-74.1351657,Av Américas con Av Ciudad de Cali,Kennedy,Choque simple,Motocicleta (2)
-74.1435592999999,4.60318280015123,99,2025/04/01 00:00:00+00,4.6031828,-74.1435593,Transversal 72D con Calle 40 sur,Kennedy,Choque simple,Camión (1) - Automóvil particular (1)
-74.0744000999999,4.57000510015014,100,2025/04/01 00:00:00+00,4.5700051,-74.0744001,Calle 12 sur con Carrera 18 este,San Cristóbal,Choque objeto fijo con lesionado,Taxi (1) - Poste (1) - Conductor lesionado (1)
-74.1052878,4.62972360015206,101,2025/04/01 00:00:00+00,4.6297236,-74.1052878,"Carrera 50 con Calle 17, sentido n?s",Puente Aranda,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.128634,4.67594600015359,102,2025/04/01 00:00:00+00,4.675946,-74.128634,"Av La Esperanza con Carrera 95A, sentido or?occ",Fontibón,Choque con lesionado,Motociclista lesionado (2) - Acompañante lesionado (1)
-74.1375414999999,4.54704170014936,103,2025/04/01 00:00:00+00,4.5470417,-74.1375415,Calle 70C sur con Carrera 17A,Ciudad Bolívar,Choque simple,Automóvil particular (2)
-74.1615088,4.64438410015253,104,2025/04/01 00:00:00+00,4.6443841,-74.1615088,"Av Ciudad de Cali con Av Guayacanes, sentido s?n",Kennedy,Choque simple,Camión (1) - Bus SITP (1)
-74.1417743,4.60041950015111,105,2025/04/01 00:00:00+00,4.6004195,-74.1417743,Carrera 68G con Calle 40 sur,Kennedy,Choque simple,Taxi (1) - Motocicleta (1)
-74.1794427,4.62534650015191,106,2025/04/01 00:00:00+00,4.6253465,-74.1794427,Calle 52 sur con Carrera 6,Rafael Uribe Uribe,Choque simple,Automóvil particular (2)
-74.061224,4.65913700015302,107,2025/04/01 00:00:00+00,4.659137,-74.061224,Av Chile (Calle 72) con Carrera 20B,Barrios Unidos,Falla semafórica,Intersección semafórica (3)
-74.0627535,4.62966250015207,108,2025/04/01 00:00:00+00,4.6296625,-74.0627535,Transversal 4 con Calle 43,Chapinero,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1)
-74.05972,4.67178000015346,109,2025/04/01 00:00:00+00,4.67178,-74.05972,"NQS con Calle 85, sentido n?s",Chapinero,Choque con lesionado,Tractocamión (1) - Motociclista lesionado (1)
-74.0608505,4.72680100015521,110,2025/04/01 00:00:00+00,4.726801,-74.0608505,Calle 138 con Carrera 55,Suba,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0763247,4.6088163001514,111,2025/04/01 00:00:00+00,4.6088163,-74.0763247,"Av Caracas con Calle 19, sentido n?s",Los Mártires,Atropello,Motociclista lesionado (1) - Peatón lesionado (1) - Acompañante lesionado (1)
-74.0450336,4.75859440015627,112,2025/04/01 00:00:00+00,4.7585944,-74.0450336,"Autopista Norte con Calle 127, sentido n?s",Suba,"Sustancia química en vía (aceite, ACPM, otros)","Arena, grava, otros (1)"
-74.0789741,4.58254180015055,113,2025/04/01 00:00:00+00,4.5825418,-74.0789741,Carrera 3 con Calle 1,Santa Fe,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.0792823,4.63918680015239,114,2025/04/01 00:00:00+00,4.6391868,-74.0792823,NQS con Calle 52,Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1239083999999,4.5600419001498,115,2025/04/01 00:00:00+00,4.5600419,-74.1239084,"Av Caracas con Carrera 11B, sentido s?n",Rafael Uribe Uribe,Atropello,Bus articulado / biarticulado (1) - Peatón lesionado (1)
-74.1132509999999,4.65069400015275,116,2025/04/01 00:00:00+00,4.650694,-74.113251,Carrera 68D con Calle 22A,Fontibón,Choque simple,Automóvil particular (2)
-74.0391475,4.79728990015754,117,2025/04/01 00:00:00+00,4.7972899,-74.0391475,"Autopista Norte con Calle 222, sentido n?s",Suba,Volcamiento,Camión (1)
-74.1633945999999,4.62242480015182,118,2025/04/01 00:00:00+00,4.6224248,-74.1633946,Av Agoberto Mejía con Calle 42A sur,Kennedy,Choque con lesionado,Bus / buseta (1) - Motociclista lesionado (1)
-74.0889451,4.74075420015566,119,2025/04/01 00:00:00+00,4.7407542,-74.0889451,"Av Suba con Carrera 96, sentido occ?or",Suba,Choque con lesionado,Bus SITP (1) - Camioneta (1) - Motociclista lesionado (1)
-74.0356891,4.68519030015387,120,2025/04/01 00:00:00+00,4.6851903,-74.0356891,"Av Carrera 7 con Calle 106, sentido n?s",Usaquén,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1)
-74.1662729,4.62379680015187,121,2025/04/01 00:00:00+00,4.6237968,-74.1662729,Carrera 80I con Calle 42F sur,Kennedy,Choque con objeto fijo,Taxi (1) - Vivienda (1)
-74.0805232,4.58908620015076,122,2025/04/01 00:00:00+00,4.5890862,-74.0805232,"Carrera 7 con Calle 2, sentido s?n",Santa Fe,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.0600608,4.68592330015392,123,2025/04/01 00:00:00+00,4.6859233,-74.0600608,Calle 98 con Carrera 47A,Barrios Unidos,Choque simple,Volqueta (1) - Automóvil particular (1)
-74.157524,4.62345910015187,124,2025/04/01 00:00:00+00,4.6234591,-74.157524,"Carrera 79 con Calle 11, sentido s?n",Kennedy,Choque simple,Camión (1) - Taxi (1)
-74.0240009999999,4.73153060015538,125,2025/04/01 00:00:00+00,4.7315306,-74.024001,"Av Carrera 7 con Calle 156, sentido n?s",Usaquén,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1525232,4.5436523001493,126,2025/04/01 00:00:00+00,4.5436523,-74.1525232,Calle 74 con Carrera 20,Barrios Unidos,Vehículo mal estacionado,Automóvil particular (10)
-74.0931173,4.58423750015057,127,2025/04/01 00:00:00+00,4.5842375,-74.0931173,Calle 11 sur con Carrera 12A,Antonio Nariño,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1222617999999,4.6297498001521,128,2025/04/01 00:00:00+00,4.6297498,-74.1222618,"Av Carrera 68 con Calle 8, sentido n?s",Kennedy,Autolesionado,Motociclista lesionado (1)
-74.1274610999999,4.56750540015007,129,2025/04/01 00:00:00+00,4.5675054,-74.1274611,"Calle 51 sur con Carrera 18, sentido occ?or",Tunjuelito,Choque simple,Camioneta (1) - Motocicleta (1)
-74.138901,4.56101760014986,130,2025/04/01 00:00:00+00,4.5610176,-74.138901,Calle 61 con Carrera 19,Teusaquillo,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.1544761,4.62200660015179,131,2025/04/01 00:00:00+00,4.6220066,-74.1544761,Carrera 78J con Calle 39 sur,Kennedy,Manifestación,Peatón (10)
-74.1232077,4.60390670015122,132,2025/04/01 00:00:00+00,4.6039067,-74.1232077,Av Primero de Mayo con Carrera 51A,Puente Aranda,Choque simple,Automóvil particular (2)
-74.0926259,4.61509200015161,133,2025/04/01 00:00:00+00,4.615092,-74.0926259,Calle 13 con Carrera 31,Puente Aranda,Choque simple,Automóvil particular (2)
-74.1181372999999,4.62879130015204,134,2025/04/01 00:00:00+00,4.6287913,-74.1181373,"Av Américas con Carrera 79F, sentido or?occ",Kennedy,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.2068591999999,4.6085294001514,135,2025/04/01 00:00:00+00,4.6085294,-74.2068592,Carrera 78C con Calle 78 sur,Bosa,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.1368621999999,4.59908820015106,136,2025/04/01 00:00:00+00,4.5990882,-74.1368622,Carrera 68A con Calle 39F sur,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1730845,4.60664270015134,137,2025/04/01 00:00:00+00,4.6066427,-74.1730845,Carrera 77L con Calle 57D sur,Kennedy,Atropello,Automóvil particular (1) - Peatón lesionado (1)
-74.1191570999999,4.65803570015298,138,2025/04/01 00:00:00+00,4.6580357,-74.1191571,"Av Boyacá con Calle 22D, sentido s?n",Fontibón,Choque simple,Bus SITP (1) - Bus / buseta (1)
-74.1287199,4.7009390001544,139,2025/04/01 00:00:00+00,4.700939,-74.1287199,Calle 64F con Carrera 108,Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
