X,Y,OBJECTID,FECHA_INCIDENTE,LATITUD,LONGITUD,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD
-74.0790916,4.63828180015237,882,2025/04/03 00:00:00+00,4.6382818,-74.0790916,"NQS con Calle 48, sentido s?n",Teusaquillo,Varado,
-74.0978979,4.54342970014926,883,2025/04/03 00:00:00+00,4.5434297,-74.0978979,Calle 48 sur con Carrera 3B este,San Cristóbal,Choque simple,Bus SITP (1) - Taxi (1)
-74.1177312999999,4.74725730015591,884,2025/04/03 00:00:00+00,4.7472573,-74.1177313,Calle 139 con Carrera 145B,Suba,Choque con lesionado,Motocicleta (3) - Motociclista lesionado (1)
-74.1027758,4.62412440015187,885,2025/04/03 00:00:00+00,4.6241244,-74.1027758,Calle 13 con Carrera 44,Chapinero,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.1008484,4.67071460015341,886,2025/04/03 00:00:00+00,4.6707146,-74.1008484,"Av José Celestino Mutis con Carrera 77, sentido or?occ",Engativá,Choque simple,
-74.0720919999999,4.71098860015473,887,2025/04/03 00:00:00+00,4.7109886,-74.072092,Calle 75B sur con Carrera 72,Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0893576,4.57109910015014,888,2025/04/03 00:00:00+00,4.5710991,-74.0893576,"Av Primero de Mayo con Carrera 3 este, sentido s?n",San Cristóbal,Choque simple,Camión (1) - Bus / buseta (1)
-74.1446771,4.59538640015096,889,2025/04/03 00:00:00+00,4.5953864,-74.1446771,Av Boyacá con Autopista Sur,Tunjuelito,Choque con lesionado,Tractocamión (1) - Taxi (1) - Conductor lesionado (1)
-74.1010762,4.65059190015275,890,2025/04/03 00:00:00+00,4.6505919,-74.1010762,Av El Dorado (Calle 26) con Carrera 66A,Teusaquillo,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.0529508,4.75287100015605,891,2025/04/03 00:00:00+00,4.752871,-74.0529508,Calle 170 con Carrera 54,Suba,Autolesionado,Motociclista lesionado (1)
-74.1027758,4.62412440015187,892,2025/04/03 00:00:00+00,4.6241244,-74.1027758,Calle 13 con Carrera 44,Puente Aranda,Choque simple,Motocicleta (2)
-74.0857592,4.69209560015413,893,2025/04/03 00:00:00+00,4.6920956,-74.0857592,Av Calle 80 con Carrera 70,Engativá,Falla semafórica,Intersección semafórica (1)
-74.0667295,4.65824530015299,894,2025/04/03 00:00:00+00,4.6582453,-74.0667295,"Calle 69 con Carrera 20, sentido or?occ",Barrios Unidos,Choque simple,Camión (1) - Automóvil particular (1)
-74.102459,4.50339250014799,895,2025/04/03 00:00:00+00,4.5033925,-74.102459,Carrera 6 este con Calle 88B sur,Usme,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.1008484,4.67071460015341,896,2025/04/03 00:00:00+00,4.6707146,-74.1008484,Av José Celestino Mutis con Carrera 56,Barrios Unidos,Autolesionado,Motociclista lesionado (1)
-74.0675825,4.71740170015491,897,2025/04/03 00:00:00+00,4.7174017,-74.0675825,Calle 129 con Av Las Villas,Suba,Choque simple,Bus SITP (1) - Automóvil particular (1)
-74.1537595,4.63541740015226,898,2025/04/03 00:00:00+00,4.6354174,-74.1537595,"Av Américas con Carrera 80G, sentido or?occ",Kennedy,Varado,Camión (1)
-74.1797584999999,4.60154370015115,899,2025/04/03 00:00:00+00,4.6015437,-74.1797585,Calle 60 sur con Carrera 78,Bosa,Choque simple,Bus / buseta (1) - Automóvil particular (1)
-74.0878288,4.6947594001542,900,2025/04/03 00:00:00+00,4.6947594,-74.0878288,"Av Ciudad de Cali con Av Calle 80, sentido occ?or",Engativá,Choque simple,Automóvil particular (2)
-74.0510766,4.68673800015393,901,2025/04/03 00:00:00+00,4.686738,-74.0510766,"Carrera 9 con Calle 101, sentido s?n",Usaquén,Choque simple,Taxi (1) - Motocicleta (1)
-74.1529327,4.58113330015047,902,2025/04/03 00:00:00+00,4.5811333,-74.1529327,Av Gaitán Cortés con Calle 58D sur,Ciudad Bolívar,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.1292334999999,4.57772720015036,903,2025/04/03 00:00:00+00,4.5777272,-74.1292335,Calle 47B sur con Carrera 24,Tunjuelito,Choque simple,Bus SITP (1) - Motocicleta (1)
-74.1569891,4.57319540015022,904,2025/04/03 00:00:00+00,4.5731954,-74.1569891,Calle 69 bis sur con Carrera 45C,Ciudad Bolívar,Choque con lesionado,Camioneta (1) - Acompañante lesionado (1) - Motociclista lesionado (1)
-74.0463213,4.68510870015389,905,2025/04/03 00:00:00+00,4.6851087,-74.0463213,Calle 101 con Carrera 14,Usaquén,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0409830999999,4.70381910015447,906,2025/04/03 00:00:00+00,4.7038191,-74.0409831,Calle 127 con Carrera 14,Usaquén,Falla semafórica,Intersección semafórica (1)
-74.1034195999999,4.67285430015347,907,2025/04/03 00:00:00+00,4.6728543,-74.1034196,Calle 63 sur con Carrera 71B,Ciudad Bolívar,Choque simple,Camión (2)
-74.0945833,4.5756254001503,908,2025/04/03 00:00:00+00,4.5756254,-74.0945833,"Av Primero de Mayo con Carrera 10, sentido occ?or",Rafael Uribe Uribe,Choque simple,Camioneta (1) - Motocicleta (1)
-74.1008484,4.67071460015341,909,2025/04/03 00:00:00+00,4.6707146,-74.1008484,"Av José Celestino Mutis con Carrera 24, sentido occ?or",Barrios Unidos,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0703804999999,4.67225460015344,910,2025/04/03 00:00:00+00,4.6722546,-74.0703805,"Carrera 50 con Calle 78, sentido or?occ",Barrios Unidos,Choque simple,Automóvil particular (2)
-74.0499699,4.6699537001534,911,2025/04/03 00:00:00+00,4.6699537,-74.0499699,"Carrera 11 con Calle 87, sentido n?s",Chapinero,Autolesionado,Patineta (1) - Conductor lesionado (1)
-74.0968722,4.69968710015436,912,2025/04/03 00:00:00+00,4.6996871,-74.0968722,"Av Calle 80 con Carrera 77, sentido or?occ",Engativá,Choque con lesionado,Taxi (1) - Motociclista lesionado (2)
-74.0529508,4.75287100015605,913,2025/04/03 00:00:00+00,4.752871,-74.0529508,Calle 170 con Carrera 54,Suba,Autolesionado,Motociclista lesionado (1)
-74.1615088,4.64438410015253,914,2025/04/03 00:00:00+00,4.6443841,-74.1615088,Av Ciudad de Cali con Av Guayacanes,Kennedy,Choque simple,Automóvil particular (2)
-74.1665998999999,4.68156990015376,915,2025/04/03 00:00:00+00,4.6815699,-74.1665999,Carrera 85A con Calle 14B,Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1200267999999,4.60471870015125,916,2025/04/03 00:00:00+00,4.6047187,-74.1200268,Carrera 50 con Calle 18 sur,Puente Aranda,Choque simple,Motocicleta (1) - Bicicleta (1)
-74.1568341999999,4.59294350015087,917,2025/04/03 00:00:00+00,4.5929435,-74.1568342,Calle 60 sur con Carrera 66,Ciudad Bolívar,Choque con lesionado,Camioneta (1) - Motociclista lesionado (2)
-74.1537595,4.63541740015226,918,2025/04/03 00:00:00+00,4.6354174,-74.1537595,Av Américas con Carrera 80G,Kennedy,Choque simple,Tractocamión (1) - Automóvil particular (1)
-74.0720919999999,4.71098860015473,919,2025/04/03 00:00:00+00,4.7109886,-74.072092,Calle 21 sur con Carrera 11B este,San Cristóbal,Atropello,Motociclista lesionado (1) - Peatón lesionado (1)
-74.0840001999999,4.69681330015424,920,2025/04/03 00:00:00+00,4.6968133,-74.0840002,"Av Boyacá con Calle 95, sentido n?s",Suba,Choque simple,
-74.0450336,4.75859440015627,921,2025/04/03 00:00:00+00,4.7585944,-74.0450336,"Autopista Norte con Calle 127, sentido n?s",Suba,Choque simple,Camión (1) - Taxi (1)
-74.1169500999999,4.72131660015503,922,2025/04/03 00:00:00+00,4.7213166,-74.1169501,Carrera 112 bis con Calle 81A,Engativá,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1)
-74.1125360999999,4.67923790015367,923,2025/04/03 00:00:00+00,4.6792379,-74.1125361,"Transversal 85 con Calle 53, sentido n?s",Engativá,Choque simple,Bus SITP (1) - Motocicleta (1)
-74.121946,4.6241741001519,924,2025/04/03 00:00:00+00,4.6241741,-74.121946,"Carrera 65A con Calle 4B, sentido s?n",Puente Aranda,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0481920999999,4.74283000015574,925,2025/04/03 00:00:00+00,4.74283,-74.0481921,"Calle 153 con Autopista Norte, sentido or?occ",Suba,Choque simple,Automóvil particular (2)
-74.1660952,4.62103500015181,926,2025/04/03 00:00:00+00,4.621035,-74.1660952,"Av Agoberto Mejía con Av Ciudad de Villavicencio, sentido s?n",Kennedy,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.0371496,4.80945460015791,927,2025/04/03 00:00:00+00,4.8094546,-74.0371496,"Autopista Norte con Calle 235, sentido n?s",Suba,Varado,Cabezote (1)
-74.146093,4.70096940015442,928,2025/04/03 00:00:00+00,4.7009694,-74.146093,"Av El Dorado (Calle 26) con Carrera 92, sentido occ?or",Fontibón,Choque simple,Camioneta (1) - Taxi (1)
-74.1395153999999,4.66318740015314,929,2025/04/03 00:00:00+00,4.6631874,-74.1395154,"Av Centenario (Calle 13) con Carrera 119, sentido or?occ",Fontibón,Varado,Tractocamión (1)
-74.1050549999999,4.65917400015305,930,2025/04/03 00:00:00+00,4.659174,-74.105055,Diagonal 44 con Carrera 69,Engativá,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1380005999999,4.61968540015173,931,2025/04/03 00:00:00+00,4.6196854,-74.1380006,Calle 4 con Carrera 42,Puente Aranda,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0729022,4.66634950015324,932,2025/04/03 00:00:00+00,4.6663495,-74.0729022,Calle 71C con Carrera 29B,Barrios Unidos,"Caída de objetos en vía (árbol, cables, otros)",Cables (1)
-74.1615088,4.64438410015253,933,2025/04/03 00:00:00+00,4.6443841,-74.1615088,Av Guayacanes con Calle 1,Kennedy,Falla semafórica,Intersección semafórica (1)
-74.1607314,4.64538600015256,934,2025/04/03 00:00:00+00,4.645386,-74.1607314,Av Guayacanes con Calle 6,Kennedy,Choque simple,Automóvil particular (1) - Bicitaxi (1)
-74.0605239,4.7138209001548,935,2025/04/03 00:00:00+00,4.7138209,-74.0605239,Carrera 53A con Calle 128A,Suba,"Caída de objetos en vía (árbol, cables, otros)",Cables (1)
-74.1548242,4.5758213001503,936,2025/04/03 00:00:00+00,4.5758213,-74.1548242,"Av Ciudad de Villavicencio con Carrera 47, sentido occ?or",Ciudad Bolívar,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1452171999999,4.67220900015347,937,2025/04/03 00:00:00+00,4.672209,-74.1452172,Calle 17 con Carrera 99,Fontibón,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.0792823,4.63918680015239,938,2025/04/03 00:00:00+00,4.6391868,-74.0792823,"NQS con Calle 52, sentido n?s",Teusaquillo,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1)
-74.0903876,4.63433500015219,939,2025/04/03 00:00:00+00,4.634335,-74.0903876,"NQS con Av El Dorado (Calle 26), sentido s?n",Teusaquillo,Choque simple,Taxi (1) - Motocicleta (1)
-74.1071507,4.4985951001478,940,2025/04/03 00:00:00+00,4.4985951,-74.1071507,Calle 90D sur con Carrera 1 este,Usme,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1)
-74.0934447,4.71340420015482,941,2025/04/03 00:00:00+00,4.7134042,-74.0934447,"Av Ciudad de Cali con Calle 99, sentido n?s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.1230990999999,4.64080130015241,942,2025/04/03 00:00:00+00,4.6408013,-74.1230991,"Av Centenario (Calle 13) con Carrera 80A, sentido or?occ",Fontibón,Choque simple,
-74.0778215,4.65474840015291,943,2025/04/03 00:00:00+00,4.6547484,-74.0778215,"NQS con Calle 63C, sentido n?s",Teusaquillo,Choque simple,
-74.0690633999999,4.65604570015293,944,2025/04/03 00:00:00+00,4.6560457,-74.0690634,Carrera 21 con Calle 66,Barrios Unidos,"Caída de objetos en vía (árbol, cables, otros)",Poste (1)
-74.1375628,4.67136480015342,945,2025/04/03 00:00:00+00,4.6713648,-74.1375628,"Carrera 96C con Calle 20F, sentido n?s",Fontibón,Atropello,Bus SITP (1) - Peatón lesionado (1)
-74.0324975999999,4.72060930015502,946,2025/04/03 00:00:00+00,4.7206093,-74.0324976,Carrera 9 con Calle 143,Usaquén,Autolesionado,Motociclista lesionado (1)
-74.1951238999999,4.62396770015187,947,2025/04/03 00:00:00+00,4.6239677,-74.1951239,Carrera 88 con Calle 68B sur,Bosa,Aprisionamiento,Peatón lesionado (1)
-74.0741366999999,4.688102000154,948,2025/04/03 00:00:00+00,4.688102,-74.0741367,"Av Carrera 68 con Calle 98, sentido s?n",Barrios Unidos,Choque simple,Vehículo escolar (1) - Camioneta (1)
-74.1453041999999,4.68524790015387,949,2025/04/03 00:00:00+00,4.6852479,-74.1453042,Carrera 111 con Calle 22J,Fontibón,Choque simple,Taxi (1) - Automóvil particular (1)
-74.0570896999999,4.719359000155,950,2025/04/03 00:00:00+00,4.719359,-74.0570897,Carrera 51 con Calle 134,Suba,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1001764,4.68035670015373,951,2025/04/03 00:00:00+00,4.6803567,-74.1001764,Av Boyacá con Calle 127,Suba,Choque simple,Camioneta (1) - Automóvil particular (1)
-74.1874976999999,4.62827180015203,952,2025/04/03 00:00:00+00,4.6282718,-74.1874977,Calle 56F sur con Carrera 88F,Bosa,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1247938,4.71780390015493,953,2025/04/03 00:00:00+00,4.7178039,-74.1247938,Calle 77 bis con Carrera 114,Engativá,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1)
-74.0720919999999,4.71098860015473,954,2025/04/03 00:00:00+00,4.7109886,-74.072092,Carrera 33 con Calle 39A sur,Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)
-74.1395934,4.57304090015021,955,2025/04/03 00:00:00+00,4.5730409,-74.1395934,"Av Boyacá con Carrera 24, sentido s?n",Tunjuelito,Inundación / espejo de agua,Espejo de agua (1)
-74.179387,4.59675590015101,956,2025/04/03 00:00:00+00,4.5967559,-74.179387,"Calle 63 sur con Autopista Sur, sentido n?s",Bosa,Autolesionado,Motociclista lesionado (1)
-74.1547922999999,4.66772850015332,958,2025/04/03 00:00:00+00,4.6677285,-74.1547923,Carrera 100 con Calle 15A,Fontibón,Choque con lesionado,Volqueta (1) - Motociclista lesionado (1)
-74.1278147,4.7390275001556,959,2025/04/03 00:00:00+00,4.7390275,-74.1278147,Carrera 158A con Calle 131,Suba,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1351657,4.66027400015309,960,2025/04/03 00:00:00+00,4.660274,-74.1351657,"Av Calle 80 con Av Ciudad de Cali, sentido occ?or",Engativá,Autolesionado,Motociclista lesionado (1)
-74.0574619,4.72557900015518,961,2025/04/03 00:00:00+00,4.725579,-74.0574619,Calle 138 con Carrera 54,Suba,Autolesionado,Motociclista lesionado (1)
-74.0808825999999,4.67210580015346,962,2025/04/03 00:00:00+00,4.6721058,-74.0808826,Carrera 60 con Calle 70C,Barrios Unidos,Explosión,Vivienda (1)
-74.125267,4.67204830015343,963,2025/04/03 00:00:00+00,4.6720483,-74.125267,Av Ciudad de Cali con Av La Esperanza,Fontibón,Choque simple,Tractocamión (1) - Automóvil particular (1)
-74.1079154,4.63195460015213,964,2025/04/03 00:00:00+00,4.6319546,-74.1079154,"Calle 17 con Carrera 55, sentido occ?or",Puente Aranda,Choque simple,Automóvil particular (2)
-74.091103,4.65430580015286,965,2025/04/03 00:00:00+00,4.6543058,-74.091103,"Carrera 60 con Calle 64A, sentido n?s",Barrios Unidos,Choque simple,
-74.0762166,4.66985680015338,966,2025/04/03 00:00:00+00,4.6698568,-74.0762166,Av Chile (Calle 72) con Diagonal 71 bis,Barrios Unidos,Choque simple,
-74.1218949,4.63063930015209,967,2025/04/03 00:00:00+00,4.6306393,-74.1218949,Av Carrera 68 con Calle 9,Kennedy,Choque simple,Automóvil particular (2)
-74.0962254,4.74674170015586,968,2025/04/03 00:00:00+00,4.7467417,-74.0962254,"Av Ciudad de Cali con Av Suba, sentido s?n",Suba,Choque simple,Taxi (2)
-74.1272544,4.74118940015571,969,2025/04/03 00:00:00+00,4.7411894,-74.1272544,Calle 132D con Carrera 157,Suba,Choque con lesionado,Bus SITP (1) - Ciclista lesionado (1)
-74.0896913,4.59952230015109,970,2025/04/03 00:00:00+00,4.5995223,-74.0896913,"Av Comuneros con Carrera 15A, sentido occ?or",Los Mártires,Choque con lesionado,Bus articulado / biarticulado (1) - Motociclista lesionado (1)
-74.1684339,4.58561270015066,971,2025/04/03 00:00:00+00,4.5856127,-74.1684339,Carrera 73 con Calle 64A sur,Ciudad Bolívar,Choque simple,Bus SITP (1) - Automóvil particular (1)
-74.0784037,4.57784250015036,972,2025/04/03 00:00:00+00,4.5778425,-74.0784037,Carrera 3 este con Calle 6C sur,San Cristóbal,Atropello,Camión (1) - Peatón lesionado (1)
-74.0892059999999,4.63396170015221,973,2025/04/03 00:00:00+00,4.6339617,-74.089206,"Av El Dorado (Calle 26) con Carrera 40, sentido or?occ",Teusaquillo,Choque simple,
-74.0581045,4.6836003001538,974,2025/04/03 00:00:00+00,4.6836003,-74.0581045,"Autopista Norte con Calle 95, sentido s?n",Barrios Unidos,Aprisionamiento,Bus articulado / biarticulado (1) - Pasajero lesionado (1)
-74.132758,4.65600500015293,975,2025/04/03 00:00:00+00,4.656005,-74.132758,Carrera 80A con Av Centenario (Calle 13),Fontibón,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1)
-74.0434582,4.68255170015378,976,2025/04/03 00:00:00+00,4.6825517,-74.0434582,Carrera 11 con Calle 100,Usaquén,Autolesionado,Patineta (1) - Conductor lesionado (1)
-74.1813248,4.62200210015181,977,2025/04/03 00:00:00+00,4.6220021,-74.1813248,"Av Ciudad de Cali con Calle 55, sentido n?s",Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0375902,4.719795300155,978,2025/04/03 00:00:00+00,4.7197953,-74.0375902,"Carrera 12 con Calle 140, sentido s?n",Usaquén,Choque simple,Automóvil particular (1) - Taxi (1)
-74.109178,4.62910180015207,979,2025/04/03 00:00:00+00,4.6291018,-74.109178,"Av Centenario (Calle 13) con Av Boyacá, sentido occ?or",Fontibón,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.0162869,4.6706751001534,980,2025/04/03 00:00:00+00,4.6706751,-74.0162869,"Vía Bogotá - La Calera con km 5,5",Chapinero,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.065503,4.63773200015232,981,2025/04/03 00:00:00+00,4.637732,-74.065503,"Carrera 13 con Calle 40, sentido s?n",Chapinero,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1406886999999,4.61764180015169,982,2025/04/03 00:00:00+00,4.6176418,-74.1406887,Carrera 72K con Calle 34 sur,Kennedy,Choque simple,Camión (1) - Automóvil particular (1)
-74.067279,4.60238960015117,983,2025/04/03 00:00:00+00,4.6023896,-74.067279,Av Calle 19 con Carrera 3,Santa Fe,Vehículo mal estacionado,
-74.1514926,4.5511908001495,984,2025/04/03 00:00:00+00,4.5511908,-74.1514926,Carrera 18L con Calle 69T sur,Ciudad Bolívar,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.1065508999999,4.63351230015221,985,2025/04/03 00:00:00+00,4.6335123,-74.1065509,Carrera 55 con Calle 18,Puente Aranda,Choque simple,Automóvil particular (2)
-74.1305462999999,4.64641260015264,986,2025/04/03 00:00:00+00,4.6464126,-74.1305463,"Av Boyacá con Calle 15, sentido n?s",Kennedy,Choque simple,
-74.109178,4.62910180015207,987,2025/04/03 00:00:00+00,4.6291018,-74.109178,"Av Centenario (Calle 13) con Av Boyacá, sentido occ?or",Fontibón,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.1605618,4.62027690015174,988,2025/04/03 00:00:00+00,4.6202769,-74.1605618,Carrera 79 con Calle 41F sur,Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.1214583999999,4.63167010015215,989,2025/04/03 00:00:00+00,4.6316701,-74.1214584,"Av Carrera 68 con Calle 9C, sentido n?s",Kennedy,Choque simple,
-74.1079195999999,4.7173445001549,990,2025/04/03 00:00:00+00,4.7173445,-74.1079196,Diagonal 86A con Carrera 102,Engativá,Choque simple,Automóvil particular (2)
-74.1091443999999,4.64624650015264,991,2025/04/03 00:00:00+00,4.6462465,-74.1091444,"Av Calle 80 con Av Carrera 68, sentido or?occ",Engativá,Choque con lesionado,Motociclista lesionado (2)
-74.0790916,4.63828180015237,992,2025/04/03 00:00:00+00,4.6382818,-74.0790916,"NQS con Calle 48, sentido s?n",Teusaquillo,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1)
-74.1347507,4.61225400015151,993,2025/04/03 00:00:00+00,4.612254,-74.1347507,Calle 31 sur con Carrera 69,Kennedy,Choque simple,Automóvil particular (2)
-74.124673,4.72609050015521,994,2025/04/03 00:00:00+00,4.7260905,-74.124673,"Av Calle 80 con Carrera 119, sentido or?occ",Engativá,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.1902233,4.60082540015116,995,2025/04/03 00:00:00+00,4.6008254,-74.1902233,Calle 69B sur con Carrera 78,Bosa,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1320933,4.61987290015178,996,2025/04/03 00:00:00+00,4.6198729,-74.1320933,Calle 3 con Carrera 1,Santa Fe,Choque simple,Automóvil particular (1) - Bicicleta (1)
-74.1010517,4.55816520014977,997,2025/04/03 00:00:00+00,4.5581652,-74.1010517,Diagonal 36 sur con Carrera 16B,Rafael Uribe Uribe,"Sustancia química en vía (aceite, ACPM, otros)",Aceite (1)
-74.1238726999999,4.64760160015264,998,2025/04/03 00:00:00+00,4.6476016,-74.1238727,Calle 17A con Carrera 69F,Fontibón,Autolesionado,Motociclista lesionado (1)
-74.0814953999999,4.70165310015441,999,2025/04/03 00:00:00+00,4.7016531,-74.0814954,Av Boyacá con Av Pepe Sierra,Suba,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1949071,4.61243940015149,1000,2025/04/03 00:00:00+00,4.6124394,-74.1949071,Carrera 82 con Calle 71A sur,Bosa,Choque simple,Camión (1) - Automóvil particular (1)
-74.1618746,4.60232070015119,1001,2025/04/03 00:00:00+00,4.6023207,-74.1618746,Av Ciudad de Villavicencio con Autopista Sur,Ciudad Bolívar,Choque simple,Automóvil particular (2)
-74.0689978,4.66761030015329,1002,2025/04/03 00:00:00+00,4.6676103,-74.0689978,Diagonal 74A bis con Carrera 28A,Barrios Unidos,Choque con lesionado,Motocicleta (2) - Conductor lesionado (1)
-74.1293879,4.68579310015392,1003,2025/04/03 00:00:00+00,4.6857931,-74.1293879,Carrera 98 con Calle 25G,Fontibón,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.1198110999999,4.67427170015355,1004,2025/04/03 00:00:00+00,4.6742717,-74.1198111,Calle 25G con Carrera 85B,Fontibón,Choque simple,Automóvil particular (2)
-74.0619697,4.65506740015292,1005,2025/04/03 00:00:00+00,4.6550674,-74.0619697,NQS con Calle 69,Barrios Unidos,Choque simple,Bus SITP (1) - Bus / buseta (1)
-74.1181372999999,4.62879130015204,1006,2025/04/03 00:00:00+00,4.6287913,-74.1181373,Av Américas con Carrera 45,Puente Aranda,Choque simple,Automóvil particular (2)
-74.1008484,4.67071460015341,1007,2025/04/03 00:00:00+00,4.6707146,-74.1008484,"Av José Celestino Mutis con Carrera 35, sentido or?occ",Barrios Unidos,Autolesionado,Motociclista lesionado (1)
-74.1129602,4.6515420001528,1008,2025/04/03 00:00:00+00,4.651542,-74.1129602,Carrera 68D con Calle 22C,Fontibón,Choque simple,Automóvil particular (2)
-74.0430974,4.69643050015427,1009,2025/04/03 00:00:00+00,4.6964305,-74.0430974,"Carrera 15 con Calle 116, sentido s?n",Usaquén,Choque simple,Automóvil particular (1) - Taxi (1)
-74.0871529999999,4.58612160015067,1010,2025/04/03 00:00:00+00,4.5861216,-74.087153,Av Carrera 10 con Calle 3 sur,San Cristóbal,Choque con lesionado,Motociclista lesionado (2) - Acompañante lesionado (2) - Automóvil particular (1)
-74.1474095999999,4.59496470015094,1011,2025/04/03 00:00:00+00,4.5949647,-74.1474096,"Autopista Sur con Carrera 57, sentido or?occ",Kennedy,Varado,
-74.0792823,4.63918680015239,1012,2025/04/03 00:00:00+00,4.6391868,-74.0792823,"NQS con Calle 13A, sentido n?s",Puente Aranda,Choque con lesionado,
-74.0909177,4.68909650015401,1013,2025/04/03 00:00:00+00,4.6890965,-74.0909177,Calle 74D con Carrera 70G,Engativá,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1)
-74.1435774,4.65243460015281,1014,2025/04/03 00:00:00+00,4.6524346,-74.1435774,"Av Ciudad de Cali con Calle 11B, sentido n?s",Kennedy,Choque simple,Motocicleta (1) - Bicicleta (1)
-74.1378642999999,4.58886020015075,1015,2025/04/03 00:00:00+00,4.5888602,-74.1378643,Carrera 38 con Calle 50B sur,Tunjuelito,Choque simple,Automóvil particular (2)
-74.1282146999999,4.68695430015391,1016,2025/04/03 00:00:00+00,4.6869543,-74.1282147,Av El Dorado (Calle 26) con Carrera 98,Fontibón,Choque simple,Motocicleta (1) - Bicicleta (1)
-74.1756372,4.59186240015081,1017,2025/04/03 00:00:00+00,4.5918624,-74.1756372,Calle 60A sur con Carrera 75A,Ciudad Bolívar,Choque con objeto fijo,Automóvil particular (1) - Vivienda (1)
-74.1272544,4.74118940015571,1018,2025/04/03 00:00:00+00,4.7411894,-74.1272544,"Calle 132D con Carrera 157, sentido or?occ",Suba,Choque simple,Bus / buseta (1) - Bicicleta (1)
-74.1869361999999,4.64057230015241,1019,2025/04/03 00:00:00+00,4.6405723,-74.1869362,Calle 52 sur con Carrera 97C,Bosa,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1)
-74.1351657,4.66027400015309,1020,2025/04/03 00:00:00+00,4.660274,-74.1351657,"Av Ciudad de Cali con Av Américas, sentido s?n",Kennedy,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.1078199,4.65092440015278,1021,2025/04/03 00:00:00+00,4.6509244,-74.1078199,"Av La Esperanza con Carrera 68A, sentido n?s",Fontibón,Choque simple,Bus / buseta (1) - Motocicleta (1)
-74.0903876,4.63433500015219,1022,2025/04/03 00:00:00+00,4.634335,-74.0903876,"Av Boyacá con Av El Dorado (Calle 26), sentido s?n",Fontibón,Choque simple,
-74.0975035,4.64862950015266,1023,2025/04/03 00:00:00+00,4.6486295,-74.0975035,"Carrera 60 con Calle 42, sentido n?s",Teusaquillo,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0945174999999,4.71009170015466,1024,2025/04/03 00:00:00+00,4.7100917,-74.0945175,"Calle 90 con Av Ciudad de Cali, sentido or?occ",Engativá,Choque simple,Camión (1) - Camioneta (1)
-74.0830073,4.56912770015007,1025,2025/04/03 00:00:00+00,4.5691277,-74.0830073,"Carrera 2 con Calle 17A sur, sentido n?s",San Cristóbal,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (2) - Acompañante lesionado (2)
