X,Y,OBJECTID,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.0283489999999,4.74219660000006,9908,Calle 165 con Carrera 8F,Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.7421966,-74.028349
-74.0997594,4.57934030000007,9909,"Av Primero de Mayo con Carrera 12D, sentido or→occ",Antonio Nariño,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/07/23 00:00:00+00,4.5793403,-74.0997594
-74.1351657,4.66027400000007,9910,"Av Ciudad de Cali con Calle 22A, sentido n→s",Fontibón,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/23 00:00:00+00,4.660274,-74.1351657
-74.09441,4.58564030000002,9911,"Av Caracas con Calle 11 sur, sentido s→n",Antonio Nariño,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/07/23 00:00:00+00,4.5856403,-74.09441
-74.0939794,4.72656340000003,9912,Calle 129B con Carrera 95,Suba,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/07/23 00:00:00+00,4.7265634,-74.0939794
-74.114682,4.66183120000005,9913,Carrera 69B con Calle 24B,Fontibón,Choque con lesionado,Automóvil particular (1) - Conductor lesionado (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6618312,-74.114682
-74.1351657,4.66027400000007,9914,"Av Ciudad de Cali con Av Guayacanes, sentido n→s",Kennedy,Choque simple,Vehículo escolar (1) - Taxi (1),Sin lesionados,2025/07/23 00:00:00+00,4.660274,-74.1351657
-74.019712,4.66957040000005,9915,"Calle 100 con Carrera 9, sentido s→n",Usaquén,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/07/23 00:00:00+00,4.6695704,-74.019712
-74.0892198,4.56356270000003,9916,Carrera 2A este con Calle 28 sur,San Cristóbal,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.5635627,-74.0892198
-74.0623530999999,4.60333260000004,9917,"Calle 22 con Carrera 1 este, sentido occ→or",Santa Fe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6033326,-74.0623531
-74.0893743,4.56260220000007,9918,Carrera 3A con Calle 29 sur,San Cristóbal,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),,2025/07/23 00:00:00+00,4.5626022,-74.0893743
-74.1716541,4.63717160000004,9919,Calle 42A sur con Av Guayacanes,Kennedy,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/07/23 00:00:00+00,4.6371716,-74.1716541
-74.1300668,4.64613250000002,9920,"Av Boyacá con Calle 12B, sentido n→s",Kennedy,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6461325,-74.1300668
-74.1929787,4.60959520000006,9921,Calle 70 bis sur con Carrera 68C,Bosa,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado,Con lesionados,2025/07/23 00:00:00+00,4.6095952,-74.1929787
-74.0594196,4.71538950000007,9922,Calle 128C con Carrera 94,Suba,Autolesionado,Motociclista lesionado (1),,2025/07/23 00:00:00+00,4.7153895,-74.0594196
-74.0954892999999,4.70381970000005,9923,Diagonal 83 con Carrera 81A,Engativá,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.7038197,-74.0954893
-74.0778692,4.59022940000006,9924,"Av Comuneros con Carrera 44, sentido or→occ",Puente Aranda,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/23 00:00:00+00,4.5902294,-74.0778692
-74.1327333,4.60560050000004,9925,Carrera 68A con Calle 35A sur,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6056005,-74.1327333
-74.1442565999999,4.68885710000006,9926,Carrera 113 con Calle 23G,Fontibón,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/07/23 00:00:00+00,4.6888571,-74.1442566
-74.1316955,4.60470210000005,9927,Av Carrera 68 con Calle 37 sur,Puente Aranda,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6047021,-74.1316955
-74.0792823,4.63918680000006,9928,"Av Américas con NQS, sentido or→occ",Teusaquillo,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/23 00:00:00+00,4.6391868,-74.0792823
-74.1086218999999,4.66931940000006,9929,Calle 51 con Av Boyacá,Engativá,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/07/23 00:00:00+00,4.6693194,-74.1086219
-74.0943277,4.72037140000003,9930,Carrera 93 con Calle 127B,Suba,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1),,2025/07/23 00:00:00+00,4.7203714,-74.0943277
-74.0778692,4.59022940000006,9931,"Av Carrera 10 con Av Comuneros, sentido n→s",Santa Fe,Choque simple,Camioneta (1) - Taxi (1),Sin lesionados,2025/07/23 00:00:00+00,4.5902294,-74.0778692
-74.1369726999999,4.55362970000004,9932,"Av Boyacá con Calle 65 sur, sentido n→s",Ciudad Bolívar,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.5536297,-74.1369727
-74.0725363999999,4.60906850000003,9933,"Carrera 48 con Calle 22, sentido n→s",Teusaquillo,Choque simple,Camión (2),Sin lesionados,2025/07/23 00:00:00+00,4.6090685,-74.0725364
-74.1239428,4.55757540000008,9934,Calle 53 sur con Carrera 10,Tunjuelito,Choque simple,Motocicleta (2),Sin lesionados,2025/07/23 00:00:00+00,4.5575754,-74.1239428
-74.1091443999999,4.64624650000007,9935,"Av Primero de Mayo con Av Carrera 68, sentido or→occ",Kennedy,Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6462465,-74.1091444
-74.1070071999999,4.57231600000006,9936,Calle 31F sur con Carrera 3,San Cristóbal,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/07/23 00:00:00+00,4.572316,-74.1070072
-74.1537148,4.61956210000005,9937,Calle 40B sur con Carrera 12A,Rafael Uribe Uribe,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6195621,-74.1537148
-74.1241363,4.57626170000003,9938,Calle 44 sur con Carrera 21,Rafael Uribe Uribe,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/23 00:00:00+00,4.5762617,-74.1241363
-74.1535895,4.59609840000007,9939,"Autopista Sur con Carrera 63, sentido or→occ",Kennedy,Choque simple,,Sin lesionados,2025/07/23 00:00:00+00,4.5960984,-74.1535895
-74.0967084,4.56197620000006,9940,Calle 32 bis sur con Carrera 3B,San Cristóbal,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),,2025/07/23 00:00:00+00,4.5619762,-74.0967084
-74.1441325,4.60130970000006,9941,"Av Boyacá con Calle 43A sur, sentido n→s",Kennedy,Choque simple,,Sin lesionados,2025/07/23 00:00:00+00,4.6013097,-74.1441325
-74.0791229,4.60811500000005,9942,Calle 17 con Carrera 16,Los Mártires,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.608115,-74.0791229
-74.1588576,4.62678820000002,9943,Carrera 80 con Calle 38C sur,Kennedy,Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6267882,-74.1588576
-74.1113627999999,4.65690690000002,9944,Carrera 69B con Calle 24A,Fontibón,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),,2025/07/23 00:00:00+00,4.6569069,-74.1113628
-74.0994838,4.58423800000003,9945,"Carrera 16 con Calle 17 sur, sentido n→s",Antonio Nariño,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/07/23 00:00:00+00,4.584238,-74.0994838
-74.0311396,4.70297550000004,9946,Calle 127 con Carrera 7C,Usaquén,Choque con lesionado,Taxi (1) - Vehículo de servicio oficial (1) - Conductor lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.7029755,-74.0311396
-74.0943473999999,4.68844820000004,9947,"Av Boyacá con Calle 73 sur, sentido n→s",Usme,Choque simple,,Sin lesionados,2025/07/23 00:00:00+00,4.6884482,-74.0943474
-74.0672058,4.70205060000006,9948,Av Pepe Sierra con Carrera 55,Suba,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/23 00:00:00+00,4.7020506,-74.0672058
-74.1588576,4.62678820000002,9949,"Av Agoberto Mejía con Calle 38C sur, sentido n→s",Kennedy,Choque simple,,Sin lesionados,2025/07/23 00:00:00+00,4.6267882,-74.1588576
-74.1351657,4.66027400000007,9950,Av Américas con Av Ciudad de Cali,Kennedy,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.660274,-74.1351657
-74.0932541,4.61218020000007,9951,"Calle 12 con NQS, sentido or→occ",Puente Aranda,Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/07/23 00:00:00+00,4.6121802,-74.0932541
-74.1068031999999,4.51185880000003,9952,Carrera 3A con Calle 76C sur,Usaquén,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.5118588,-74.1068032
-74.1413262999999,4.67158900000004,9953,"Av Centenario (Calle 13) con Carrera 96H, sentido occ→or",Fontibón,Choque con lesionado,Tractocamión (1) - Motociclista fallecido (1),Fallecido en vía (980),2025/07/23 00:00:00+00,4.671589,-74.1413263
-74.0946427,4.74488690000004,9954,Av El Dorado (Calle 26) con Carrera 103B,Fontibón,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/23 00:00:00+00,4.7448869,-74.0946427
-74.2069693,4.61257340000003,9955,Calle 83 sur con Carrera 80N,Bosa,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/23 00:00:00+00,4.6125734,-74.2069693
-74.1014824,4.62294980000007,9956,"NQS con Calle 13, sentido s→n",Los Mártires,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6229498,-74.1014824
-74.1917996999999,4.60243890000004,9957,Carrera 78C con Calle 70 sur,Bosa,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6024389,-74.1917997
-74.1172829,4.59992450000004,9958,"Av Primero de Mayo con Carrera 39, sentido occ→or",Puente Aranda,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.5999245,-74.1172829
-74.0519541,4.67674530000005,9959,Carrera 15 con Calle 93,Chapinero,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6767453,-74.0519541
-74.0466671,4.75317820000004,9960,"Autopista Norte con Calle 191, sentido s→n",Usaquén,Choque simple,Bus / buseta (1) - Automóvil particular (1),Sin lesionados,2025/07/23 00:00:00+00,4.7531782,-74.0466671
-74.1555175,4.57301990000008,9961,Calle 68F sur con Carrera 50A,Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.5730199,-74.1555175
-74.1208894,4.54859590000007,9962,Av Caracas con Carrera 5D,Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.5485959,-74.1208894
-74.0896913,4.59952230000005,9963,"Av Comuneros con Av Carrera 10, sentido occ→or",Santa Fe,Choque con lesionado,Taxi (3) - Conductor lesionado (3) - Acompañante lesionado (2),Con lesionados,2025/07/23 00:00:00+00,4.5995223,-74.0896913
-74.1537954999999,4.66044850000003,9964,Carrera 98 con Calle 2,Kennedy,Choque con lesionado,Automóvil particular (2) - Ciclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6604485,-74.1537955
-74.1378,4.63044000000002,9965,"Av Boyacá con Av Américas, sentido n→s",Kennedy,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.63044,-74.1378
-74.146093,4.70096940000008,9966,"Av Ciudad de Cali con Av El Dorado (Calle 26), sentido n→s",Engativá,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (2),Con lesionados,2025/07/23 00:00:00+00,4.7009694,-74.146093
-74.1091345999999,4.68982580000005,9967,Av Ciudad de Cali con Calle 66A,Engativá,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/07/23 00:00:00+00,4.6898258,-74.1091346
-74.0747679999999,4.73242200000004,9968,Carrera 76 con Av Suba,Suba,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1) - Cables (1),Sin lesionados,2025/07/23 00:00:00+00,4.732422,-74.074768
-74.0671713,4.69071260000004,9969,Carrera 63 con Calle 103,Suba,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/23 00:00:00+00,4.6907126,-74.0671713
-74.1428008999999,4.59539990000007,9970,"Carrera 55 con Autopista Sur, sentido n→s",Kennedy,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.5953999,-74.1428009
-74.1351657,4.66027400000007,9971,"Av Ciudad de Cali con Calle 55A, sentido n→s",Engativá,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),,2025/07/23 00:00:00+00,4.660274,-74.1351657
-74.1808578,4.60908450000005,9972,Av Bosa con Av Agoberto Mejía,Bosa,Choque con objeto fijo,Automóvil particular (1) - Separador (1),Sin lesionados,2025/07/23 00:00:00+00,4.6090845,-74.1808578
-74.0945833,4.57562540000004,9973,"Av Carrera 10 con Av Primero de Mayo, sentido n→s",Antonio Nariño,Volcamiento,Automóvil particular (1),Sin lesionados,2025/07/23 00:00:00+00,4.5756254,-74.0945833
-74.1999585,4.60569300000003,9974,Diagonal 73 sur con Carrera 78I,Bosa,Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.605693,-74.1999585
-74.1256491,4.56453380000005,9975,"Av Caracas con Carrera 13B, sentido occ→or",Rafael Uribe Uribe,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.5645338,-74.1256491
-74.1262389,4.58790190000002,9976,"Calle 58 sur con Av Gaitán Cortés, sentido or→occ",Tunjuelito,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/07/23 00:00:00+00,4.5879019,-74.1262389
-74.0703222,4.63907090000004,9977,Carrera 18 con Calle 51,Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6390709,-74.0703222
-74.1103098999999,4.62221580000005,9978,"Av Américas con Carrera 50, sentido or→occ",Puente Aranda,Choque con lesionado,,Con lesionados,2025/07/23 00:00:00+00,4.6222158,-74.1103099
-74.1167214,4.68158410000007,9979,"Av Ciudad de Cali con Calle 52A, sentido n→s",Engativá,Atropello,Automóvil particular (1) - Peatón lesionado (1),,2025/07/23 00:00:00+00,4.6815841,-74.1167214
-74.0687105,4.61754800000006,9980,"Av Carrera 7 con Calle 32, sentido n→s",Santa Fe,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.617548,-74.0687105
-74.1885908,4.63485550000007,9981,"Calle 54F sur con Carrera 93C, sentido or→occ",Bosa,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6348555,-74.1885908
-74.1086157,4.74274310000004,9982,Carrera 126A con Calle 135B,Suba,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/07/23 00:00:00+00,4.7427431,-74.1086157
-74.1091443999999,4.64624650000007,9983,"Av Carrera 68 con Av Américas, sentido s→n",Puente Aranda,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/23 00:00:00+00,4.6462465,-74.1091444
-74.1626353,4.61508190000006,9984,Av Ciudad de Villavicencio con Av Primero de Mayo,Kennedy,Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/07/23 00:00:00+00,4.6150819,-74.1626353
-74.0858206999999,4.57917510000004,9985,"Carrera 6 con Calle 10, sentido n→s",La Candelaria,Choque con lesionado,Automóvil particular (3) - Conductor lesionado (2),,2025/07/24 00:00:00+00,4.5791751,-74.0858207
-74.1794427,4.62534650000003,9986,Carrera 4L con Calle 52 sur,Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6253465,-74.1794427
-74.0807624999999,4.67005270000004,9987,Carrera 58 con Av Calle 68,Barrios Unidos,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/07/24 00:00:00+00,4.6700527,-74.0807625
-74.1774224,4.59676860000008,9988,"Autopista Sur con Av Bosa, sentido or→occ",Bosa,Choque simple,,Sin lesionados,2025/07/24 00:00:00+00,4.5967686,-74.1774224
-74.0992459999999,4.60514160000002,9989,NQS con Av Comuneros,Los Mártires,Choque con objeto fijo,Automóvil particular (1) - Separador (1),Sin lesionados,2025/07/24 00:00:00+00,4.6051416,-74.099246
-74.1238941,4.60413770000002,9990,"Av Boyacá con Av Primero de Mayo, sentido n→s",Kennedy,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6041377,-74.1238941
-74.1001764,4.68035670000006,9991,Av Boyacá con Calle 81,Engativá,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6803567,-74.1001764
-74.0675747,4.63254990000007,9992,"Av Caracas con Calle 45, sentido n→s",Teusaquillo,Daño en pavimento,Pavimento (1),Sin lesionados,2025/07/24 00:00:00+00,4.6325499,-74.0675747
-74.1446771,4.59538640000005,9993,"Autopista Sur con Av Boyacá, sentido occ→or",Tunjuelito,Varado,,Sin lesionados,2025/07/24 00:00:00+00,4.5953864,-74.1446771
-74.0992459999999,4.60514160000002,9994,"NQS con Av Comuneros, sentido s→n",Los Mártires,Daño en pavimento,Pavimento (1),Sin lesionados,2025/07/24 00:00:00+00,4.6051416,-74.099246
-74.1136516999999,4.74542880000007,9995,Calle 137 con Carrera 135,Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.7454288,-74.1136517
-74.0903876,4.63433500000002,9996,Av Caracas con Av El Dorado (Calle 26),Los Mártires,Falla semafórica,,Sin lesionados,2025/07/24 00:00:00+00,4.634335,-74.0903876
-74.1091345999999,4.68982580000005,9997,Av Ciudad de Cali con Calle 66A,Engativá,Falla semafórica,,Sin lesionados,2025/07/24 00:00:00+00,4.6898258,-74.1091346
-74.0888631,4.59183140000005,9998,Av Caracas con Calle 1,Santa Fe,Falla semafórica,,Sin lesionados,2025/07/24 00:00:00+00,4.5918314,-74.0888631
-74.0748005,4.66628010000005,9999,Av Chile (Calle 72) con Carrera 57A,Barrios Unidos,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/24 00:00:00+00,4.6662801,-74.0748005
-74.0947905,4.71982750000006,10000,Calle 2 con Carrera 93,Kennedy,Manifestación,Peatón (70),Sin lesionados,2025/07/24 00:00:00+00,4.7198275,-74.0947905
-74.1221144,4.65391350000004,10001,"Av Boyacá con Calle 21, sentido s→n",Fontibón,Choque simple,,Sin lesionados,2025/07/24 00:00:00+00,4.6539135,-74.1221144
-74.1618746,4.60232070000006,10002,"Av Ciudad de Villavicencio con Av Boyacá, sentido or→occ",Tunjuelito,Daño en pavimento,Pavimento (1),Sin lesionados,2025/07/24 00:00:00+00,4.6023207,-74.1618746
-74.1001764,4.68035670000006,10003,"Av Calle 80 con Av Boyacá, sentido occ→or",Engativá,Autolesionado,Ciclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6803567,-74.1001764
-74.1391500999999,4.56169450000004,10004,"Av Boyacá con Diagonal 62 sur, sentido s→n",Ciudad Bolívar,,,,2025/07/24 00:00:00+00,4.5616945,-74.1391501
-74.1816888,4.60168090000008,10005,"Carrera 1B este con Calle 64 sur, sentido n→s",Usme,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6016809,-74.1816888
-74.0773454,4.75903740000007,10006,"Calle 170 con Carrera 93, sentido occ→or",Suba,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.7590374,-74.0773454
-74.1300668,4.64613250000002,10007,"Av Boyacá con Calle 12B, sentido s→n",Kennedy,Choque simple,,Sin lesionados,2025/07/24 00:00:00+00,4.6461325,-74.1300668
-74.1091443999999,4.64624650000007,10008,"Av Américas con Av Carrera 68, sentido occ→or",Kennedy,Choque simple,Tractocamión (1) - Automóvil particular (1),Sin lesionados,2025/07/24 00:00:00+00,4.6462465,-74.1091444
-74.0641739,4.63139060000003,10009,"Calle 45 con Av Carrera 7, sentido occ→or",Chapinero,Choque con lesionado,Volqueta (1) - Motociclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6313906,-74.0641739
-74.1935933,4.63106130000006,10010,Carrera 92 con Calle 60 sur,Bosa,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6310613,-74.1935933
-74.109178,4.62910180000006,10011,"Av Boyacá con Av Centenario (Calle 13), sentido s→n",Fontibón,Choque simple,,Sin lesionados,2025/07/24 00:00:00+00,4.6291018,-74.109178
-74.0641739,4.63139060000003,10012,Av Carrera 7 con Calle 45,Chapinero,Autolesionado,Ciclista lesionado (1),,2025/07/24 00:00:00+00,4.6313906,-74.0641739
-74.1935933,4.63106130000006,10013,Carrera 92 con Calle 60 sur,Bosa,Autolesionado,Motociclista lesionado (1),,2025/07/24 00:00:00+00,4.6310613,-74.1935933
-74.1453905,4.59092080000005,10014,Av Boyacá con Calle 51 sur,Tunjuelito,Choque simple,Vehículo escolar (1) - Automóvil particular (1),Sin lesionados,2025/07/24 00:00:00+00,4.5909208,-74.1453905
-74.1504216,4.56532630000004,10015,Calle 68 sur con Carrera 22A,Ciudad Bolívar,Choque con lesionado,Motociclista lesionado (1) - Acompañante lesionado (1) - Camioneta (1),Con lesionados,2025/07/24 00:00:00+00,4.5653263,-74.1504216
-74.0641739,4.63139060000003,10016,"Calle 45 con Carrera 7, sentido occ→or",Chapinero,"Caída de objetos en vía (árbol, cables, otros)",Escombros (1),Sin lesionados,2025/07/24 00:00:00+00,4.6313906,-74.0641739
-74.05641,4.67055310000006,10017,Calle 54 sur con Carrera 16,Tunjuelito,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/24 00:00:00+00,4.6705531,-74.05641
-74.10216,4.71854080000003,10018,Carrera 95G con Calle 90A,Engativá,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.7185408,-74.10216
-74.0481920999999,4.74283000000003,10019,Calle 153 con Autopista Norte,Suba,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/24 00:00:00+00,4.74283,-74.0481921
-74.0347705999999,4.68897930000003,10020,Calle 91B sur con Carrera 7,Usme,Atropello,Camioneta (1) - Peatón lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6889793,-74.0347706
-74.1507017,4.67542380000003,10021,Calle 16H con Carrera 105C,Fontibón,Choque con lesionado,Automóvil particular (1) - Bicitaxi (1) - Conductor lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6754238,-74.1507017
-74.1581611,4.62403180000007,10022,Carrera 79B con Calle 40 sur,Kennedy,Atropello,Motociclista lesionado (1) - Peatón lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6240318,-74.1581611
-74.0792823,4.63918680000006,10023,NQS con Calle 57,Teusaquillo,Caida de ocupante,Bus articulado / biarticulado (1) - Pasajero lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6391868,-74.0792823
-74.162356,4.59033320000003,10024,Carrera 70B con Calle 62C sur,Ciudad Bolívar,Choque simple,Motocicleta (2),Sin lesionados,2025/07/24 00:00:00+00,4.5903332,-74.162356
-74.0793295999999,4.63483190000005,10025,"NQS con Calle 45, sentido s→n",Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - ACPM (1),Con lesionados,2025/07/24 00:00:00+00,4.6348319,-74.0793296
-74.069852,4.64103970000002,10026,Calle 53 con Carrera 18,Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Vivienda (1),Con lesionados,2025/07/24 00:00:00+00,4.6410397,-74.069852
-74.1618746,4.60232070000006,10027,Av Ciudad de Villavicencio con Autopista Sur,Ciudad Bolívar,Choque simple,,Sin lesionados,2025/07/24 00:00:00+00,4.6023207,-74.1618746
-74.0263212999999,4.76029140000003,10028,Av Carrera 7 con Calle 183,Usaquén,Choque con objeto fijo,Automóvil particular (1) - Señal de tránsito (1),Sin lesionados,2025/07/24 00:00:00+00,4.7602914,-74.0263213
-74.1218583,4.59413360000002,10029,Transversal 35 con Calle 37 sur,Puente Aranda,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.5941336,-74.1218583
-74.1689777,4.61868110000006,10030,Av Agoberto Mejía con Calle 47B,Kennedy,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6186811,-74.1689777
-74.0937743,4.63212730000004,10031,"Av La Esperanza con Carrera 43A, sentido or→occ",Teusaquillo,Choque simple,Camioneta (1) - Motocicleta (1),Sin lesionados,2025/07/24 00:00:00+00,4.6321273,-74.0937743
-74.0937743,4.63212730000004,10032,"Av La Esperanza con Carrera 43A, sentido occ→or",Teusaquillo,Choque simple,Camioneta (1) - Motocicleta (1),,2025/07/24 00:00:00+00,4.6321273,-74.0937743
-74.1067714,4.67116440000007,10033,"Av Boyacá con Calle 53, sentido s→n",Engativá,Choque simple,Bus / buseta (1) - Automóvil particular (1),Sin lesionados,2025/07/24 00:00:00+00,4.6711644,-74.1067714
-74.1181372999999,4.62879130000005,10034,"Av Américas con Carrera 69C, sentido or→occ",Kennedy,Choque simple,,Sin lesionados,2025/07/24 00:00:00+00,4.6287913,-74.1181373
-74.1368621999999,4.59908820000004,10035,"Carrera 68A con Calle 39F sur, sentido n→s",Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.5990882,-74.1368622
-74.1001764,4.68035670000006,10036,Av Boyacá con Carrera 3J,Usme,Choque con lesionado,Camión (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6803567,-74.1001764
-74.0998632,4.58812620000003,10037,Calle 14 sur con Carrera 22,Antonio Nariño,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.5881262,-74.0998632
-74.1085396999999,4.64722360000007,10038,"Av Carrera 68 con Calle 22A, sentido n→s",Fontibón,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/07/24 00:00:00+00,4.6472236,-74.1085397
-74.157524,4.62345910000005,10039,"Diagonal 2 con Carrera 79, sentido occ→or",Kennedy,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/07/24 00:00:00+00,4.6234591,-74.157524
