X,Y,OBJECTID,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.0903876,4.63433500000002,17379,"Av El Dorado (Calle 26) con Carrera 50, sentido occ→or",Teusaquillo,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.634335,-74.0903876
-74.0903876,4.63433500000002,17380,"Av Carrera 68 con Av El Dorado (Calle 26), sentido s→n",Teusaquillo,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.634335,-74.0903876
-74.0903876,4.63433500000002,17381,Av El Dorado (Calle 26) con Carrera 69A,Engativá,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.634335,-74.0903876
-74.0903876,4.63433500000002,17382,"Carrera 50 con Av El Dorado (Calle 26), sentido n→s",Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.634335,-74.0903876
-74.0903876,4.63433500000002,17383,NQS con Av El Dorado (Calle 26),Teusaquillo,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.634335,-74.0903876
-74.1312331,4.63413150000002,17384,"Carrera 71 con Calle 8, sentido s→n",Kennedy,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.6341315,-74.1312331
-74.1464256,4.63366810000002,17385,Calle 6C con Carrera 78C,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6336681,-74.1464256
-74.1464256,4.63366810000002,17386,Transversal 78C con Calle 6C,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6336681,-74.1464256
-74.1825828999999,4.63352110000005,17387,"Av Guayacanes con Calle 51 sur, sentido s→n",Bosa,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6335211,-74.1825829
-74.1522456,4.63190270000007,17388,"Diagonal 2 con Carrera 79C bis, sentido occ→or",Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6319027,-74.1522456
-74.1667648,4.63143420000006,17389,"Av Ciudad de Cali con Calle 41 sur, sentido n→s",Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6314342,-74.1667648
-74.1422100999999,4.63138430000004,17390,Carrera 73B con Calle 6A,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6313843,-74.1422101
-74.155475,4.63033330000007,17391,Av Agoberto Mejía con Calle 35 sur,Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6303333,-74.155475
-74.0657434,4.62957970000002,17392,Calle 42 con Carrera 8,Chapinero,"Caída de objetos en vía (árbol, cables, otros)",Sin lesionados,2026/02/17 00:00:00+00,4.6295797,-74.0657434
-74.1095101,4.62945710000002,17393,"Av Boyacá con Av Centenario (Calle 13), sentido s→n",Kennedy,Varado,Sin lesionados,2026/02/17 00:00:00+00,4.6294571,-74.1095101
-74.1095101,4.62945710000002,17394,"Av Boyacá con Av Centenario (Calle 13), sentido s→n",Fontibón,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6294571,-74.1095101
-74.0702678,4.62927190000005,17395,Carrera 16 con Calle 40A,Teusaquillo,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6292719,-74.0702678
-74.1181372999999,4.62879130000005,17396,"Av Américas con NQS, sentido or→occ",Teusaquillo,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6287913,-74.1181373
-74.1451036,4.62869400000005,17397,Carrera 78 con Calle 5,Kennedy,Choque objeto fijo con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.628694,-74.1451036
-74.17083,4.62848660000003,17398,Av Ciudad de Villavicencio con Av Ciudad de Cali,Bosa,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6284866,-74.17083
-74.1395689,4.62839920000005,17399,Diagonal 5A con Carrera 72B,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6283992,-74.1395689
-74.1502305,4.62753440000006,17400,"Calle 26 sur con Carrera 78K, sentido or→occ",Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6275344,-74.1502305
-74.1382743,4.62714550000004,17401,"Av Boyacá con Calle 4, sentido s→n",Kennedy,Caida de ocupante,Con lesionados,2026/02/17 00:00:00+00,4.6271455,-74.1382743
-74.1623099999999,4.62680570000003,17402,"Carrera 80H con Calle 41 sur, sentido n→s",Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6268057,-74.16231
-74.0976459,4.62677250000007,17403,"Calle 20 con Carrera 42, sentido or→occ",Puente Aranda,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6267725,-74.0976459
-74.1897059999999,4.62671200000005,17404,Carrera 88C con Calle 58 sur,Bosa,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.626712,-74.189706
-74.1073044,4.62641990000003,17405,"Av Américas con Carrera 50, sentido or→occ",Puente Aranda,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.6264199,-74.1073044
-74.1073044,4.62641990000003,17406,"Av Américas con Carrera 50, sentido occ→or",Puente Aranda,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6264199,-74.1073044
-74.2094749999999,4.62547780000006,17407,Calle 83 sur con Carrera 94,Bosa,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6254778,-74.209475
-74.1131649,4.62454230000003,17408,Calle 5C con Carrera 53F,Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6245423,-74.1131649
-74.1467441999999,4.62432970000003,17409,Av El Dorado (Calle 26) con Carrera 77,Engativá,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6243297,-74.1467442
-74.1529699,4.62367910000006,17410,Carrera 78J con Calle 37 sur,Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6236791,-74.1529699
-74.0846644,4.62307260000006,17411,"NQS con Calle 22C, sentido s→n",Los Mártires,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6230726,-74.0846644
-74.1874735,4.62302350000004,17412,"Carrera 87C con Calle 58C sur, sentido s→n",Bosa,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6230235,-74.1874735
-74.1498766,4.62301450000007,17413,Carrera 78B con Calle 35C sur,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6230145,-74.1498766
-74.1014824,4.62294980000007,17414,NQS con Calle 13,Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6229498,-74.1014824
-74.1014824,4.62294980000007,17415,NQS con Calle 13,Los Mártires,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6229498,-74.1014824
-74.1545606,4.62281140000005,17416,Calle 38C sur con Carrera 78K,Kennedy,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.6228114,-74.1545606
-74.2033473,4.62240710000003,17417,Carrera 88G con Calle 74C sur,Bosa,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6224071,-74.2033473
-74.1914915999999,4.62222180000003,17418,Carrera 87C con Calle 62D sur,Bosa,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6222218,-74.1914916
-74.1103098999999,4.62221580000005,17419,Av Chile (Calle 72) con Carrera 50,Barrios Unidos,Choque con objeto fijo,Sin lesionados,2026/02/17 00:00:00+00,4.6222158,-74.1103099
-74.1103098999999,4.62221580000005,17420,"Carrera 50 con Calle 3, sentido s→n",Puente Aranda,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.6222158,-74.1103099
-74.1440752,4.62185650000004,17421,Calle 26 sur con Carrera 73B,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6218565,-74.1440752
-74.1550726999999,4.62135790000002,17422,Calle 40 sur con Carrera 78J,Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6213579,-74.1550727
-74.1172969,4.62099530000006,17423,Carrera 54 con Calle 4B,Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6209953,-74.1172969
-74.1519015,4.62087750000006,17424,Carrera 78B con Calle 38B,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6208775,-74.1519015
-74.0794278,4.62030720000007,17425,"Calle 24 bis con Carrera 48, sentido occ→or",Teusaquillo,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6203072,-74.0794278
-74.0676958,4.61989500000004,17426,Av Carrera 7 con Calle 33,Santa Fe,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.619895,-74.0676958
-74.1259848999999,4.61939560000008,17427,"Av Carrera 68 con Calle 3, sentido s→n",Puente Aranda,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.6193956,-74.1259849
-74.1684127999999,4.61938570000007,17428,Av Agoberto Mejía con Calle 35B sur,Kennedy,Choque con objeto fijo,Sin lesionados,2026/02/17 00:00:00+00,4.6193857,-74.1684128
-74.1831782,4.61903810000007,17429,Carrera 84A con Calle 57B sur,Kennedy,Volcamiento con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6190381,-74.1831782
-74.0967305,4.61875340000006,17430,"Calle 13 con Carrera 36, sentido or→occ",Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6187534,-74.0967305
-74.1397102,4.61869520000005,17431,"Av Boyacá con Av Primero de Mayo, sentido n→s",Kennedy,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.6186952,-74.1397102
-74.1397102,4.61869520000005,17432,Av Primero de Mayo con Av Boyacá,Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6186952,-74.1397102
-74.1372549,4.61869510000002,17433,"Carrera 71D con Calle 6 sur, sentido n→s",Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6186951,-74.1372549
-74.1886186,4.61781380000002,17434,Av Ciudad de Cali con Calle 62,Engativá,Varado,Sin lesionados,2026/02/17 00:00:00+00,4.6178138,-74.1886186
-74.1332793999999,4.61777530000006,17435,Calle 8 sur con Carrera 70B,Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6177753,-74.1332794
-74.1355652,4.61762090000002,17436,Calle 8 sur con Carrera 71A,Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6176209,-74.1355652
-74.1103896,4.61682370000005,17437,Transversal 42 con Calle 4B,Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6168237,-74.1103896
-74.1378377,4.61592920000004,17438,Calle 31 sur con Carrera 71D,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6159292,-74.1378377
-74.1873828,4.61585730000007,17439,Calle 62 sur con Carrera 82F,Bosa,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6158573,-74.1873828
-74.1873828,4.61585730000007,17440,Calle 62 sur con Carrera 82F,Bosa,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6158573,-74.1873828
-74.1441791,4.61542950000006,17441,"Calle 37A sur con Carrera 86C, sentido or→occ",Kennedy,Choque con objeto fijo,Sin lesionados,2026/02/17 00:00:00+00,4.6154295,-74.1441791
-74.1441791,4.61542950000006,17442,Carrera 95 con Calle 37A sur,Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6154295,-74.1441791
-74.1687219,4.61525930000005,17443,Carrera 79 con Calle 49B sur,Kennedy,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.6152593,-74.1687219
-74.1196656,4.61424270000003,17444,Transversal 53A con Calle 2,Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6142427,-74.1196656
-74.0946815,4.61334990000006,17445,"Av Comuneros con Carrera 31A, sentido or→occ",Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6133499,-74.0946815
-74.0813489,4.61257650000005,17446,Av Calle 19 con Av Carrera 13,Santa Fe,Falla semafórica,Sin lesionados,2026/02/17 00:00:00+00,4.6125765,-74.0813489
-74.1347507,4.61225400000006,17447,Carrera 69 con Calle 31 sur,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.612254,-74.1347507
-74.1984417,4.61212560000007,17448,Carrera 81G con Calle 73C sur,Bosa,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.6121256,-74.1984417
-74.0891746,4.61202690000005,17449,Carrera 27 con Calle 13,Los Mártires,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6120269,-74.0891746
-74.1704862,4.61199680000004,17450,"Av Américas con Carrera 78K, sentido occ→or",Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6119968,-74.1704862
-74.1704862,4.61199680000004,17451,Calle 42 sur con Carrera 78K,Kennedy,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.6119968,-74.1704862
-74.1774488999999,4.61190030000006,17452,"Av Agoberto Mejía con Calle 57G sur, sentido s→n",Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6119003,-74.1774489
-74.1661342,4.61178700000005,17453,"Autopista Sur con Carrera 78B, sentido occ→or",Bosa,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.611787,-74.1661342
-74.1281643,4.61160460000002,17454,"Av Carrera 68 con Calle 22 bis, sentido s→n",Teusaquillo,Varado,Sin lesionados,2026/02/17 00:00:00+00,4.6116046,-74.1281643
-74.163629,4.61159290000006,17455,"Calle 47 sur con Transversal 14, sentido or→occ",Rafael Uribe Uribe,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6115929,-74.163629
-74.0766907,4.61099380000007,17456,Carrera 16 con Calle 21,Los Mártires,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6109938,-74.0766907
-74.1655598,4.61073740000006,17457,"Carrera 78 con Calle 48A sur, sentido s→n",Kennedy,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.6107374,-74.1655598
-74.1161228,4.61070650000005,17458,"Calle 13 con Carrera 42, sentido occ→or",Puente Aranda,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6107065,-74.1161228
-74.1822678999999,4.61064740000006,17459,Calle 59 bis sur con Carrera 80G,Bosa,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6106474,-74.1822679
-74.1993914999999,4.60942810000006,17460,Carrera 80M con Calle 70B sur,Bosa,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.6094281,-74.1993915
-74.1990249,4.60914220000006,17461,Diagonal 92A sur con Carrera 80L,Bosa,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.6091422,-74.1990249
-74.0724719999999,4.60902080000005,17462,Av Carrera 10 con Calle 22,Santa Fe,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6090208,-74.072472
-74.1651854,4.60877330000005,17463,Carrera 77T con Calle 48 sur,Kennedy,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.6087733,-74.1651854
-74.0774852,4.60829270000005,17464,Calle 18 con Carrera 15 bis,Los Mártires,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.6082927,-74.0774852
-74.0752740999999,4.60803580000004,17465,Av Calle 19 con Carrera 13,Santa Fe,Falla semafórica,Sin lesionados,2026/02/17 00:00:00+00,4.6080358,-74.0752741
-74.1183933999999,4.60771140000003,17466,"Carrera 50 con Calle 8 sur, sentido n→s",Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6077114,-74.1183934
-74.1456310999999,4.60631890000008,17467,Calle 40 sur con Carrera 72G,Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6063189,-74.1456311
-74.1323434,4.60619920000005,17468,"Carrera 68A con Calle 34, sentido s→n",Fontibón,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6061992,-74.1323434
-74.0911116,4.60597220000005,17469,Carrera 24 con Calle 9,Los Mártires,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6059722,-74.0911116
-74.1238329,4.60551550000002,17470,"Calle 24 sur con Carrera 51D, sentido or→occ",Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6055155,-74.1238329
-74.1946811999999,4.60546460000006,17471,Carrera 80 con Calle 71A sur,Bosa,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6054646,-74.1946812
-74.193021,4.60513310000005,17472,"Carrera 80 con Calle 70B, sentido n→s",Bosa,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6051331,-74.193021
-74.099234,4.60470500000002,17473,"Calle 5 con NQS, sentido or→occ",Puente Aranda,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.604705,-74.099234
-74.1316955,4.60470210000005,17474,Av Carrera 68 con Calle 37 sur,Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6047021,-74.1316955
-74.1316955,4.60470210000005,17475,Av Carrera 68 con Calle 37 sur,Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6047021,-74.1316955
-74.1677074,4.60459400000002,17476,Carrera 18G con Calle 77G,Ciudad Bolívar,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.604594,-74.1677074
-74.1885152,4.60449780000005,17477,Transversal 78L con Calle 68 sur,Bosa,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6044978,-74.1885152
-74.0988535,4.60441410000004,17478,"Calle 5 con Carrera 29A, sentido or→occ",Los Mártires,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.6044141,-74.0988535
-74.1313814,4.60437930000006,17479,Carrera 54 con Calle 37 sur,Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6043793,-74.1313814
-74.1238941,4.60413770000002,17480,Av Primero de Mayo con Carrera 50,Puente Aranda,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6041377,-74.1238941
-74.1238941,4.60413770000002,17481,Av Primero de Mayo con Carrera 9,San Cristóbal,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6041377,-74.1238941
-74.0805933,4.60411110000007,17482,"Calle 13 con Carrera 15, sentido occ→or",Los Mártires,Cierre evento controlado,Sin lesionados,2026/02/17 00:00:00+00,4.6041111,-74.0805933
-74.0784331999999,4.60384810000005,17483,Av Carrera 13 con Calle 14,Los Mártires,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.6038481,-74.0784332
-74.0797473,4.60363280000007,17484,Av Caracas con Av Jiménez (Calle 13),Santa Fe,Falla semafórica,Sin lesionados,2026/02/17 00:00:00+00,4.6036328,-74.0797473
-74.0723503,4.60346970000006,17485,Av Carrera 7 con Calle 17,Santa Fe,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6034697,-74.0723503
-74.1655741,4.60324540000005,17486,Calle 55 sur con Carrera 72D,Bosa,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6032454,-74.1655741
-74.0968401,4.60275380000007,17487,Calle 5 con Carrera 27,Los Mártires,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6027538,-74.0968401
-74.1493389,4.60234460000004,17488,Calle 45 sur con Carrera 72I,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6023446,-74.1493389
-74.1618746,4.60232070000006,17489,Av Ciudad de Villavicencio con Carrera 70,Ciudad Bolívar,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.6023207,-74.1618746
-74.119129,4.60127370000004,17490,"Carrera 40A con Av Primero de Mayo, sentido s→n",Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.6012737,-74.119129
-74.1970874,4.60105190000007,17491,Transversal 77H con Calle 71D,Bosa,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.6010519,-74.1970874
-74.0765752,4.60023200000006,17492,Calle 12 con Carrera 9,La Candelaria,Manifestación,Sin lesionados,2026/02/17 00:00:00+00,4.600232,-74.0765752
-74.1055423999999,4.59967250000005,17493,NQS con Calle 1B,Los Mártires,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5996725,-74.1055424
-74.1917637,4.59943180000005,17494,"Carrera 77J con Calle 70 bis sur, sentido s→n",Bosa,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5994318,-74.1917637
-74.1906688999999,4.59846850000002,17495,Transversal 77I con Calle 69B sur,Bosa,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5984685,-74.1906689
-74.100719,4.59780610000007,17496,Calle 38 bis sur con Carrera 27,Antonio Nariño,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5978061,-74.100719
-74.1283400999999,4.59778810000006,17497,"Carrera 51 con Calle 39 sur, sentido s→n",Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5977881,-74.1283401
-74.1346775,4.59763780000003,17498,Carrera 52C con Calle 42 sur,Puente Aranda,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.5976378,-74.1346775
-74.0650568999999,4.59719850000005,17499,"Carrera 5 este con Calle 10, sentido n→s",Santa Fe,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5971985,-74.0650569
-74.1822107,4.59695690000007,17500,Autopista Sur con Calle 65B sur,Bosa,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5969569,-74.1822107
-74.1787014,4.59677660000006,17501,Autopista Sur con Carrera 76,Ciudad Bolívar,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.5967766,-74.1787014
-74.1454892,4.59674500000006,17502,Av Boyacá con Calle 44D sur,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.596745,-74.1454892
-74.1656756,4.59595420000005,17503,Autopista Sur con Carrera 72D,Bosa,Aprisionamiento,Con lesionados,2026/02/17 00:00:00+00,4.5959542,-74.1656756
-74.1689029,4.59566590000003,17504,Autopista Sur con Carrera 73,Bosa,Aprisionamiento,Con lesionados,2026/02/17 00:00:00+00,4.5956659,-74.1689029
-74.1512923,4.59562940000006,17505,Autopista Sur con Carrera 62C,Kennedy,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5956294,-74.1512923
-74.1263079999999,4.59555090000003,17506,Carrera 50 con Calle 39A sur,Puente Aranda,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5955509,-74.126308
-74.1376825999999,4.59527070000007,17507,"Av Calle 68 con NQS, sentido n→s",Barrios Unidos,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5952707,-74.1376826
-74.1474095999999,4.59496470000005,17508,"Autopista Sur con Carrera 60F, sentido or→occ",Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5949647,-74.1474096
-74.1415134,4.59357750000004,17509,Carrera 54 con Calle 47 sur,Tunjuelito,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5935775,-74.1415134
-74.0742723,4.59172770000004,17510,Carrera 3 con Calle 70A sur,Usme,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.5917277,-74.0742723
-74.0946415,4.59098100000006,17511,Carrera 18 con Calle 4 sur,Antonio Nariño,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.590981,-74.0946415
-74.0778692,4.59022940000006,17512,"Av Comuneros con Carrera 43B, sentido occ→or",Puente Aranda,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5902294,-74.0778692
-74.0778692,4.59022940000006,17513,"Av Carrera 10 con Av Comuneros, sentido n→s",Santa Fe,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5902294,-74.0778692
-74.0778692,4.59022940000006,17514,NQS con Av Comuneros,Puente Aranda,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5902294,-74.0778692
-74.1613756,4.58992100000006,17515,"Calle 62B sur con Av Ciudad de Villavicencio, sentido or→occ",Ciudad Bolívar,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.589921,-74.1613756
-74.1384032999999,4.58978130000003,17516,Transversal 44 con Calle 50B sur,Tunjuelito,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5897813,-74.1384033
-74.1081143,4.58898950000003,17517,"Carrera 26 con Calle 21 sur, sentido n→s",Antonio Nariño,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.5889895,-74.1081143
-74.1262389,4.58790190000002,17518,Av Gaitán Cortés con Calle 58 sur,Ciudad Bolívar,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.5879019,-74.1262389
-74.1262389,4.58790190000002,17519,"Av Gaitán Cortés con Calle 58 sur, sentido n→s",Tunjuelito,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5879019,-74.1262389
-74.1001002,4.58698530000004,17520,"Carrera 19 con Calle 15 sur, sentido n→s",Antonio Nariño,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5869853,-74.1001002
-74.0984569,4.58665770000005,17521,Calle 12 con Carrera 17,Los Mártires,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5866577,-74.0984569
-74.0738162,4.58559470000006,17522,Calle 1F bis con Carrera 1,Santa Fe,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5855947,-74.0738162
-74.1004512,4.58522060000007,17523,Carrera 50A con Calle 17 sur,Puente Aranda,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.5852206,-74.1004512
-74.1183652999999,4.58515810000006,17524,Carrera 27 con Calle 35 sur,Antonio Nariño,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.5851581,-74.1183653
-74.138096,4.58507020000008,17525,"Av Boyacá con Calle 52 sur, sentido n→s",Tunjuelito,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5850702,-74.138096
-74.1135747,4.58448560000005,17526,Calle 31 sur con Carrera 79,Kennedy,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5844856,-74.1135747
-74.1158938999999,4.58262800000006,17527,"Carrera 24 con Calle 32 sur, sentido s→n",Rafael Uribe Uribe,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.582628,-74.1158939
-74.0973716999999,4.58236910000005,17528,"Carrera 12D con Calle 17 sur, sentido n→s",Antonio Nariño,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5823691,-74.0973717
-74.1020176,4.58163710000002,17529,Av Caracas con Calle 21 sur,Antonio Nariño,Atropello,Con lesionados,2026/02/17 00:00:00+00,4.5816371,-74.1020176
-74.0993271999999,4.58101760000005,17530,Calle 19 sur con Carrera 12F,Antonio Nariño,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5810176,-74.0993272
-74.1019075999999,4.58077620000006,17531,"Carrera 13 con Av Primero de Mayo, sentido n→s",Antonio Nariño,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.5807762,-74.1019076
-74.1685879,4.58018050000004,17532,Diagonal 73A sur con Carrera 70,Ciudad Bolívar,Autolesionado,Con lesionados,2026/02/17 00:00:00+00,4.5801805,-74.1685879
-74.0845026,4.57982020000003,17533,Carrera 5A con Calle 8A sur,San Cristóbal,Choque simple,Sin lesionados,2026/02/17 00:00:00+00,4.5798202,-74.0845026
-74.1254686999999,4.57942380000003,17534,"Transversal 23 con Calle 44 sur, sentido n→s",Rafael Uribe Uribe,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5794238,-74.1254687
-74.108209,4.57928770000007,17535,"Carrera 18C con Calle 28 sur, sentido n→s",Rafael Uribe Uribe,Choque con lesionado,Con lesionados,2026/02/17 00:00:00+00,4.5792877,-74.108209
