X,Y,OBJECTID,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.0228792,4.76709710000006,1,Carrera 2 con Calle 190,Usaquén,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7670971,-74.0228792
-74.0428651999999,4.75898440000003,2,"Diagonal 182 con Carrera 19, sentido occ→or",Usaquén,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7589844,-74.0428652
-74.0288935,4.75881860000004,3,Calle 182 con Carrera 8,Usaquén,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.7588186,-74.0288935
-74.0555204,4.75879370000007,4,Calle 175 con Carrera 57,Suba,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7587937,-74.0555204
-74.0466494999999,4.75350600000007,5,Calle 170 con Autopista Norte,Suba,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.753506,-74.0466495
-74.0466671,4.75317820000004,6,"Autopista Norte con Calle 92, sentido s→n",Chapinero,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.7531782,-74.0466671
-74.0466671,4.75317820000004,7,Autopista Norte con Calle 92,Chapinero,"Material sólido en vía (arena, grava, otros)",Sin lesionados,2026/01/01 00:00:00+00,4.7531782,-74.0466671
-74.0894304999999,4.74785060000005,8,Calle 150A con Carrera 100,Suba,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.7478506,-74.0894305
-74.0274884999999,4.74764330000005,9,"Carrera 8 con Calle 170, sentido s→n",Usaquén,Volcamiento con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.7476433,-74.0274885
-74.1218421,4.74600000000004,10,Calle 138 con Carrera 151 bis,Suba,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.746,-74.1218421
-74.1200494999999,4.74421010000003,11,"Calle 132D con Carrera 149C, sentido n→s",Suba,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7442101,-74.1200495
-74.1256473999999,4.74381750000003,12,Carrera 154A bis con Calle 132,Suba,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7438175,-74.1256474
-74.0977463,4.74324420000005,13,Av Ciudad de Cali con Calle 140A,Suba,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7432442,-74.0977463
-74.0653115,4.74256590000005,14,Av Boyacá con Calle 153,Suba,Falla semafórica,Sin lesionados,2026/01/01 00:00:00+00,4.7425659,-74.0653115
-74.1056452999999,4.73914400000007,15,Calle 132C con Carrera 118,Suba,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.739144,-74.1056453
-74.1010419,4.73913730000004,16,Calle 135 con Carrera 107B,Suba,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.7391373,-74.1010419
-74.0887205,4.72788560000004,17,Carrera 91 con Calle 130D,Suba,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.7278856,-74.0887205
-74.0887205,4.72788560000004,18,Carrera 91 con Calle 130D,Suba,Fallecido hospitalario,Fallecido hospitalario,2026/01/01 00:00:00+00,4.7278856,-74.0887205
-74.0505117,4.72484940000004,19,"Autopista Norte con Calle 142, sentido n→s",Suba,Volcamiento,Sin lesionados,2026/01/01 00:00:00+00,4.7248494,-74.0505117
-74.0733367999999,4.72331850000006,20,"Av Boyacá con Calle 131, sentido n→s",Suba,Choque objeto fijo con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.7233185,-74.0733368
-74.1105965,4.72287300000005,21,Calle 86C con Carrera 110C,Engativá,Choque con objeto fijo,Sin lesionados,2026/01/01 00:00:00+00,4.722873,-74.1105965
-74.1072096999999,4.71957900000007,22,Calle 87 con Carrera 103C,Engativá,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.719579,-74.1072097
-74.0440457,4.71901280000003,23,Calle 135 con Carrera 17,Usaquén,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.7190128,-74.0440457
-74.05187,4.71901000000003,24,"Autopista Norte con Calle 134, sentido n→s",Suba,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.71901,-74.05187
-74.1012891999999,4.71675000000005,25,Calle 90 con Carrera 95D,Engativá,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.71675,-74.1012892
-74.0526035,4.71640290000005,26,"Autopista Norte con Calle 130, sentido n→s",Suba,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7164029,-74.0526035
-74.1169237,4.71543560000003,27,"Av Calle 80 con Carrera 107, sentido or→occ",Engativá,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.7154356,-74.1169237
-74.1040007,4.71532260000004,28,Calle 87 con Carrera 95F,Engativá,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7153226,-74.1040007
-74.1368791,4.71395860000007,29,Carrera 117A con Calle 69,Engativá,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7139586,-74.1368791
-74.1401491999999,4.71130730000004,30,Calle 64 con Carrera 117,Engativá,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7113073,-74.1401492
-74.0720919999999,4.71098860000006,31,Carrera 13B con Calle 64 sur,San Cristóbal,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7109886,-74.072092
-74.0720919999999,4.71098860000006,32,Calle 53 con Carrera 36,Teusaquillo,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.7109886,-74.072092
-74.0720919999999,4.71098860000006,33,-,Bosa,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.7109886,-74.072092
-74.0720919999999,4.71098860000006,34,"Av Carrera 68 con Calle 1C, sentido s→n",Puente Aranda,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.7109886,-74.072092
-74.0720919999999,4.71098860000006,35,Carrera 1 con Calle 21,Santa Fe,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.7109886,-74.072092
-74.0720919999999,4.71098860000006,36,Carrera 1 con Calle 21,Santa Fe,"Sustancia química en vía (aceite, ACPM, otros)",Sin lesionados,2026/01/01 00:00:00+00,4.7109886,-74.072092
-74.0720919999999,4.71098860000006,37,Av Calle 80 con Carrera 52,Engativá,Falla semafórica,Sin lesionados,2026/01/01 00:00:00+00,4.7109886,-74.072092
-74.0978393,4.70668100000006,38,"Av Ciudad de Cali con Calle 85, sentido s→n",Engativá,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.706681,-74.0978393
-74.146093,4.70096940000008,39,Av El Dorado (Calle 26) con Carrera 103,Fontibón,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.7009694,-74.146093
-74.0982357999999,4.70057040000006,40,"Carrera 82 con Calle 80 sur, sentido n→s",Bosa,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.7005704,-74.0982358
-74.0398637,4.69865150000004,41,Carrera 13 con Calle 119,Usaquén,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6986515,-74.0398637
-74.0826599,4.69736440000003,42,Av Boyacá con Calle 97,Suba,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6973644,-74.0826599
-74.1045412999999,4.69206450000007,43,Calle 71 con Carrera 82,Engativá,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6920645,-74.1045413
-74.1013642999999,4.68836320000003,44,Carrera 77 bis con Calle 70,Engativá,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.6883632,-74.1013643
-74.104883,4.68818910000005,45,Carrera 80 con Calle 68A,Engativá,Varado,Sin lesionados,2026/01/01 00:00:00+00,4.6881891,-74.104883
-74.0869228999999,4.68585450000006,46,Calle 75 con Carrera 69K,Engativá,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6858545,-74.0869229
-74.0848394,4.68323780000003,47,Calle 75 con Carrera 68H,Kennedy,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6832378,-74.0848394
-74.0848394,4.68323780000003,48,Calle 75 con Carrera 68H,Kennedy,"Sustancia química en vía (aceite, ACPM, otros)",Sin lesionados,2026/01/01 00:00:00+00,4.6832378,-74.0848394
-74.0848394,4.68323780000003,49,Calle 75 con Carrera 68H,Engativá,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6832378,-74.0848394
-74.1333875999999,4.68082470000007,50,Av La Esperanza con Carrera 99,Fontibón,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6808247,-74.1333876
-74.1001764,4.68035670000006,51,Av Boyacá con Calle 127,Suba,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6803567,-74.1001764
-74.0984222,4.68025360000007,52,Carrera 71B con Calle 66A,Engativá,Choque con objeto fijo,Sin lesionados,2026/01/01 00:00:00+00,4.6802536,-74.0984222
-74.0860329,4.67760950000007,53,"Av Chile (Calle 72) con Carrera 73A, sentido occ→or",Engativá,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6776095,-74.0860329
-74.0860329,4.67760950000007,54,"Av Boyacá con Av Chile (Calle 72), sentido s→n",Engativá,Choque con objeto fijo,Sin lesionados,2026/01/01 00:00:00+00,4.6776095,-74.0860329
-74.096411,4.67691110000004,55,"Av Rojas con Calle 65A, sentido n→s",Engativá,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6769111,-74.096411
-74.0879462999999,4.67439500000006,56,Av Calle 68 con Av Carrera 68,Engativá,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.674395,-74.0879463
-74.1402202,4.67111310000007,57,"Av Centenario (Calle 13) con Carrera 96G, sentido occ→or",Fontibón,Choque con objeto fijo,Sin lesionados,2026/01/01 00:00:00+00,4.6711131,-74.1402202
-74.1008484,4.67071460000005,58,"Av Boyacá con Av José Celestino Mutis, sentido n→s",Engativá,Choque con objeto fijo,Sin lesionados,2026/01/01 00:00:00+00,4.6707146,-74.1008484
-74.1008484,4.67071460000005,59,Av Carrera 68 con Av José Celestino Mutis,Engativá,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6707146,-74.1008484
-74.1490115,4.67065170000006,60,Carrera 100 con Calle 16D,Fontibón,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6706517,-74.1490115
-74.1490115,4.67065170000006,61,Carrera 100 con Calle 16D,Fontibón,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6706517,-74.1490115
-74.1217424,4.66726830000005,62,Calle 10 con Carrera 81,Kennedy,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6672683,-74.1217424
-74.1059066,4.65944600000006,63,"Av Ciudad de Cali con Av El Dorado (Calle 26), sentido n→s",Engativá,"Sustancia química en vía (aceite, ACPM, otros)",Sin lesionados,2026/01/01 00:00:00+00,4.659446,-74.1059066
-74.1263099,4.65741160000005,64,Carrera 77 con Calle 20,Fontibón,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6574116,-74.1263099
-74.1004298999999,4.65714560000004,65,Carrera 53 con Calle 51 sur,Tunjuelito,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6571456,-74.1004299
-74.1246505,4.65622280000002,66,"Diagonal 44 sur con Carrera 75, sentido or→occ",Kennedy,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6562228,-74.1246505
-74.0657884,4.65226970000003,67,Carrera 74B con Calle 64,Engativá,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6522697,-74.0657884
-74.1391828,4.65090210000005,68,"Av Guayacanes con Carrera 81, sentido occ→or",Kennedy,Choque con lesionado,Fallecido en vía (980),2026/01/01 00:00:00+00,4.6509021,-74.1391828
-74.1588781999999,4.64717750000005,69,Av Guayacanes con Calle 6A,Kennedy,Fallecido hospitalario,Fallecido hospitalario,2026/01/01 00:00:00+00,4.6471775,-74.1588782
-74.0651539,4.64615450000002,70,Av Caracas con Calle 59 sur,Usme,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.6461545,-74.0651539
-74.1769333,4.64615410000005,71,Carrera 97F con Calle 42A sur,Kennedy,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6461541,-74.1769333
-74.1171505,4.64588340000006,72,"Carrera 68D con Calle 19, sentido n→s",Fontibón,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.6458834,-74.1171505
-74.1306312999999,4.64457150000004,73,Carrera 71G con Calle 68 sur,Ciudad Bolívar,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6445715,-74.1306313
-74.1415037,4.64244800000006,74,Av Centenario (Calle 13) con Carrera 78G,Fontibón,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.642448,-74.1415037
-74.1593121,4.64199130000003,75,Carrera 87F con Calle 5,Kennedy,Choque con objeto fijo,Sin lesionados,2026/01/01 00:00:00+00,4.6419913,-74.1593121
-74.1581418,4.64017290000004,76,"Calle 3 con Carrera 28, sentido or→occ",Los Mártires,Volcamiento con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6401729,-74.1581418
-74.070142,4.64003040000006,77,"Carrera 5 con Calle 52, sentido n→s",Chapinero,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6400304,-74.070142
-74.0792823,4.63918680000006,78,"NQS con Av Américas, sentido n→s",Teusaquillo,Choque objeto fijo con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6391868,-74.0792823
-74.1675367999999,4.63687100000004,79,Carrera 88 con Calle 40 sur,Kennedy,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.636871,-74.1675368
-74.1747731,4.63624320000002,80,"Av Guayacanes con Av Ciudad de Villavicencio, sentido n→s",Kennedy,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6362432,-74.1747731
-74.158944,4.63527660000005,81,Transversal 81G con Calle 34A sur,Kennedy,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6352766,-74.158944
-74.2052968,4.63439620000003,82,Calle 73 sur con Carrera 100A,Bosa,Fallecido hospitalario,Fallecido hospitalario,2026/01/01 00:00:00+00,4.6343962,-74.2052968
-74.0903876,4.63433500000002,83,NQS con Av El Dorado (Calle 26),Teusaquillo,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.634335,-74.0903876
-74.1632006,4.63315180000006,84,Calle 38C sur con Carrera 83A,Kennedy,Fallecido hospitalario,Fallecido hospitalario,2026/01/01 00:00:00+00,4.6331518,-74.1632006
-74.0807234,4.63259190000002,85,Carrera 33A con Calle 31,Teusaquillo,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6325919,-74.0807234
-74.178591,4.63164720000003,86,Calle 49 sur con Carrera 88C,Kennedy,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.6316472,-74.178591
-74.1378,4.63044000000002,87,"Av Boyacá con Av Américas, sentido n→s",Kennedy,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.63044,-74.1378
-74.1912412999999,4.62973820000008,88,"Carrera 89A bis con Calle 58A sur, sentido s→n",Bosa,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6297382,-74.1912413
-74.1095101,4.62945710000002,89,"Av Centenario (Calle 13) con Av Ciudad de Cali, sentido or→occ",Fontibón,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6294571,-74.1095101
-74.0681671999999,4.62921440000002,90,NQS con Calle 41,Teusaquillo,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6292144,-74.0681672
-74.1181372999999,4.62879130000005,91,Av Américas con Carrera 85,Kennedy,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6287913,-74.1181373
-74.17083,4.62848660000003,92,"Av Ciudad de Cali con Av Ciudad de Villavicencio, sentido n→s",Kennedy,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6284866,-74.17083
-74.2021131,4.62726570000007,93,Carrera 92 con Calle 73 sur,Bosa,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6272657,-74.2021131
-74.1407024,4.62698490000002,94,Carrera 72D con Calle 3B,Kennedy,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6269849,-74.1407024
-74.1584908999999,4.62631090000002,95,Calle 38C sur con Carrera 79G,Kennedy,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6263109,-74.1584909
-74.2079909999999,4.62614960000008,96,Calle 80 bis sur con Carrera 94,Bosa,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6261496,-74.207991
-74.0687154999999,4.62613670000007,97,Av Caracas con Calle 38 sur,Rafael Uribe Uribe,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6261367,-74.0687155
-74.1187825,4.62524620000005,98,Carrera 53G con Calle 4G,Puente Aranda,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.6252462,-74.1187825
-74.157524,4.62345910000005,99,Carrera 79 con Calle 40 sur,Kennedy,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6234591,-74.157524
-74.1893044999999,4.62294810000003,100,Carrera 87C con Calle 60 sur,Bosa,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.6229481,-74.1893045
-74.1886469999999,4.62293680000005,101,Calle 59B sur con Carrera 87C,Bosa,Fallecido hospitalario,Fallecido hospitalario,2026/01/01 00:00:00+00,4.6229368,-74.188647
-74.1890466,4.62291500000003,102,Calle 59C sur con Carrera 87C,Bosa,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.622915,-74.1890466
-74.1103098999999,4.62221580000005,103,Diagonal 46 sur con Carrera 50,Rafael Uribe Uribe,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6222158,-74.1103099
-74.1868899999999,4.62205390000003,104,Calle 58D sur con Carrera 87,Bosa,Choque con objeto fijo,Sin lesionados,2026/01/01 00:00:00+00,4.6220539,-74.18689
-74.1710312,4.62192190000007,105,Calle 47B sur con Carrera 81B,Kennedy,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6219219,-74.1710312
-74.1661377999999,4.62142070000004,106,"Av Ciudad de Villavicencio con Carrera 80B, sentido or→occ",Kennedy,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6214207,-74.1661378
-74.1660952,4.62103500000006,107,Av Agoberto Mejía con Av Ciudad de Villavicencio,Kennedy,Volcamiento,Sin lesionados,2026/01/01 00:00:00+00,4.621035,-74.1660952
-74.1479292,4.62052750000004,108,Calle 36 sur con Carrera 73D,Kennedy,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6205275,-74.1479292
-74.1566754999999,4.62040430000008,109,Calle 41 sur con Carrera 7B este,San Cristóbal,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6204043,-74.1566755
-74.1971199,4.61951110000007,110,Calle 71A sur con Carrera 87B,Bosa,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6195111,-74.1971199
-74.1259848999999,4.61939560000008,111,Av Carrera 68 con Calle 3,Kennedy,Falla semafórica,Sin lesionados,2026/01/01 00:00:00+00,4.6193956,-74.1259849
-74.1684127999999,4.61938570000007,112,Av Agoberto Mejía con Calle 41 sur,Kennedy,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6193857,-74.1684128
-74.1559693,4.61932240000004,113,Calle 40J sur con Carrera 78D,Kennedy,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.6193224,-74.1559693
-74.1685754,4.61922090000007,114,"Av Agoberto Mejía con Calle 47 sur, sentido n→s",Kennedy,Volcamiento,Sin lesionados,2026/01/01 00:00:00+00,4.6192209,-74.1685754
-74.1527672,4.61716540000003,115,Transversal 73D con Calle 40 sur,Kennedy,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6171654,-74.1527672
-74.12697,4.61536430000007,116,"Av Carrera 68 con Calle 14 sur, sentido s→n",Puente Aranda,Choque objeto fijo con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6153643,-74.12697
-74.1763764,4.61510290000007,117,Carrera 80D con Calle 56 sur,Kennedy,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.6151029,-74.1763764
-74.1626353,4.61508190000006,118,Av Primero de Mayo con Av Ciudad de Villavicencio,Kennedy,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6150819,-74.1626353
-74.1626353,4.61508190000006,119,Av Primero de Mayo con Av Ciudad de Villavicencio,Kennedy,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6150819,-74.1626353
-74.135849,4.61464750000005,120,"Av Primero de Mayo con Carrera 69C, sentido occ→or",Kennedy,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6146475,-74.135849
-74.1341423,4.60821690000006,121,Transversal 68G con Calle 34 sur,Kennedy,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.6082169,-74.1341423
-74.1810856,4.60786270000006,122,Av Bosa con Carrera 77G,Bosa,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6078627,-74.1810856
-74.124939,4.60650370000008,123,Carrera 52 con Calle 24 sur,Puente Aranda,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6065037,-74.124939
-74.1842411,4.60628730000008,124,Carrera 79C con Calle 65 sur,Bosa,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6062873,-74.1842411
-74.1481396999999,4.60498090000004,125,Calle 42B sur con Carrera 6 este,San Cristóbal,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.6049809,-74.1481397
-74.1750347999999,4.60469230000007,126,Carrera 78C con Calle 58B sur,Bosa,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6046923,-74.1750348
-74.0860089999999,4.60254130000004,127,Carrera 18 con Calle 9,Los Mártires,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.6025413,-74.086009
-74.1035042,4.60079060000004,128,"NQS con Calle 1F, sentido n→s",Puente Aranda,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.6007906,-74.1035042
-74.1787014,4.59677660000006,129,Autopista Sur con Carrera 76,Bosa,Choque objeto fijo con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.5967766,-74.1787014
-74.1032552999999,4.59670030000007,130,Carrera 28 con Calle 1A bis,Los Mártires,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.5967003,-74.1032553
-74.1548685,4.59630640000006,131,Autopista Sur con Carrera 70C,Ciudad Bolívar,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.5963064,-74.1548685
-74.1689029,4.59566590000003,132,"Autopista Sur con Carrera 73, sentido occ→or",Ciudad Bolívar,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.5956659,-74.1689029
-74.1483491,4.59509740000004,133,Carrera 61A con Autopista Sur,Tunjuelito,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.5950974,-74.1483491
-74.1378563,4.59429950000003,134,"Carrera 53 con Calle 45B sur, sentido s→n",Tunjuelito,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.5942995,-74.1378563
-74.1255103,4.59075990000002,135,Diagonal 39A sur con Carrera 42,Antonio Nariño,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.5907599,-74.1255103
-74.0914210999999,4.58954730000005,136,Av Caracas con Calle 3,Los Mártires,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.5895473,-74.0914211
-74.1361962999999,4.58862810000005,137,Carrera 37 con Calle 49B sur,Tunjuelito,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.5886281,-74.1361963
-74.180751,4.58693140000003,138,Calle 77U sur con Carrera 77C,Ciudad Bolívar,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.5869314,-74.180751
-74.1261802,4.58570850000007,139,Calle 56B sur con Carrera 30,Tunjuelito,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.5857085,-74.1261802
-74.1348687999999,4.58533440000002,140,Av Gaitán Cortés con Calle 52F sur,Tunjuelito,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.5853344,-74.1348688
-74.1050963,4.58445860000006,141,Carrera 24 con Av Primero de Mayo,Rafael Uribe Uribe,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.5844586,-74.1050963
-74.0764321,4.58291140000006,142,Calle 1A bis con Carrera 1A este,Santa Fe,,,2026/01/01 00:00:00+00,4.5829114,-74.0764321
-74.1081904,4.58155030000006,143,Calle 27 sur con Carrera 20,Rafael Uribe Uribe,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.5815503,-74.1081904
-74.1201316,4.58116120000005,144,Carrera 24 con Calle 38 sur,Rafael Uribe Uribe,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.5811612,-74.1201316
-74.1068584,4.57899400000002,145,"Av Caracas con Calle 27 sur, sentido s→n",Rafael Uribe Uribe,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.578994,-74.1068584
-74.1698306,4.57860530000005,146,Transversal 73H bis con Calle 75 sur,Ciudad Bolívar,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.5786053,-74.1698306
-74.1579432,4.57694420000007,147,Carrera 49 con Calle 68F sur,Ciudad Bolívar,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.5769442,-74.1579432
-74.1037846,4.57668150000006,148,Carrera 23 con Calle 27 sur,Rafael Uribe Uribe,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.5766815,-74.1037846
-74.099009,4.57285030000003,149,Calle 27 sur con Carrera 10B,Rafael Uribe Uribe,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.5728503,-74.099009
-74.1032147,4.57036920000007,150,Transversal 11A con Calle 31 sur,Rafael Uribe Uribe,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.5703692,-74.1032147
-74.0953183,4.56981510000003,151,Carrera 7 con Calle 27 sur,San Cristóbal,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.5698151,-74.0953183
-74.160432,4.56965960000002,152,Carrera 44B con Calle 70C sur,Ciudad Bolívar,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.5696596,-74.160432
-74.1581753,4.56870250000003,153,Transversal 40 con Calle 74A sur,Ciudad Bolívar,Choque con objeto fijo,Sin lesionados,2026/01/01 00:00:00+00,4.5687025,-74.1581753
-74.1036923,4.56665000000004,154,Carrera 10B con Calle 35 sur,Rafael Uribe Uribe,Atropello,Con lesionados,2026/01/01 00:00:00+00,4.56665,-74.1036923
-74.0971908,4.56633520000003,155,Carrera 5A con Calle 30D sur,San Cristóbal,Caida de ocupante,Con lesionados,2026/01/01 00:00:00+00,4.5663352,-74.0971908
-74.1437313,4.56402490000005,156,Carrera 20B con Calle 62 sur,Ciudad Bolívar,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.5640249,-74.1437313
-74.1147721,4.56368960000003,157,Calle 48A sur con Carrera 6A este,San Cristóbal,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.5636896,-74.1147721
-74.1060229,4.56261520000004,158,Diagonal 39D sur con Carrera 9 este,San Cristóbal,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.5626152,-74.1060229
-74.0923855,4.56182610000008,159,"Carrera 1 este con Calle 31 sur, sentido s→n",San Cristóbal,Autolesionado,Con lesionados,2026/01/01 00:00:00+00,4.5618261,-74.0923855
-74.0907225,4.56025230000006,160,Carrera 3A este con Calle 31 sur,San Cristóbal,Choque con lesionado,Con lesionados,2026/01/01 00:00:00+00,4.5602523,-74.0907225
-74.111053,4.55764910000005,161,Carrera 11D con Calle 48I sur,Rafael Uribe Uribe,Choque simple,Sin lesionados,2026/01/01 00:00:00+00,4.5576491,-74.111053
