X,Y,OBJECTID,FECHA_INDICENTE,LATITUD,LONGITUD,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD
-74.0815756,4.60107660015115,29,2025/03/01 00:00:00+00,4.6010766,-74.0815756,Av Caracas con Calle 10,Los Mártires,Autolesionado,Motociclista lesionado (2)
-74.0834376,4.68024750015374,30,2025/03/01 00:00:00+00,4.6802475,-74.0834376,Av Carrera 68 con Calle 75A,Barrios Unidos,Autolesionado,Motociclista lesionado (1)
-74.0763247,4.6088163001514,31,2025/03/01 00:00:00+00,4.6088163,-74.0763247,Av Caracas con Calle 19,Santa Fe,Falla semafórica,Intersección semafórica (1)
-74.0903876,4.63433500015219,32,2025/03/01 00:00:00+00,4.634335,-74.0903876,"Av Boyacá con Av El Dorado (Calle 26), sentido n?s",Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.1412884,4.61440330015158,33,2025/03/01 00:00:00+00,4.6144033,-74.1412884,Carrera 72J con Calle 37 sur,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0430512999999,4.76972410015665,34,2025/03/01 00:00:00+00,4.7697241,-74.0430513,"Autopista Norte con Calle 192, sentido s?n",Usaquén,Varado,
-74.1630221999999,4.63462020015221,35,2025/03/01 00:00:00+00,4.6346202,-74.1630222,Av Ciudad de Cali con Calle 38 sur,Kennedy,Choque con lesionado,Motociclista lesionado (1) - Bicitaxi (1) - Conductor lesionado (1)
-74.08312,4.60058340015113,36,2025/03/01 00:00:00+00,4.6005834,-74.08312,Calle 9 con Carrera 15,Los Mártires,Manifestación,Peatón (10)
-74.0547139,4.6727427001535,37,2025/03/01 00:00:00+00,4.6727427,-74.0547139,Calle 87 con Carrera 16,Chapinero,Explosión,Otro (1)
-74.119478,4.50540090014802,38,2025/03/01 00:00:00+00,4.5054009,-74.119478,Av Primero de Mayo con Calle 93D,Kennedy,Choque con lesionado,Motociclista lesionado (2) - Acompañante lesionado (1)
-74.1699641,4.64783160015269,39,2025/03/01 00:00:00+00,4.6478316,-74.1699641,Calle 34 bis sur con Carrera 95A,Kennedy,Choque con lesionado,Motociclista lesionado (2) - Acompañante lesionado (1)
-74.091574,4.57254070015021,40,2025/03/01 00:00:00+00,4.5725407,-74.091574,Av Primero de Mayo con Carrera 6,San Cristóbal,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.0802846,4.60893640015141,41,2025/03/01 00:00:00+00,4.6089364,-74.0802846,Carrera 17 con Calle 17,Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (2)
-74.1535895,4.596098400151,42,2025/03/01 00:00:00+00,4.5960984,-74.1535895,"Autopista Sur con Carrera 63, sentido occ?or",Ciudad Bolívar,Choque simple,Tractocamión (1) - Automóvil particular (1)
-74.1001764,4.68035670015373,43,2025/03/01 00:00:00+00,4.6803567,-74.1001764,"Av Boyacá con Calle 5B, sentido n?s",Kennedy,Choque simple,
-74.0620438999999,4.6425155001525,44,2025/03/01 00:00:00+00,4.6425155,-74.0620439,"Av Carrera 7 con Calle 57, sentido n?s",Chapinero,Autolesionado,Motociclista lesionado (1)
-74.1701998999999,4.64089560015241,45,2025/03/01 00:00:00+00,4.6408956,-74.1701999,Calle 86B con Carrera 90C,Engativá,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (2) - Pasajero lesionado (1)
-74.1387862999999,4.56177890014985,46,2025/03/01 00:00:00+00,4.5617789,-74.1387863,Av Boyacá con Calle 60B sur,Ciudad Bolívar,Choque simple,Volqueta (1) - Automóvil particular (1)
-74.1536900999999,4.63201000015213,47,2025/03/01 00:00:00+00,4.63201,-74.1536901,"Diagonal 2 con Carrera 79G, sentido or?occ",Kennedy,Choque simple,Automóvil particular (2)
-74.1230990999999,4.64080130015241,48,2025/03/01 00:00:00+00,4.6408013,-74.1230991,Av Centenario (Calle 13) con Carrera 88,Fontibón,Choque con lesionado,Grúa (1) - Bus / buseta (1) - Conductor lesionado (1)
-74.05972,4.67178000015346,49,2025/03/01 00:00:00+00,4.67178,-74.05972,Av Circunvalar con Calle 85,Chapinero,"Caída de objetos en vía (árbol, cables, otros)",Poste (2) - Árbol (1)
-74.1537954999999,4.66044850015305,50,2025/03/01 00:00:00+00,4.6604485,-74.1537955,Carrera 98 con Calle 0,Kennedy,Choque con lesionado,Motociclista lesionado (2) - Acompañante lesionado (1)
-74.0800199999999,4.6297900001521,51,2025/03/01 00:00:00+00,4.62979,-74.08002,Av El Dorado (Calle 26) con Carrera 25,Los Mártires,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Separador (1)
-74.0914716999999,4.54951660014947,52,2025/03/01 00:00:00+00,4.5495166,-74.0914717,"Transversal 6 este con Calle 41 sur, sentido occ?or",San Cristóbal,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0988497,4.65920330015305,53,2025/03/01 00:00:00+00,4.6592033,-74.0988497,"Av Carrera 68 con Calle 49A, sentido s?n",Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0347705999999,4.68897930015399,54,2025/03/01 00:00:00+00,4.6889793,-74.0347706,"Av Carrera 7 con Calle 240, sentido n?s",Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0903876,4.63433500015219,55,2025/03/01 00:00:00+00,4.634335,-74.0903876,"Av El Dorado (Calle 26) con Carrera 13, sentido or?occ",Santa Fe,Autolesionado,Motociclista lesionado (1)
-74.052181,4.68578690015388,56,2025/03/01 00:00:00+00,4.6857869,-74.052181,Carrera 19 con Calle 100,Usaquén,Falla semafórica,Intersección semafórica (1)
-74.1020841,4.75178150015605,57,2025/03/01 00:00:00+00,4.7517815,-74.1020841,"Av Calle 80 con Carrera 114A, sentido or?occ",Engativá,Choque simple,Camión (2)
-74.1181372999999,4.62879130015204,58,2025/03/01 00:00:00+00,4.6287913,-74.1181373,"Av Américas con Carrera 70, sentido occ?or",Kennedy,Choque simple,Camioneta (1) - Ambulancia (1)
-74.0720919999999,4.71098860015473,59,2025/03/01 00:00:00+00,4.7109886,-74.072092,Carrera 70 con Calle 95,Suba,Choque con lesionado,Automóvil particular (1) - Motocicleta (1)
-74.1375785,4.65757750015299,60,2025/03/01 00:00:00+00,4.6575775,-74.1375785,"Av Ciudad de Cali con Calle 15A, sentido s?n",Kennedy,Choque con lesionado,Camión (1) - Motociclista lesionado (1)
-74.09763,4.63787900015234,61,2025/03/01 00:00:00+00,4.637879,-74.09763,"Carrera 50 con Av La Esperanza, sentido s?n",Teusaquillo,Choque simple,Automóvil particular (2)
-74.1157737999999,4.62800320015199,62,2025/03/01 00:00:00+00,4.6280032,-74.1157738,Av Américas con Carrera 60,Puente Aranda,Choque simple,Taxi (1) - Motocicleta (1)
-74.0903876,4.63433500015219,63,2025/03/01 00:00:00+00,4.634335,-74.0903876,Av El Dorado (Calle 26) con Av Carrera 68,Fontibón,Choque simple,Automóvil particular (2)
-74.1090298999999,4.58917300015078,64,2025/03/01 00:00:00+00,4.589173,-74.1090299,"Calle 22 con Carrera 27, sentido or?occ",Los Mártires,Choque simple,Camioneta (1) - Taxi (1)
-74.1615088,4.64438410015253,65,2025/03/01 00:00:00+00,4.6443841,-74.1615088,Av Guayacanes con Calle 40 sur,Kennedy,Autolesionado,Motociclista lesionado (1)
-74.0895096,4.61664890015163,66,2025/03/01 00:00:00+00,4.6166489,-74.0895096,"NQS con Calle 18, sentido s?n",Los Mártires,Choque simple,Camioneta (1) - Motocicleta (1)
-74.1772921,4.58605350015065,67,2025/03/01 00:00:00+00,4.5860535,-74.1772921,Calle 63A sur con Carrera 75K,Ciudad Bolívar,Autolesionado,Motociclista lesionado (1)
-74.1241453,4.65151980015281,68,2025/03/01 00:00:00+00,4.6515198,-74.1241453,"Av Boyacá con Calle 19, sentido n?s",Fontibón,Choque simple,Automóvil particular (1) - Camión (1)
-74.1538328999999,4.64273400015252,69,2025/03/01 00:00:00+00,4.642734,-74.1538329,"Av Ciudad de Cali con Calle 6C, sentido s?n",Kennedy,Choque con lesionado,Camión (1) - Motociclista lesionado (1)
-74.1305498999999,4.66565750015326,70,2025/03/01 00:00:00+00,4.6656575,-74.1305499,Calle 22 con Av Ciudad de Cali,Fontibón,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.1774224,4.59676860015103,71,2025/03/01 00:00:00+00,4.5967686,-74.1774224,"Av Bosa con Autopista Sur, sentido n?s",Bosa,Choque simple,Automóvil particular (2)
-74.0351767,4.7356043001555,72,2025/03/01 00:00:00+00,4.7356043,-74.0351767,"Calle 163 con Carrera 13B, sentido s?n",Usaquén,Autolesionado,Motociclista lesionado (1)
-74.0825602,4.60582670015127,73,2025/03/01 00:00:00+00,4.6058267,-74.0825602,Calle 13 con Carrera 17,Los Mártires,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.1351657,4.66027400015309,74,2025/03/01 00:00:00+00,4.660274,-74.1351657,Av Ciudad de Cali con Calle 16,Kennedy,Choque simple,Camión (1) - Camioneta (1)
-74.109178,4.62910180015207,75,2025/03/01 00:00:00+00,4.6291018,-74.109178,"Av Boyacá con Av Centenario (Calle 13), sentido n?s",Fontibón,Choque simple,Volqueta (2)
-74.1831657,4.62964570015205,76,2025/03/01 00:00:00+00,4.6296457,-74.1831657,Carrera 88C con Calle 53 sur,Bosa,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.1351657,4.66027400015309,77,2025/03/01 00:00:00+00,4.660274,-74.1351657,"Av Ciudad de Cali con Av Chile (Calle 72), sentido s?n",Engativá,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1)
-74.1001764,4.68035670015373,78,2025/03/01 00:00:00+00,4.6803567,-74.1001764,"Av Boyacá con Carrera 4, sentido n?s",Ciudad Bolívar,Choque con lesionado,Volqueta (1) - Motociclista fallecido (1)
-74.1533075999999,4.61707690015164,79,2025/03/01 00:00:00+00,4.6170769,-74.1533076,"Transversal 74F con Calle 40B, sentido s?n",Kennedy,Choque simple,Automóvil particular (2)
-74.0634001999999,4.66874270015334,80,2025/03/01 00:00:00+00,4.6687427,-74.0634002,Av Calle 80 con Carrera 24,Barrios Unidos,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.0932296,4.5532114001496,81,2025/03/01 00:00:00+00,4.5532114,-74.0932296,"Calle 37 sur con Carrera 3B este, sentido occ?or",San Cristóbal,Choque con lesionado,Bus SITP (2) - Pasajero lesionado (3)
-74.1262389,4.58790190015068,82,2025/03/01 00:00:00+00,4.5879019,-74.1262389,Av Gaitán Cortés con Av Boyacá,Tunjuelito,Choque con lesionado,Bus articulado / biarticulado (1) - Motociclista lesionado (1)
-74.0720919999999,4.71098860015473,83,2025/03/01 00:00:00+00,4.7109886,-74.072092,"Av Boyacá con Calle 10A, sentido n?s",Kennedy,Choque simple,Automóvil particular (2) - Volqueta (1)
-74.090519,4.67791710015365,84,2025/03/01 00:00:00+00,4.6779171,-74.090519,Transversal 68H con Calle 68B,Kennedy,Choque simple,Automóvil particular (2)
-74.1899291,4.63332490015219,85,2025/03/01 00:00:00+00,4.6333249,-74.1899291,Carrera 93 con Calle 65F,Bosa,Choque con lesionado,Motocicleta (1) - Acompañante lesionado (1) - Ciclista lesionado (1)
-74.0686492999999,4.72116980015505,86,2025/03/01 00:00:00+00,4.7211698,-74.0686493,Calle 128A con Carrera 58B,Suba,Choque con lesionado,Taxi (1) - Motociclista lesionado (1)
-74.1164011,4.58557360015061,87,2025/03/01 00:00:00+00,4.5855736,-74.1164011,Calle 35C sur con Carrera 26B,Rafael Uribe Uribe,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0860329,4.67760950015366,88,2025/03/01 00:00:00+00,4.6776095,-74.0860329,"Av Chile (Calle 72) con Carrera 69, sentido or?occ",Engativá,Choque simple,Automóvil particular (2)
-74.1446771,4.59538640015096,89,2025/03/01 00:00:00+00,4.5953864,-74.1446771,"Autopista Sur con Av Boyacá, sentido s?n",Kennedy,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1)
-74.0599508,4.66657970015327,90,2025/03/01 00:00:00+00,4.6665797,-74.0599508,Carrera 19A con Calle 79,Chapinero,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1305462999999,4.64641260015264,91,2025/03/01 00:00:00+00,4.6464126,-74.1305463,Av Boyacá con Calle 15,Kennedy,Choque simple,Automóvil particular (2)
-74.1377922999999,4.71325610015476,92,2025/03/01 00:00:00+00,4.7132561,-74.1377923,Carrera 117A con Calle 66B,Engativá,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.1355645,4.61401950015155,93,2025/03/01 00:00:00+00,4.6140195,-74.1355645,"Av El Dorado (Calle 26) con Carrera 69B, sentido occ?or",Fontibón,Choque simple,Automóvil particular (2)
-74.0466494999999,4.75350600015612,94,2025/03/01 00:00:00+00,4.753506,-74.0466495,"Autopista Norte con Calle 170, sentido n?s",Suba,Choque simple,Camión (1) - Automóvil particular (1)
-74.1377398,4.67953920015366,95,2025/03/01 00:00:00+00,4.6795392,-74.1377398,Calle 23B con Carrera 101,Fontibón,Choque simple,Bus SITP (1) - Motocicleta (1)
-74.1244152,4.58098920015047,96,2025/03/01 00:00:00+00,4.5809892,-74.1244152,Carrera 24C con Calle 54 sur,Tunjuelito,Choque simple,Automóvil particular (2)
-74.1026131,4.75013820015598,97,2025/03/01 00:00:00+00,4.7501382,-74.1026131,Carrera 114 con Av Suba,Suba,Choque simple,Automóvil particular (2)
-74.1731475999999,4.62698800015198,98,2025/03/01 00:00:00+00,4.626988,-74.1731476,Carrera 85A con Calle 46 sur,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.1455890999999,4.64054310015243,99,2025/03/01 00:00:00+00,4.6405431,-74.1455891,"Carrera 80 con Calle 8, sentido n?s",Kennedy,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1)
-74.1928392999999,4.61313180015156,100,2025/03/01 00:00:00+00,4.6131318,-74.1928393,Calle 69 sur con Carrera 82A,Bosa,Autolesionado,Motociclista lesionado (1)
-74.1694272,4.69468110015416,102,2025/03/01 00:00:00+00,4.6946811,-74.1694272,"Av Centenario (Calle 13) con Carrera 137, sentido or?occ",Fontibón,Choque simple,
-74.09309,4.67995860015368,103,2025/03/01 00:00:00+00,4.6799586,-74.09309,Carrera 69M con Calle 69,Engativá,Atropello,Automóvil particular (1) - Peatón lesionado (1)
-74.0838444,4.72292720015513,104,2025/03/01 00:00:00+00,4.7229272,-74.0838444,Carrera 84B con Calle 61C sur,Bosa,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.1746042999999,4.59645690015096,105,2025/03/01 00:00:00+00,4.5964569,-74.1746043,Autopista Sur con Calle 61,Fuera perímetro,Varado,Tractocamión (1)
-74.0720919999999,4.71098860015473,106,2025/03/01 00:00:00+00,4.7109886,-74.072092,Calle 65 con Carrera 85,Engativá,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1)
-74.0927781999999,4.58391650015057,107,2025/03/01 00:00:00+00,4.5839165,-74.0927782,Calle 11 sur con Carrera 12 este,San Cristóbal,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.1001764,4.68035670015373,108,2025/03/01 00:00:00+00,4.6803567,-74.1001764,"Av Boyacá con Calle 127, sentido s?n",Suba,Choque simple,Volqueta (1) - Automóvil particular (1)
-74.1391919,4.6455507001526,109,2025/03/01 00:00:00+00,4.6455507,-74.1391919,Calle 11A con Carrera 79,Kennedy,Choque con lesionado,Motociclista lesionado (2)
-74.0989380999999,4.60096320015112,110,2025/03/01 00:00:00+00,4.6009632,-74.0989381,Calle 2B con Carrera 27A,Los Mártires,Choque simple,Automóvil particular (1) - Taxi (1)
-74.0917014,4.57987040015047,111,2025/03/01 00:00:00+00,4.5798704,-74.0917014,Av Carrera 10 con Calle 14 sur,San Cristóbal,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0903508,4.71926160015497,112,2025/03/01 00:00:00+00,4.7192616,-74.0903508,Calle 127D bis con Carrera 89,Suba,Choque simple,Automóvil particular (2)
-74.0903876,4.63433500015219,113,2025/03/01 00:00:00+00,4.634335,-74.0903876,"NQS con Av El Dorado (Calle 26), sentido n?s",Teusaquillo,Choque simple,Camión (1) - Camioneta (1)
-74.1684127999999,4.61938570015176,114,2025/03/01 00:00:00+00,4.6193857,-74.1684128,"Calle 65 sur con Av Agoberto Mejía, sentido occ?or",Bosa,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1)
-74.077207,4.65848300015301,115,2025/03/01 00:00:00+00,4.658483,-74.077207,"NQS con Calle 64, sentido s?n",Barrios Unidos,Atropello,Motocicleta (1) - Peatón lesionado (1)
-74.109178,4.62910180015207,116,2025/03/01 00:00:00+00,4.6291018,-74.109178,"Av Centenario (Calle 13) con Carrera 50, sentido occ?or",Puente Aranda,Choque simple,Tractocamión (1) - Automóvil particular (1)
-74.1089722999999,4.65280980015283,117,2025/03/01 00:00:00+00,4.6528098,-74.1089723,"Av La Esperanza con Carrera 68B, sentido occ?or",Fontibón,Choque simple,Automóvil particular (2)
-74.0591204,4.7695042001566,118,2025/03/01 00:00:00+00,4.7695042,-74.0591204,"Av Boyacá con Calle 183, sentido n?s",Suba,Autolesionado,Motociclista lesionado (1)
-74.0567442,4.7164214001549,119,2025/03/01 00:00:00+00,4.7164214,-74.0567442,Carrera 50 con Calle 129A,Suba,Choque simple,Camión (1) - Automóvil particular (1)
-74.1230990999999,4.64080130015241,120,2025/03/01 00:00:00+00,4.6408013,-74.1230991,"Av Centenario (Calle 13) con Carrera 80A, sentido occ?or",Fontibón,Choque simple,Bus SITP (1) - Automóvil particular (1)
-74.0774287,4.65766660015296,121,2025/03/01 00:00:00+00,4.6576666,-74.0774287,Calle 63G con NQS,Barrios Unidos,Atropello,Automóvil particular (1) - Peatón lesionado (2)
-74.0679405,4.67196950015344,122,2025/03/01 00:00:00+00,4.6719695,-74.0679405,Carrera 29B con Calle 79,Barrios Unidos,Choque simple,Automóvil particular (2)
-74.1181372999999,4.62879130015204,123,2025/03/01 00:00:00+00,4.6287913,-74.1181373,"NQS con Av Américas, sentido n?s",Teusaquillo,Autolesionado,Motociclista lesionado (1)
-74.1794427,4.62534650015191,124,2025/03/01 00:00:00+00,4.6253465,-74.1794427,"Carrera 6 con Calle 52 sur, sentido s?n",Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)
-74.0792823,4.63918680015239,125,2025/03/01 00:00:00+00,4.6391868,-74.0792823,"NQS con Calle 47, sentido n?s",Teusaquillo,Choque simple,Automóvil particular (2)
-74.1928392999999,4.61313180015156,126,2025/03/01 00:00:00+00,4.6131318,-74.1928393,Calle 69 sur con Carrera 82A,Bosa,Choque con lesionado,Motociclista lesionado (2)
-74.1536354,4.57243510015021,127,2025/03/01 00:00:00+00,4.5724351,-74.1536354,Carrera 43A con Calle 22A,Teusaquillo,Choque simple,
-74.1618746,4.60232070015119,128,2025/03/01 00:00:00+00,4.6023207,-74.1618746,Transversal 20 con Av Ciudad de Villavicencio,Ciudad Bolívar,Choque simple,Camión (1) - Motocicleta (1)
-74.0892643,4.71874120015499,129,2025/03/01 00:00:00+00,4.7187412,-74.0892643,Calle 127D bis con Carrera 88D,Suba,Choque simple,Automóvil particular (2)
-74.1359404,4.63937730015237,130,2025/03/01 00:00:00+00,4.6393773,-74.1359404,Av Boyacá con Calle 9,Kennedy,Autolesionado,Motociclista lesionado (1)
-74.0710268999999,4.72605880015519,131,2025/03/01 00:00:00+00,4.7260588,-74.0710269,"Av Boyacá con Calle 134, sentido n?s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1)
-74.0698429,4.65658640015294,132,2025/03/01 00:00:00+00,4.6565864,-74.0698429,Calle 66 con Carrera 14,Barrios Unidos,Choque simple,Bus SITP (1) - Automóvil particular (1)
-74.0917014,4.57987040015047,133,2025/03/01 00:00:00+00,4.5798704,-74.0917014,Carrera 10 con Calle 14 sur,San Cristóbal,Choque simple,Automóvil particular (1) - Motocicleta (1)
-74.0441117999999,4.74299720015576,134,2025/03/01 00:00:00+00,4.7429972,-74.0441118,Calle 163 con Carrera 20,Usaquén,Choque simple,Automóvil particular (2)
-74.0517528,4.72151980015508,135,2025/03/01 00:00:00+00,4.7215198,-74.0517528,Autopista Norte con Calle 136,Suba,Choque simple,Camión (1) - Automóvil particular (1)
-74.1642176999999,4.62181560015182,136,2025/03/01 00:00:00+00,4.6218156,-74.1642177,Av Agoberto Mejía con Calle 42C sur,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1)
-74.0347705999999,4.68897930015399,137,2025/03/01 00:00:00+00,4.6889793,-74.0347706,"Av Carrera 7 con Calle 167B, sentido s?n",Usaquén,Atropello,Taxi (1) - Peatón lesionado (1)
-74.1309778,4.5628777001499,138,2025/03/01 00:00:00+00,4.5628777,-74.1309778,Calle 57 sur con Carrera 16C,Tunjuelito,Atropello,Automóvil particular (1) - Peatón lesionado (1)
-74.120507,4.5567706001497,139,2025/03/01 00:00:00+00,4.5567706,-74.120507,Calle 50 sur con Carrera 7,Rafael Uribe Uribe,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1)
-74.1169432999999,4.62869280015205,140,2025/03/01 00:00:00+00,4.6286928,-74.1169433,Av Américas con Carrera 62,Puente Aranda,Choque con lesionado,Motociclista lesionado (2)
-74.0974785,4.69223850015409,141,2025/03/01 00:00:00+00,4.6922385,-74.0974785,Calle 74 con Carrera 76,Engativá,Choque simple,Automóvil particular (2)
-74.1475229,4.62096390015179,142,2025/03/01 00:00:00+00,4.6209639,-74.1475229,Carrera 73D con Calle 35C sur,Kennedy,Autolesionado,Motociclista lesionado (1)
